path	git_blob	sha256	bytes	first_commit	first_date	last_commit	last_date	source_class	permitted_use
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	CURRENT_FOUNDATION	current Reciprocity, CSN, finite-cell, Xmax, and open-action ledger
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_FOUNDATION	local common-scale equivalence and limits
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_FOUNDATION	complete-solution closure and no nonlocal insertion
simple_metric_xmax_POSTULATE.md	50997429b2d1eb2e04a70a14b20078a2d89d65b3	35bb2a2d6d01cb48287e218902d087cf954e4c9eeda3142f865731742e8e681d	3802	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	POST_JULY_WORKING_LEAD	working bounded-reach postulate and hyperbolic form; not canon theorem
simple_metric_hyperbolic_derive.md	9276a22eeb9ec3ba76c76185b2feff79fe6eb803	c5ab7f7e7a09784b59384c8f32d7b1462e86c94ece3757d0cb0411508df38e5f	8137	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	POST_JULY_WORKING_DERIVATION	existing one-dimensional bounded-composition derivation
simple_metric_mass_xmax_cascade.md	b5490cd0d2790000eee2a801fa5f726e4339feca	dafd3426eb14bb7c5365812038f7dfce8ae12d9da83cf3099f02b1ed4cd3c766	7331	b5622bd847a3f37f134125a0bf734eeb57133159	2026-07-09T08:42:14-04:00	8206089c5d26252f1b1c27ddab92963c429fc2bb	2026-07-09T16:49:22-04:00	CONDITIONAL_HISTORICAL_JOIN	conditional mass/Xmax join; no native G or coefficient authority
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	CURRENT_SELECTOR_AUDIT	variation placement and action-selector matrix
reciprocal_clock_optical_scale_selector_2026-07-19/DERIVATION_REPORT.md	c2cb102e5525867e3ee8d66f37935a6ba30a74d3	ffa24eddfe76eee0ff1b11f463c300f844ebccd82188d85da55c73da467375a3	9936	f1d8f599f81f4491fbdaa4e5889bf62a724de7a7	2026-07-19T00:17:19-04:00	f1d8f599f81f4491fbdaa4e5889bf62a724de7a7	2026-07-19T00:17:19-04:00	CURRENT_SELECTOR_AUDIT	static reciprocal optical identities and open scale reciprocity
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	13052	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	b083deea5711aa4dc6f571036114e5304272955d	2026-07-19T06:53:47-04:00	CURRENT_SELECTOR_AUDIT	co-presence semantics and causal conformal layer
metric_cartan_holonomy_audit_2026-07-19/AUDIT_REPORT.md	a290f59860a4be0d2e14a7148aa61cc8bc407380	ce76d6236b78a2c70fb47c17740ea07949d5845b2065683905dc3218a3a0fbbc	12057	35a7423e018e67c1aa02aef8932d0c92f036bd4b	2026-07-19T17:58:51-04:00	35a7423e018e67c1aa02aef8932d0c92f036bd4b	2026-07-19T17:58:51-04:00	CURRENT_SELECTOR_AUDIT	local Cartan/holonomy limits and route-scoped global gate
