path	blob	sha256	bytes
AGENTS.md	71a2eb66a2b9792fa4f2091e054f6c09e841d67c	bb1471dbc5ba0d83d59d062386b55e72a07a3bb5a9a7eafeb7dedde2afc25fa5	12775
ANGULAR_TORIC_HANDOFF_UPDATE_PREREG_2026-07-19.md	bc4d50d9a2283f3665ed985e3a96c38c24bd36da	19f24688b7c7921ad991781096b4054e826b679380564f51f00c9bb60530b058	2269
CLAUDE.md	8ea0fbbb6350ad849442de51c174e2511a497d57	b199c327a2892317fb691ce82992ac02852ca4213f14ba194e52c745e6a12c70	24280
COGNITIVE_CORRAL_TRIGGERS_SETUP.md	9989eaea43c64a5b900102e4c3a5dc5fe3bda8a3	0d5a008470726a54745f5e35f94e27ef0d40554a9569b89d2e99a9c4e45f9fda	18833
F2_closure_results.md	53531541b574ac240a579a280425adf471974553	976edc403b9bcb7be392dbe48ae67d3eef051ae46f0ff5e43c061a5e38b9ad35	24252
F2_matter_action_forcedness_results.md	8f932eb8f1e6af4a83017bffeb0e82444875614a	1d1b852312615516910d489a67d9c9c8f445812678df19dbbe67e2b08cd2d1b2	20979
F5_critical_universe_closure_results.md	ae4b09f3be492805557dcba3d15b159565e5107b	16f800d165ae5abf10af3737cb4626e69c1df62c8cfccfa124ff5793d9548599	21590
F7_scale_bridge_native_results.md	fefebe75d06c783d63e2aabd61b3c9d5544addfa	52551c529dfc99af9f2f12efbc8e7575f8f49a3efdac326018b266b29ea056a7	17028
FOUNDATIONAL_ASSUMPTIONS_LEDGER.md	31d8e7366a4a074a7fab9bac47ef65f439955c25	405edaf2302d5a9f8ed1cc2de48714fad0265b7eb310c8fc93c92567067cc480	27304
H4_backreaction_mass_MAP.md	9ff97145d1a497291d2fa0c6eb64a957ec69f8bb	b85beb966de629438357d83deb1be9f5fb1c1049e1a01cfc58ed3f24b15358d2	21404
HANDOFF.md	873afca79c824ef92784cc67b3a5da17184e9a5e	3648de82121787e6138fb2c7be77e39b940bd05e87eb7a151a3a20afe5c5df69	49978
HANDOFF_ARCHIVE.md	b257b2563729d016a430a7378baaeb21c8b75905	23340d081d4b52d1fbb7f019f0240d79891ca2c67ccd438698c7e29ef0cc85ec	130383
INDEX.md	2328e9b5448708d3f9af07fc9b1784fbf3938a7b	3553fbe3e7e07507487f4c2d574f4f33318cf2f9e27989c7c77aa7928c3bcf75	27556
LIVE.md	379f466cf754426eafc47261e1a26e89be58ec23	fd4a4323af956d7cf46adbe5e2180c6d29857b15cbea74364a600044df21a0a2	100996
MATTER_SECTOR_MAP_new_foundation.md	7189e4e8756379c903240a3fa7a381439be843fe	11ed3645af15a3cb6035b1bf6619477d0a8f253f92ada35093204e31eec762b0	27447
MEMORY.md	6e8215f88b981f3695a05bc8740e7e575e18ac35	4bf79e52c83356148f2dcc54144a8e2c4f5cc200df15bd8516c8e2f3643af713	5735
NEGATIVES_REGISTRY.md	71c7cae1f659c40636537db211311f8bdb972025	981786b260b2671fdd66638b4b64d9c40a0994c1a1e09bb33f461751593d7cdc	164174
PROBLEM_STATEMENT.md	dabbd10b5a58c52ab36c67aafc55ee08ddf43ba2	dcf2a8c91b8f0347780e4cefc206a16ea4e6bdbeb71b8bb1f034160f7d3e1b02	13777
PURSUIT_CHARTER_2026-07-04.md	4f4e8581273f23e8829b411fe32d4dc6877d8947	90c4c54e58e8f7db31cd39239a8c67ffd0e84773a3a9d2003ebc8784323054da	16134
QUANTIZATION_MAP.md	4f282b8c2f631237d1aa0d1ae8ba8b8df0bb59f1	f6e53f4cdf6689bbbe861b13ba771e0539717a601313b1c4e5f1d839367568d8	12945
README.md	6f167b3d84b61e750a989e4e59e0c5980027c1ab	520e039df7c1b954969c39eaca88d2e81380349d6fbf65af15d47caf7c2ecd12	8715
STATE.md	75004d6971e0454f42d1182d30cbb34408f2e798	acda676ebe84cbec08d5348c568ae5aa950851443c923ae0e12bf2c0eed6833f	158972
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205
UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md	a7b93765e970a3390f749e6fbbeffa45607b8dbb	6a835388e8f7a82a4bb4b9496f99c4a5e4181f5e5ccb2637641a1b4346922cc6	6466
UDT_NATIVE_ACTION_ARM_C_INPUT_SHA256SUMS_2026-07-18.txt	0d2364852e141fe1704d8e2d7c8e1790975dffae	010e7922423ab724467d94f6408425905fb872c5ccaebc5fa5941fc66080f2dc	30050
UDT_NATIVE_ACTION_COLD_ARM_DISPATCH.md	6d2d5bacf86cc068d2b3f7eae6f3ff705151c038	6e977717ca028cabaa198dd14a6a97b3b15740e45485d0ab735f3df0326df192	8394
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	beaf9c20e607b9160ee466a31c43a329a2b13db5	9b7c172a395084bf9a7fede33a261de7a61ca7704c3650e9b7828f9ec814b668	20339
UDT_NATIVE_ACTION_STAGE1_LAUNCH_RECORD_2026-07-17.md	6da2969b429f265b371a0ed15e3912f090d57d21	825959587e02b877c9a0aacb6f9e45d57b86b9aad8504e3a766006df52917897	4531
UDT_NATIVE_ACTION_STAGE2_A1_A6_SHA256SUMS_2026-07-18.txt	53786e0a4f20907953613c71f36164c08146c27b	85776969410e6dc8bee6b1aa901331dcc139e718dbdfd28c593df3f2054408b7	20264
UDT_NATIVE_ACTION_WORKSTATION_SYNC_AUDIT_2026-07-17.md	69d7febeaf61e6a64c0fa350f361543f347efffd	f1b6b03c1d3aeed59e3476d0c50e61d884408ca435af97d191ac12c1f088fb87	9694
UDT_NATIVE_ACTION_WORKSTATION_SYNC_DISPATCH.md	33b54d3472f6759523a237a7e18258069fcfa36c	53859e31068721a27098bea865bc8b29a86ac7686e14d8ee1f0dfb4571b84056	6071
UDT_NATIVE_HOPFION_STARTUP_INTEGRATION_PREREG_2026-07-19.md	45aba454cdc133382d3c94936c8c90f7f6aec398	4a9263de87ca3fb8f5a4f8032834ca1a475f10584dbd1d70f3f4fdc554111551	3409
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	11418
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_MAP.md	1e06e446121e902280eda16e269e4742814d48ba	c3d7cf1d0b24d83958b23ae55624259dba0a46c8bebd3308caadda873b67b5ac	5113
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	64b419c5849586de147a4f4fe040e18365521aed	4cd1f8d674c594f07d1667fc419d9ff977dea1a2c0c59292cf44914889970b7f	49366
angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	ddd5b965f7c637bf558005bf07f97cb5afeb93c4	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	11353
angular_derivative_weight_selector_2026-07-20/COUNTERFAMILY_LEDGER.tsv	b17af164797474801d987eb81e81e390b5e3ec50	bb06f79e7b0d45e04cdfd3422b53d50f328bedc87f87556fd26a69ad12898a94	2447
angular_derivative_weight_selector_2026-07-20/DERIVATION_RESULT.json	2b215535599c0faf48f545adf0e58d46dfc6625d	68e460193f4618091f1bedca157f68150767ee136752c3071e4679f057d68867	4582
angular_derivative_weight_selector_2026-07-20/INVARIANT_LEDGER.tsv	212fc6463cfdc0d3f9cfb58297371a2b61282d1f	f7f84d9fff648b7983f67993d9f044787ea0e2917c18c40593b45fe2134659dc	3588
angular_derivative_weight_selector_2026-07-20/LAY_DECISION_TREE.md	688e3d6a63c914328ac31d6493e94d567f729c6e	763f2e1b9755e3082aaf11916c6aadd2fbc44f2b9f74b24cfb06625ffc0a915f	1424
angular_derivative_weight_selector_2026-07-20/NEXT_SCIENTIFIC_DECISION.md	42b8b397216235c8600f38c68ae9fbf6c69b9a04	e8999606b438d4bc50a4b04e1bf30fe17bfafd2d71d5e731dbdb2538a31147cb	1068
angular_derivative_weight_selector_2026-07-20/PREREGISTRATION.md	a576e98ff1bcf07056ee70b5620ee43d147f44ab	5e1037fdf0b0a992a68138a4140e25793e86a699dc95f586e75a016de5669082	9686
angular_derivative_weight_selector_2026-07-20/SOURCE_ADJUDICATION.tsv	1a503cf957d1b20efb83cf75d958308f708e2602	41f68a0eed57ffa59831b4c9fc6996cbab2908c745e8a62709e03faf3b17dc29	7730
angular_derivative_weight_selector_2026-07-20/SOURCE_CENSUS.tsv	7ed823cc949bf46a12cfea4660858acb0cfc3b53	e7d2c3a06d2f51f2329d0490b6781dad776e516887ce5ac737875e969e02723a	962769
angular_derivative_weight_selector_2026-07-20/STATUS_LEDGER.tsv	f99f808a46a78280cfb12031de3d58693afd551f	7610f0eef3b5f05bead9e5c969317dbfd3db1d57bd3348d7d7346e298403f37b	4401
angular_derivative_weight_selector_2026-07-20/VERIFICATION_RESULT.json	08b3b881dfa8ffad80db0e145a908489b1c612f7	b4107177e18ea38d3913d5193ab46a9e36b4b9cba0ae0698e6614a60833756b7	3707
angular_derivative_weight_selector_2026-07-20/build_source_adjudication.py	5382fb1260347128366610a1dd741c9a8d08a030	78dc4e1134f833cb1e993b3a6f8eff4cbce1ded8cad26daa967ccfab0e9567ad	9818
angular_derivative_weight_selector_2026-07-20/build_source_census.py	81877d78578b7c2fc3cf6a29d0f92db37999c22c	c55588a9885604e4316bc740ebad125a05101dd83470f3b5fab62acfa8b459f3	6807
angular_derivative_weight_selector_2026-07-20/derive_angular_weight_selector.py	ca3f380e5ecc5cbc0575c4ec0d420bf5ffa03114	5140abfdc7c52c7d0d6e9c1e40d3a8a57db7e1aea7e353ed2ecb1d781d794194	10767
angular_derivative_weight_selector_2026-07-20/verify_angular_weight_selector.py	7c81f8c8de5d26b130bce2f4aa73c9b9b188eea7	23ee6840c6c4c2eb2fe7a409b9781944ac12c440f29aacc06eb5384448e8c256	20119
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110
angular_toric_closure_selector_2026-07-19/DERIVATION_RESULT.json	35b6a5767c72243a428413dbd0eec5cafa7b11f9	b4fa2f81773260c55cccb47d8b62896d9d2e807cfb007fca640c96aa2bcde272	6435
angular_toric_closure_selector_2026-07-19/DERIVATION_TRANSCRIPT.txt	b40043af3a4e9e48a329d6a0eb65ada1635172a3	69696d6d9ff2040c50e82c62883193f11326a584c34ccd63d506325a0e98b9e1	589
angular_toric_closure_selector_2026-07-19/EXTERNAL_ADVERSARIAL_REVIEW.md	e6f7a9b92df3cbc80269c82a71efc3792c1ba6c9	08c9925a15a8c990716c0abad135bfebe057d6bde5983dd0ba768abbe202c8fe	2512
angular_toric_closure_selector_2026-07-19/PREREGISTRATION.md	d77ef091efa6c2f991106854fbe176b2e2cebe63	6628c38cc85f3873e52de12fb0578493f340fc9a86c35f416a95869900f5c264	9471
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	6049
angular_toric_closure_selector_2026-07-19/VERIFICATION_RESULT.json	9327534e9659c2f07d90e80acfe769152ce66377	f086a8cbc53996eb07e0c3642d47ee43a9cdaba5ba5e21c500d31aa38755f8b9	5561
angular_toric_closure_selector_2026-07-19/VERIFICATION_TRANSCRIPT.txt	ceaa330f4a8d8e73a2ddd448226849ec7c864686	de6b7e13281799714ccf2218b9c406ed19361112956adf05342d6262278ad64c	655
angular_toric_closure_selector_2026-07-19/derive_angular_toric_selector.py	b8eccb07159c09d570c83364ead77cff06e7894c	9947a2dd392be559f59766de698b503618a85121093e3f3050d6610c34a49535	17327
angular_toric_closure_selector_2026-07-19/verify_angular_toric_selector.py	3c9985a4fc74eddca8052053c984540f4712efce	1229ee452297bbb2ce50f49c7c192cc4a8960d2b465b16bbc49a202dc02e847c	25004
archive/B2_phi_angular_spectrum_results.md	b8954e96900a561e63fcd8bd74fd8513ce766142	002a22adf0610db99e507f8af40774a3f6f5de945289dfc9f2c639e952fd0d4e	20319
archive/CRITICAL_UNIVERSE_FRAME.md	eb3bdeb51e0c206a6ba286e79419412b55feb4c5	9ce9debc3ea506af6a11f6b57e9610adceedfc4f3b581bcf0b97bc55f4e99f13	5215
archive/DYNAMIC_SCALE_SYNTHESIS.md	3bb5e5355f6de41e6a11787af0988cebefcc7895	26de3da64f89482cd31496b1fe2724067013c902f301efaa25397374d9cdd504	5898
archive/EVERYTHING_ON_SOLVER_P5e_REMAP_derived_operator.md	977e879f359c352e133d0b0d6d40936b15823fd2	b17496446f73d989606d7cd0f7d905dc53336879d7105edd8b35c74e86945f92	28773
archive/LIVE_historical_frontier_through_2026-07-08.md	ce39d216162e17c4443f4fca2b8bc5234c1e1e58	a8af477d8538f9c246149b0e71562cb863315445cc4cc3b88e5ae066a0236454	17168
archive/LIVE_native_frame_round_static_2026-07-01.md	49b8173611ea11ff15766a7f7ee80efd272c2542	f7b682be2b652aa1da00c2256fe6b1ca51c43249535fb4e0e35866809717c852	5068
archive/LIVE_universe_cell_ladder_arc_2026-07-02.md	29c3c558b35613309523fd5f04283b13ee1133d9	fd033e79a5a808d8e227f69eefabc8bb2f0cb3e7d8a0193be82e16c8a334126f	23533
archive/POST_POSTULATE_PROGRAM.md	9ac0029cbcb484462b1c993516bbd227e9bf0e5d	44c65c69c6bd67a489fc15b9bd3290801120b876adb695747e5e56c14b3d7a29	10987
archive/RECON_C_session.md	e70b1f6b4e406b78ee5a5ec1620af3e796157048	b22563b1eba8b71613074795223a21362c56aff8e389ddee05e1eedeed17775b	17123
archive/RECON_D_canon_negatives_weaknesses.md	0f6e525a847139c53000ea771ea60e6e427763c1	5a0901c6cceedb4f387718db74b14423c92cc1ff2b9cf2dfe0a05a7a3b2c301e	27930
archive/UDT_REBUILD.md	6e78a8a8874f05fe318a22ee05c47b4cbc41fd4d	d2cbbe1b760e1c2ea518db53c68376bc08c15fe8ef62b172984e810705084a93	16924
archive/VISION_POST_POSTULATE.md	9573e583303e97c613be90d1ec9167a5af2d05d1	ff933111a7167698969d6a0a90d6c5c79d55e0864d1cd914a9e689c6a2b4ffa2	21895
archive/branch_G_characterization_results.md	aad46d0e2fd8b4dc9646240733adb0494dc683ca	3baed5a15f78132416169b17eb8091dee0babae1c8035c835a56cba1c79fd7ec	14063
archive/branch_P_characterization_results.md	21f0c12746b6c03c82df279d330986d880d748d0	2ad7102d17cdd4e52f485927875003c52471b188e2199c350edd115f999aa1e8	14759
archive/branch_operator_results.md	94716c314f6aa9b04c4f7554dcb825f7e589d13e	b0ccabfa19fb893794e6bd16106d4e15a3a761fd5a37f8a35053b160ceba2f47	4477
archive/branch_p_coupled_observe_partial_results.md	96af92625110359ee98f27e44b66f6464c181550	82dc85bb63d82f97bcfdabe3438e690e0148cc4d152a93eb8364ebebc187b80b	3430
archive/complete_metric_sweep_setup.md	e541e579df107fe0921b7ca7250bf4d8f371dd8d	75b8a5342af83a09db525bf73ea42dac69f00197beb0b8d18ccbf28e3c3ad55c	8522
archive/coupled_cell_soliton_results.md	011fe93cf4d5b447f55a45996cb432cca604e6a7	faa0ab72456c84c2278aa84572700724479ec2a727ab62e3380dea239c49c703	18846
