path	git_blob	bytes	sha256
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	f923b077483c2d2ab5fde2697a6e63649d027dc6	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f
PONDER_MATH_ELEGANCE_2026-07-31.md	6f46b7760ef65c1e46190d0643fe83b174938dca	59093	6d510c050f9c116e4c09e82f4edf6ac942bd64f95bb1476dc2196cae8e24c6b9
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	11205	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d
UDT_GR_TO_UDT_SELECTOR_AUDIT_PREREG_2026-07-18.md	a7b93765e970a3390f749e6fbbeffa45607b8dbb	6466	6a835388e8f7a82a4bb4b9496f99c4a5e4181f5e5ccb2637641a1b4346922cc6
UDT_NATIVE_ACTION_DERIVATION_DISPATCH.md	beaf9c20e607b9160ee466a31c43a329a2b13db5	20339	9b7c172a395084bf9a7fede33a261de7a61ca7704c3650e9b7828f9ec814b668
native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_CLAIM_MATRIX.tsv	1c534bb08b93b590023b2f822875cdab19568fcf	24718	2ceb3aa4bae229c6fcbe83bc6b956daee1bc8eed458b3b0f15e85e17c1a6a752
native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_COUNTERMODEL_MATRIX.tsv	320e402f5b7cb03138f1e32d2713eeeff24a6761	11797	90edfe3248f8f0f11534efe01c39b5b3bfa8efc78f128834885b7c54e607dc8d
native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_REPORT.md	0cfbda1e6ec8ebbb928c3c974a919a3f5c4d8712	29834	de865916f880284ee25467346d839d94215cbc0bfb2992814d200cbeec806b0a
native_action_arm_c_2026-07-18/ARM_C_RETURN/ARM_C_SMUGGLE_LIST.tsv	e49cf9c5ba52cd4cf87198b580be0c1b86af071f	9114	074b59aa4f1b452858112db3abcbbedddca0f7b9633691fa7a5cf3f76d3805fe
native_action_arm_c_2026-07-18/ARM_C_RETURN/RECEIVED_ARM_C_INPUT_SHA256SUMS.txt	0d2364852e141fe1704d8e2d7c8e1790975dffae	30050	010e7922423ab724467d94f6408425905fb872c5ccaebc5fa5941fc66080f2dc
native_action_arm_c_2026-07-18/ARM_C_RETURN/cas_armc_boundary_charge.py	640ba3ce85015a91a856d1be0dc01f6e910531f1	1883	e29f017a354275b62d415961365583d165bffc9637303b1a3ae9feb17510184d
native_action_arm_c_2026-07-18/ARM_C_RETURN/cas_armc_boundary_charge_out.txt	6dce01792070a75655dde74f67c6aaca5d3f21ce	543	d594ac7fe649ae1d9b70db1707b20d020f4527fcaccacb4aa1c9e06db32895a5
