path	role	blob	sha256	bytes
LIVE.md	current_authority	ea0370923270be6bcc41d11b16c7b37f66b3be0b	4492335c01212b6a4961a035b23c5c2a39b3aeed970dba1611fc4e4e868dfb11	125842
HANDOFF.md	current_orientation	d26bc9b3731a6604e4d5380e46701d2c1403458b	f957c1bee9a6000b739c39a2aade4807a13e94ab542d52eb7ea65d47d70a4516	67881
CURRENT_SCIENTIFIC_PREMISES.md	premise_authority	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	premise_registry	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	frontier	17d556324257da00069654d506d9ca3e0fdaa616	d8484a1ed5d2038975ea02411b68d23976bbad567b353e969fa524751a614420	83600
udt_killing_plane_strata_transition_audit_2026-07-28/AUDIT_REPORT.md	parent_result	6e1082514b5e13fee6985235778cad209df0b854	c2366023e0dba90bebe49b2909c110cfde8d00be085d12eebcadf412ef4aab50	5993
udt_killing_plane_strata_transition_audit_2026-07-28/EXACT_DERIVATION.md	parent_algebra	44b323cd09d89cf62d667479f4f61476631cedf5	cee1ce90d8af3dcb358b2ca6a56a6f0464b8a5343ff78edb2727a5884efe5649	7606
udt_killing_plane_strata_transition_audit_2026-07-28/KILLING_DIRECTION_ATLAS.tsv	parent_direction_census	c6f2ac478fdadac69ac701b69534e18cb8b2cb76	fc8803ff6a097a9dba3621a78e1ff71d353ca35a18259f0c64d2323465812b8d	1206
udt_killing_plane_strata_transition_audit_2026-07-28/KILLING_BASIS_AUTOMORPHISMS.tsv	parent_group_scope	08ff2e4c414ffdbc9503bea78275ebf5728216c1	2bebc711a6771581a4e4b06dfa7d8a75f1283a23983b530b67025c0e59c14be2	503
udt_killing_plane_strata_transition_audit_2026-07-28/SELECTOR_STRATA.tsv	parent_strata	abe79ffb0684cc707b9ea43b5f7e6ae9d4187938	b2945e24420dc16943cf9e997f9bc8c280bc4418e49ecc67e51a3fa4b0d24b19	1785
