path	role	git_blob	bytes	sha256
LIVE.md	current_frontier_precedence	eabf81f2d0c69a1758a0ba1f99e81b8164499769	75218	f670a2f9c4fd579239e341153362803f437ef8594d3ad153c791099bceed99ea
AGENTS.md	binding_project_rules	48f8acc54d1c64b874d16cecd619a7e3cfcaf5d1	20884	6c74cf60246dfb2df2cb2c77b67bad72f15cc4532c2efa92d4e72e45b6fa3b71
CLAUDE.md	binding_method_rules	cbbe731ce8d4aa6fae1751d7fe888ba6ee99ed9a	24917	14b52c09238940fbb5106675cb2d86f7f53755431594c343b2564900922fa2db
.claude/skills/completeness-map/SKILL.md	coverage_protocol	b09b8ae35cec40db4cebd0f16decc8792fb660b2	2262	8c32d77f33490750c20f9df121917ac4513cefe7662867bc61ea01f70c7c6e13
.claude/skills/no-shortcuts/SKILL.md	anti_shortcut_protocol	97d546927d6c594c84f9402315d001ea88dc4d8a	2288	20eb84d287795ed7f435eca50183a900cf82e4f7b417e0334fb1e8844dc83003
.claude/skills/solution-space-not-imposition/SKILL.md	anti_imposition_protocol	c43293d62f93e06633466fb1731c96a27686f85b	5289	01bf656edaae3b0edb8671e11f47d23d6d154907436e7ebead008d92ff79f0e1
.claude/skills/verifier-before-record/SKILL.md	independent_verification_protocol	1b73fde4c6dd141378f91ac1daa0d14773c3a686	2369	c9928f141171e2c5913add6399c2706d25de47a41074db1eac4dc4689742bad5
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_precedence	1a25dc1d354e0065c527374767f11aa9d06d62de	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_precedence	f923b077483c2d2ab5fde2697a6e63649d027dc6	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f
verify_current_scientific_premises.py	premise_guard	0ce0b8d84ea2baed2ef291337cbdbdf7dc6b98a3	5889	61758cf09d0d70c3ac1dd0ff52a7dc9f9976d13102a9285acb1868ef96940678
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founded_pair_derivation	a8d29384a514f9d3be588dad1818c4c614dc6d70	11418	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003
udt_reciprocal_pair_reduction_authority_audit_2026-08-02/EXACT_ADJUDICATION.md	four_level_pair_authority	4e56662e6d37897544d5ea86106b7b3e58ce7268	3724	9fb9243a95ff28b2c5ff3c48a7616eba04463a1e0f32a22487b13811e9d0d52e
udt_reciprocal_pair_reduction_authority_audit_2026-08-02/STATUS_LEDGER.tsv	pair_authority_status	1620748d337e9d6417c5f67914f9292cc37ea91a	1518	f186f24b3c550712f1fbd72af246f5229db348d289bd5fe48cd49c91b2ff4ddb
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/AUDIT_REPORT.md	immediate_witness_authority	f3f3451e19c3c4884e11f06ac63fe3e54b2dfeb0	2961	3f477de7ea0abb2ab2a0df1e1add2fd1b67d58cc3c69212e5817a021d121a7a0
