source_id	path	role	sha256
S01	reciprocal_c_clock_channel_correction_2026-07-19/AUDIT_REPORT.md	RECIPROCAL_C_MEANING	57de584c7429fce9b8e352fc6bb7fc0cce552c384ca425d45ee581ae378d3b80
S02	udt_reciprocal_c_metric_meaning_audit_2026-07-22/AUDIT_REPORT.md	PAIR_AND_OBSERVER_RECIPROCITY	1e63d4fcc03c793e895d9771b925a9e8a295f9e573e55ded62302693c173bc21
S03	udt_reciprocal_c_metric_meaning_audit_2026-07-22/PREREGISTRATION_OWNER_CLARIFICATION.md	OBSERVER_OWNER_MEANING	c8cde9e7a4496a9d467b4335665b1fc1b2cfa7aa155b7c99a653c7d04d2049ba
S04	udt_clock_anchor_scale_threading_audit_2026-07-22/AUDIT_REPORT.md	COVARIANCE_AND_SCALE_LIMIT	26c3034d4a029ebcb53501abb5e4cb78fad7173c26557572aea3346bdf8a1545
S05	udt_reciprocity_regime_angular_center_audit_2026-07-22/AUDIT_REPORT.md	REGIME_AND_ANGULAR_SCOPE	37ee959ad8a38283b8ba3d1a625de07cb7ce52ff11b06ac87629f8065169a3b9
S06	udt_two_frame_regime_metric_limit_audit_2026-07-22/AUDIT_REPORT.md	TWO_FRAME_SCOPE	cadc315cbb88fd3b418accada7b075f42883ec1c8ad3f4ac3ab98c7419ae1f8f
S07	UDT_XMAX_STATUS_CLARIFICATION_2026-07-15.md	XMAX_STATUS	bd82e07c252fa3aa055e9e4029b964f8a4e415fd50097dd5cec8a6ba928850a1
S08	udt_premise_reset_audit_2026-07-19/OWNER_MEANING_LEDGER.tsv	OWNER_LOCKED_PREMISES	393889c25975e8c9bded1f9e5aac90b285273c80e40914f1492159b61ae093d5
S09	udt_premise_reset_audit_2026-07-19/LOAD_BEARING_CLAIM_REGRADE.tsv	XMAX_REGRADE	25b1053f9388cb7dee115695cca4cb1054201007dd14ab4c6222023ff7491d75
S10	xmax_reciprocity_audit_2026-07-19/AUDIT_REPORT.md	CONDITIONAL_XMAX_GROUP	6dd717ced43a713f68817d442e5130f438195c980b505d93bd8aedd32f481186
S11	xmax_full_frame_realization_2026-07-19/AUDIT_REPORT.md	CONDITIONAL_FULL_FRAME	01b4e7e4c1c2fabd983a98e227073d7b57e9df46816938ed2440ad714f2275d4
S12	xmax_dynamic_observer_frame_2026-07-19/AUDIT_REPORT.md	DYNAMIC_FRAME_SCOPE	3c23d222c94fc2bd219d188803bfd2174d38cb88809a273d0a303351267d0d2c
S13	xmax_accelerating_finite_cell_cartan_2026-07-19/AUDIT_REPORT.md	ACCELERATING_FRAME_SCOPE	bfcaaa7bfa0b9455c32f39ebbed38f8f166c097fd375e4c265f956e5df6799e8
S14	udt_angular_bulk_jacobi_selector_audit_2026-07-23/AUDIT_REPORT.md	IMMEDIATE_PARENT	bf4c74e911fbade7260de12b6f33394b4047105c510fa4c01b08417cbdb18502
S15	udt_angular_bulk_jacobi_selector_audit_2026-07-23/RECIPROCAL_SOURCE_CONDITIONAL_THEOREM.json	PARENT_THEOREM	dee8ebe04203cf294970e94132a3d23243c82ab0beac833107e7ae307ed69601
S16	UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	CSN	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34
S17	boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	BOOTSTRAP_STATUS	5b9fd3563e02ecd8907e0ac632412e3bb1784893c1a66ff2812724f23c71d25d
S18	udt_three_reciprocity_delta_k_audit_2026-07-23/PREREGISTRATION.md	FROZEN_SCOPE	7bdeb2eb4f8ac2502e1f248645d045c57f4eb3de41a80a9941d2794ede0acbfa
S19	udt_three_reciprocity_delta_k_audit_2026-07-23/PREMISE_LEDGER.tsv	FROZEN_PREMISES	57b1672ef6aecad403adb79345a258e6040782be59f38102e190be26c2781e84
S20	udt_three_reciprocity_delta_k_audit_2026-07-23/ROUTE_UNIVERSE.tsv	FROZEN_ROUTES	3312d39cbe29192937a637c787a6940a1ad04b3b6f7505820c1ae64ef20c53b3
