path	git_blob	sha256	size
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
udt_complete_physical_comparison_map_audit_2026-07-27/AUDIT_REPORT.md	ad62ca1a6b85d04941719adc164db22f2ad4b457	9be7ec15352a672eea3bd9e463264c72098359ce7b038fd2d7b781000310ea45	5174
udt_complete_physical_comparison_map_audit_2026-07-27/EXACT_DERIVATION.md	240d65b76fde756d902b95bde43a8c5dd8784450	13a450f1299f9f2ecb2c65118a661a5fc24eb4bb87c8ba4ab30de7feaed6b1f7	7497
udt_complete_physical_comparison_map_audit_2026-07-27/NEXT_STEP.md	fc41b4cc8a99eda08375a218e64a598b0b99575d	2f36918c72f97edcb5d2c60820f498d297cc3ccc74ceed7867f909f92118ac26	1315
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	91f6f69cbe5267f6e12a0576c82153b53e223d84	1e007a15b7071ebe2be45ad2f81a19c4d39a3c0617fe5cf65064ab6e076a976d	5259
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	98d15cf3060d34d238b8528bfaa8a0cab81e7493	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d	6108
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_OUTCOMES.tsv	6c508e90fd634c49f2a8f89c97d9bb793503ae0b	f271a6041a871758443e6e01b352c3e4ed101fe59cdb5e3c0d3c57999a5b08e8	734
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CONFIGURATION_STRATUM_UNIVERSE.tsv	2f904f03e66c4e8e5698a6e72b866e72c9d0fbe6	fc67b30b41a476a6047b1b9e72898e05aa0bb87404ecb302aad25bd49de8c868	1366
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/derive_nonultrastatic_branch.py	ccfb5e6883b50d58c2ffb583c2834483da28ae7f	b90b911f1d2e83c292dab3d08d3fccf675f9f4b83dba1b7e3fb5fb377ddaeabe	5440
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	2d52966f9c782e81d00675289fde45d6dcb12cca	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	5642
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	87c65b8ae7de2ff8928882970d5662adfc158d57	8e3de52c571b953ca878c6459235ff1487fb4d16029a33e7cb279cead980170b	4912
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	b87950c680d61cfcb34dda1f37644b36277cc609	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88	4176
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/EXACT_DERIVATION.md	3242a778b76bd568043c19a8f20c75a81bbc4d8a	44859e5a05c723071b7e0a5aa5f3074ffe54a1726011cd6ce4e4b7e2fe99aa56	6374
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	69f8244a39fb7e01802f29c43dd85e3283ea691b	b338fa5538e54951d3bcea8325b7c3a00940a45b2287805f766bf772ab2713ef	5702
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/EXACT_DERIVATION.md	9905fd36e012332ea2309c068b08ff70ea69a1f7	33f758c5da3e627cb7d58c42746de9199145130d63c5ccb27109b56b5f1f6bda	7924
