path	role
CURRENT_SCIENTIFIC_PREMISES.md	current_premises
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_ledger
udt_complete_physical_comparison_map_audit_2026-07-27/AUDIT_REPORT.md	controlling_comparison_map_result
udt_complete_physical_comparison_map_audit_2026-07-27/EXACT_DERIVATION.md	controlling_comparison_map_derivation
udt_complete_physical_comparison_map_audit_2026-07-27/NEXT_STEP.md	controlling_open_gate
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	twisted_complete_configuration_result
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	twisted_configuration_derivation
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_OUTCOMES.tsv	same_branch_open_gate
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/CONFIGURATION_STRATUM_UNIVERSE.tsv	prior_stratum_universe
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/derive_nonultrastatic_branch.py	prior_exact_algebra
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	holonomy_scope
udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	holonomy_derivation
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	global_bundle_scope
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/EXACT_DERIVATION.md	global_bundle_derivation
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/AUDIT_REPORT.md	coframe_lift_scope
udt_covariant_reciprocal_coframe_lift_atlas_2026-07-26/EXACT_DERIVATION.md	coframe_lift_derivation
