sha256	path
1f5b621fb6bf0d4b1b87dcb5fc4e414dab8b439f2907e7240088d008f4501005	CURRENT_SCIENTIFIC_PREMISES.md
e1bd4f6d5c8d3e30eb43cb6973baf0309dd1444cf2b1b325a39907e75add623e	CURRENT_RESEARCH_PROGRAM.md
a15c22901f5f8f9401fb53b04cff23a0b14c3c5f56ac7bb4f3b23882d247669e	udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/AUDIT_REPORT.md
fa0e31b16df98c3af3cf4aec878c4369642945ce35de20ab8e13b91eaf135e7a	udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/EXACT_DERIVATION.md
ed8f3039a2946a3bcde6400d166d730df4d9c444554a4e0846fcc51d500e46f9	udt_complete_pair_phi_orchestra_audit_2026-08-05/AUDIT_REPORT.md
ce96774a1dcdefb690f716a6c69aa6cdf5c155e6cff051137f8efe9b0eb1a77c	udt_complete_pair_phi_orchestra_audit_2026-08-05/EXACT_DERIVATION.md
45fa4a9a2a7ff911e3abf20ceae33eb88b2622c9201b4e0c63e9f63693fb9a13	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/AUDIT_REPORT.md
ea15d0f0dc344c566309a7f95cff4b0efc5d182f58858de5b0076857b746d64d	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/EXACT_DERIVATION.md
46c49b9e96d2434ed0430af4b550271337885282603891da1c31ff657261cd1b	udt_observer_exponential_full_differential_type_audit_2026-08-16/AUDIT_REPORT.md
f6d6d518b2a2d72a32b0c15faa718bd246d7ebabf63a45bee1b48867e545a622	udt_observer_exponential_full_differential_type_audit_2026-08-16/EXACT_DERIVATION.md
0a4c051908a79aaf66ca583237ff82876eef07018540c3871c9518030a3a6f22	udt_observer_exponential_full_differential_type_audit_2026-08-16/DEPENDENCY_REGRADE.tsv
3613a11739dd8d79a1223dec239527d486a6067246c1cbf4fedf36abe27c44d8	udt_g111_nonflat_r17_full_differential_replay_2026-08-16/AUDIT_REPORT.md
fd99c45f48b979a53cd70512828cf4421ef12096f21afd6c8a03d6b680d5aa54	udt_g111_nonflat_r17_full_differential_replay_2026-08-16/EXACT_DERIVATION.md
45a190b489bf53775dff8ca34b17c37e455010a02b02e92811550b407621afa4	udt_g112_full_differential_dual_sne_invariance_2026-08-16/AUDIT_REPORT.md
c89920532b4e34874d66ce0dce3335a6bf83ad63f399cb4c455d54c6b686af22	udt_g112_full_differential_dual_sne_invariance_2026-08-16/EXACT_METHOD.md
469fe2c116a732ca5041525437af12b3b2d97b40b8c5385ba302b59b2f2de4c7	udt_observed_middle_regime_pair_calibration_2026-08-15/AUDIT_REPORT.md
0bfccb0c287070ba22a311ee7819d2f83ae3e2295a110b02840db5735eb73b4a	udt_observed_middle_regime_pair_calibration_2026-08-15/EXACT_DERIVATION.md
