source_id	path	source_ref	git_blob	sha256	size	role
R01	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	582e373d5bb4a1483592798fbd2e95741108634c:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	056f2d9f6ab7029c9ac72fbc882e4a733b1b43c6	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	4879	intrinsic twisted clock-ruler result
R02	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	582e373d5bb4a1483592798fbd2e95741108634c:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	7c97260e92963d78861122a5b8174595106427be	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18	6622	intrinsic pair invariant algebra
R03	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	ed8e623c0e60cd51ee708453cccfaa82e1516ef6	03c25628018f17f5a0465c4cf80229fe4c7e62cc7697e365fc5d810205daa3a1	2181	candidate-by-candidate rulings
R04	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/PROPERTY_GATE_OUTCOMES.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/PROPERTY_GATE_OUTCOMES.tsv	8e0a484f6ca1367aeab1c60c64e005d32b443fa5	87e715aa2be56688dbd3006ad257ee649e85fcbc0c960f846beb79ff912a2abc	1467	intrinsic pair gates
R05	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/STATUS_LEDGER.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/STATUS_LEDGER.tsv	583aed1f968664f1a2b22b7e541b13a436b88fcf	83d3976967fd9117d47fa04751a984b021d686aa096e7e1c822f301f9bf048fc	1719	intrinsic pair status
R06	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/derive_intrinsic_pair_witness.py	582e373d5bb4a1483592798fbd2e95741108634c:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/derive_intrinsic_pair_witness.py	15959d5c169a33c7768dc82f3b90f97a0431d644	55203a612f407790bbc5cf25216fd063f29a508dab38c71cb3c66a8a380d8605	5135	production invariant algebra
R07	udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_intrinsic_pair_independent.py	582e373d5bb4a1483592798fbd2e95741108634c:udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/verify_intrinsic_pair_independent.py	8152b216aa2fd86803b1b8a1d1592a1b757be1d3	115a32ab9cf29afc06a1a87c77948c404b17da98e6b50d7c6c16f9367197091f	9434	independent intrinsic-pair replay
R08	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/AUDIT_REPORT.md	582e373d5bb4a1483592798fbd2e95741108634c:udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/AUDIT_REPORT.md	8d8f621768463a74714435fcb705abf6072d5827	277855752d21e51cd5caf0abcc566ec747b46614394d4e0d8ca7d88a47dae2f3	5493	finite-cell quotient reduction
R09	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/EXACT_DERIVATION.md	582e373d5bb4a1483592798fbd2e95741108634c:udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/EXACT_DERIVATION.md	9f6e9b3b1227e71c707d6ff5606aec83efcce943	ee019298dda60e8d98da6a4e439be397c0b77ed796ed5f3070501445956922a4	8535	quotient and transport algebra
R10	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/BRANCH_OUTCOMES.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/BRANCH_OUTCOMES.tsv	40e01c191b03d66e1099caf5d55d551726e8feaf	a3ba0f5fe1cefa42517d5766c0f8f2a16e186afc3144b01776d9447d91013a2c	3187	branch reduction outcomes
R11	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/LAYER_OUTCOMES.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/LAYER_OUTCOMES.tsv	1a1b6d5b4335ef0105f707ebf7d25a8cd3dd3ae7	cd21410503fe1ee5f0e35284cb9e2e04bec11723bb280e71bbfd5ce93ebba6bc	1488	layer ownership outcomes
R12	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/STATUS_LEDGER.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/STATUS_LEDGER.tsv	8fb6166d7490dff7dde642810f810ae1c7fdbf04	154f7bd2290951f80f4b6dec9da1754a613fb2977bc1e3dedb57e52f0ece3579	1494	finite-cell reduction status
R13	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/derive_finite_cell_reduction.py	582e373d5bb4a1483592798fbd2e95741108634c:udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/derive_finite_cell_reduction.py	2f415bcf0dc6976d988c1375acc6b33f9e9e3f7e	2b8353011ead65af0edf6211bdc026ad5f9f515ed167d7a90e5d945224c3ee26	13075	production quotient algebra
R14	udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/verify_finite_cell_reduction_independent.py	582e373d5bb4a1483592798fbd2e95741108634c:udt_finite_cell_reciprocal_quotient_reduction_audit_2026-07-27/verify_finite_cell_reduction_independent.py	3f70527f8c687c4570b4abed9b5dfc70fed1f15d	db63c018a1adc71266d42611000265f8d7e01c5ecb49017fbf06afa0f0e7f2c6	7760	independent quotient replay
R15	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	582e373d5bb4a1483592798fbd2e95741108634c:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/AUDIT_REPORT.md	2d52966f9c782e81d00675289fde45d6dcb12cca	7296d4fc3e9a44510f05c0a61a5dce498f894e0d9bf6b9bb6f8e947ef1983398	5642	ambient holonomy ruling
R16	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	582e373d5bb4a1483592798fbd2e95741108634c:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/EXACT_DERIVATION.md	87c65b8ae7de2ff8928882970d5662adfc158d57	8e3de52c571b953ca878c6459235ff1487fb4d16029a33e7cb279cead980170b	4912	curvature and holonomy algebra
R17	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/CURVATURE_HOLONOMY.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/CURVATURE_HOLONOMY.tsv	f04291cc7d52b1f3c4efcabc4fef6c109d07e49e	01aa6329e4e9e5c0e452713213f483e74fa8ededcf960bc1c745809a22165fa5	2921	curvature holonomy census
R18	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/LOOP_HOLONOMY.tsv	dba0eb181e8d923c72936d991490f9675ef35cf9	49dc9a000b9cc036569c68abb98cbea15f25293eda5c3e6d20c935de120c4039	8987	loop return evidence
R19	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/STATUS_LEDGER.tsv	fc279ba08f5f4429fb070477b3aa08cadafb8380	b18129dfddb0bc992aae7a250360c842610fced417f389a98adc64dc365aaf96	1196	holonomy status
R20	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/compute_holonomy_atlas.py	582e373d5bb4a1483592798fbd2e95741108634c:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/compute_holonomy_atlas.py	7964fa563c9a96f46dbd4da823ca7dba2b1f1fae	6f5462db3e9c363625f830d737927e70272ccc5487113dc66e6b8e6ffb84b00e	18288	production holonomy algebra
R21	udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/verify_holonomy_independent.py	582e373d5bb4a1483592798fbd2e95741108634c:udt_intrinsic_reciprocal_holonomy_audit_2026-07-27/verify_holonomy_independent.py	a11a34189993accaa93e29607a2038180e7abc01	72ec69d07026552cb8472cfcbd1d39f995e4bbf5cc72907070662ebffdc42eea	7177	independent holonomy replay
R22	udt_killing_plane_strata_transition_audit_2026-07-28/AUDIT_REPORT.md	582e373d5bb4a1483592798fbd2e95741108634c:udt_killing_plane_strata_transition_audit_2026-07-28/AUDIT_REPORT.md	6e1082514b5e13fee6985235778cad209df0b854	c2366023e0dba90bebe49b2909c110cfde8d00be085d12eebcadf412ef4aab50	5993	Killing-plane strata result
R23	udt_killing_plane_strata_transition_audit_2026-07-28/EXACT_DERIVATION.md	582e373d5bb4a1483592798fbd2e95741108634c:udt_killing_plane_strata_transition_audit_2026-07-28/EXACT_DERIVATION.md	44b323cd09d89cf62d667479f4f61476631cedf5	cee1ce90d8af3dcb358b2ca6a56a6f0464b8a5343ff78edb2727a5884efe5649	7606	Killing-plane transition algebra
R24	udt_killing_plane_strata_transition_audit_2026-07-28/TRANSITION_ATLAS.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_killing_plane_strata_transition_audit_2026-07-28/TRANSITION_ATLAS.tsv	fd0f17b0134aa3acbcff1b603cce4d3e85281048	0798f79455d8cd58fe88414fc9cf0d059bf82e75b5a1d91dc5d14af333e73f06	829	transition strata
R25	udt_killing_plane_strata_transition_audit_2026-07-28/SELECTOR_STRATA.tsv	582e373d5bb4a1483592798fbd2e95741108634c:udt_killing_plane_strata_transition_audit_2026-07-28/SELECTOR_STRATA.tsv	abe79ffb0684cc707b9ea43b5f7e6ae9d4187938	b2945e24420dc16943cf9e997f9bc8c280bc4418e49ecc67e51a3fa4b0d24b19	1785	selector and degeneracy strata
