source_id	path	source_ref	git_blob	sha256	size	role
I01	CURRENT_SCIENTIFIC_PREMISES.tsv	215f648a25044cc07cc269d61791af0f33cb6606:CURRENT_SCIENTIFIC_PREMISES.tsv	9f45b35b936a1ea489fd59857f0b3b2cfd39d1b7	a6169c27d1e8a1afef14c405b29fe6de00dc6695c51545f21039b5e9a4a3f529	25436	current premise precedence and G41 guard
I02	CURRENT_SCIENTIFIC_PREMISES.md	215f648a25044cc07cc269d61791af0f33cb6606:CURRENT_SCIENTIFIC_PREMISES.md	0a2ba49abee5173a5c5a3b597f01624374d46b26	c1d0c05181687f684289fe20c008e974a8cb40c08b8b87ee934a12d78a0f527b	24781	current premise explanations
I03	CURRENT_RESEARCH_PROGRAM.md	215f648a25044cc07cc269d61791af0f33cb6606:CURRENT_RESEARCH_PROGRAM.md	c85c85b50503e473d0ca09fe9fec499b225502d6	33faa15fa8e49017720e5fcdbbcdcb473ebbb0e2e642073ccd4ecc5693defd28	18875	current scientific route and exclusions
I04	udt_global_relation_family_branch_classification_2026-08-10/AUDIT_REPORT.md	215f648a25044cc07cc269d61791af0f33cb6606:udt_global_relation_family_branch_classification_2026-08-10/AUDIT_REPORT.md	633585e8aa4f28abbc626558724ac81d6e2988f0	21f9dc0e9e390383ad8a3ce88f9d16bb1dab2553db8fc940ffb6b9e28f8a2a71	4490	controlling 24-identity classification
I05	udt_global_relation_family_branch_classification_2026-08-10/EXACT_DERIVATION.md	215f648a25044cc07cc269d61791af0f33cb6606:udt_global_relation_family_branch_classification_2026-08-10/EXACT_DERIVATION.md	c99cfe4a5dad90be10d6082bca14e5cbfe0a6ac4	bf328179f5e82ad5f133aab84e50f50774f30f82e80d442ebd2d77aa5fffd9fd	5404	owned global family algebra
I06	udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv	215f648a25044cc07cc269d61791af0f33cb6606:udt_global_relation_family_branch_classification_2026-08-10/GLOBAL_RELATION_FAMILY_CLASSIFICATION.tsv	d5b1c920f116d5b0f56478fc489909e53e3dbdcc	5ea123f9bb7407b840270dfb51aa4fc080f85a9a17b0538dfd1abf8960d5dc15	13106	one-row-per-identity parent ledger
I07	udt_global_relation_family_branch_classification_2026-08-10/BRANCH_UNIVERSE.tsv	215f648a25044cc07cc269d61791af0f33cb6606:udt_global_relation_family_branch_classification_2026-08-10/BRANCH_UNIVERSE.tsv	f0927ddfdb69c1f0597ce0ed4a833eaa865d008e	4a5505c35c5c154eb65228f5880970d50dbecd03628776df1e722db7cb5cfd0f	4218	stable branch identities
I08	udt_global_relation_family_branch_classification_2026-08-10/SOURCE_TO_BRANCH_CROSSWALK.tsv	215f648a25044cc07cc269d61791af0f33cb6606:udt_global_relation_family_branch_classification_2026-08-10/SOURCE_TO_BRANCH_CROSSWALK.tsv	fd8d6dfedee7ea72ddc4a59c15746e75ce2b0768	82892c3b00d08490d5d4f8c017462daa136cd88e5c73fa933dd2363a54927156	6933	alias closure
I09	udt_global_relation_family_branch_classification_2026-08-10/EXTERNAL_REVIEW.md	215f648a25044cc07cc269d61791af0f33cb6606:udt_global_relation_family_branch_classification_2026-08-10/EXTERNAL_REVIEW.md	40dd2da64415d5353c9e35443d268b9d87403947	34e6927cab2e76f39ef94d5cfe1da801a1f08432de6537c6356cf87d72ec41e3	8131	accepted delicate ownership rulings
I10	udt_three_observer_overlap_calibration_carry_audit_2026-08-10/AUDIT_REPORT.md	215f648a25044cc07cc269d61791af0f33cb6606:udt_three_observer_overlap_calibration_carry_audit_2026-08-10/AUDIT_REPORT.md	225f3fd89902f65d0b7de97771371eb03166a19a	449edc1285661b12cad5fd83986bc96d631159d9ad9c77d97b3a21c3425f530d	2424	matched composition and middle-state ownership
I11	udt_three_observer_overlap_calibration_carry_audit_2026-08-10/EXACT_DERIVATION.md	215f648a25044cc07cc269d61791af0f33cb6606:udt_three_observer_overlap_calibration_carry_audit_2026-08-10/EXACT_DERIVATION.md	3867fe6bbe43bf3df5f1d5887a2719da6af889d1	c691c14076f179c8765f9261521a4f9e2c21ab1e1c3817dfb199085098d13d1c	10789	three-observer algebra
I12	udt_three_observer_overlap_calibration_carry_audit_2026-08-10/OVERLAP_OWNERSHIP_ATLAS.tsv	215f648a25044cc07cc269d61791af0f33cb6606:udt_three_observer_overlap_calibration_carry_audit_2026-08-10/OVERLAP_OWNERSHIP_ATLAS.tsv	0d5891e8ed9ed052642fdaef0f2b851befdee127	ca43a2df7a953f71d9139296fda9344d2176796d1213885219111a5856025f08	23793	overlap and transition classifications
