path	bytes	sha256
AUDIT_REPORT.md	4559	f6e61d0c09eeba6579f2b3761fd9a67ac5be0037354f267b4598366d1587f1b0
DERIVATION_RESULT.json	2894	83bb95b25142220ef059a92a3be88e438ed37c8f515b802525744fb45f317b96
EVIDENCE_GATES.md	1307	7b643cbcd48495fc28396a5ba0829271e8ab66046057576771bd9989b1fbdc66
EXACT_DERIVATION.md	8236	661a30688518d38791f5b96ec0d5d1b10b21fadd7ee49f63fcf86658d92e5c53
FULL_INDEX_ANCHOR.json	2479	e7f80821d6710525c416f58ada65dd2600126608b3aad8ca6dacce7b6ee8e1be
HOSTILE_CATCH_RESULT.json	1119	4634b7f8ef737a55fcb8125cfd5153a07d870c0e27fabff1fe6b4fa8d55f85c9
INDEPENDENT_VERIFICATION.json	3835	c2581ac4d1e8ea0bacc601336b8bc91f1d8002e4de122d4211003842ae1e7754
MAP.md	3075	5a547f4e0f380e8dd5dc6fdbd646c9c2d7c5c7d3d632e9c6daba44e26dadf26e
MULTI_AGENT_ADVERSARIAL_REVIEW.md	3960	46aebf764b9b9da515cc1afb56f4de2ea410f9e77e82d42a7eb27b37ffbfeb8e
PONDER.md	1507	30a9552c5e0dadee5d1895e1afa0ed0544b39eaa7081d768953159313ac5c472
PREMISE_LEDGER.tsv	1984	a8f70669bbf716413655c702235a0278f3fe04a6b635de4ec2298126b3890e0c
PREREGISTRATION.md	10147	0180f8783f7504f0952f58614f74878e4be0a499d679ad4b8da1a41d68c54bc5
PREREGISTRATION_HASHES.tsv	468	94f53e705f26e9c3e2dba379ec5db2b826d247522d66dac3c55bbbc802ecaa23
REPAIR_VERIFICATION.md	2551	1fd7c0be35e1a00b6c3109d3ed4624080a6ef0e0757af53986d1cc2b3dca295e
RUN_LOG.txt	1435	f03511e5a8ba197201e20dc182ad9094461c3075b0564cbd6645d907e04382d6
SOURCE_MANIFEST.tsv	867	4281de21b54204bd211d3aace3e16f01ed909a2dcf23c0d5a3a58c5ff959b9f1
SUBSET_CENSUS.tsv	1806	f5c2085ac5412412bcede97c6d610f4e07148d6689ede2ccd1d7c6a2f583f3c7
SYZYGY_BASIS.json	28205	b257c9ae3bc489fe3c2364c79bab90f1f343a222eafe09b6b201f513f915744c
VERIFICATION_RESULT.json	908	8303d3c402a5636951f3ffe9ee85a39b7275171f0df3586df8fd62de4501b0df
build_evidence_manifest.py	1422	84849199b23780aa382404ce6c5a0c3ebea8ee0eb642de96602199c461e5c691
derive_neighboring_curvature_first_variation.py	13991	ab7bdce0f44ceefd61416763222b9a761fc1d0e65d031af791cc3a2af815d406
run_hostile_catches.py	7394	c1f749b489d6efe021c899f05ebe69e304c47d1ba4692cf431344394e9009f40
verify_evidence_manifest.py	658	acab42d96da8b72ea5a340bd16d71f3722fe990dfc8a97c320f0641c2abebd2c
verify_full_index_anchor.py	4347	711a18e50382e086fa961695a2399338123bb639409818e740c7585d65bebe0a
verify_neighboring_curvature_independent.py	7219	55adc97b9f8971faceccad5a297bf996a35a808602f7f3961545be9be7c3ff48
verify_package.py	7161	e8eaf98d57f0645b175037afc33f27da4de5010dfcca4ad6f06eb4914e346089
