path	git_blob	sha256	size
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
udt_twisted_s3_killing_algebra_audit_2026-07-27/AUDIT_REPORT.md	d3a6cde0298c8f7b5d4556c237a5c60340fac533	9f4b70236168a4e46298f688b3d42b23f6760123bf238041a008110c71f932e1	4090
udt_twisted_s3_killing_algebra_audit_2026-07-27/EXACT_DERIVATION.md	05b40c9b0b3a9f51f58c74676a2a9e30802c8934	1a8ad61e0f7211aa148b83970e3475a69438dc8df13d358997daee424808359e	7140
udt_twisted_s3_killing_algebra_audit_2026-07-27/DERIVATION_RESULT.json	ffc951a3ac26dce466e61a3c40b62ed0fce94c9b	8a82ad7667e174b43578dbbf6c6bda1d29c25cb7aeaf10c03503e32122843304	1666
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	98d15cf3060d34d238b8528bfaa8a0cab81e7493	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d	6108
udt_global_functional_dof_constraint_rank_audit_2026-07-26/AUDIT_REPORT.md	ab3f8e80b19d5a612ae0dca340dee65b51f1397e	205aeed3d947529c16dfd5c056c14d763889269e38d06e2a31f518f801c65e82	5504
udt_native_global_observable_closure_census_2026-07-26/AUDIT_REPORT.md	4886a34c9a845902b4133030959aca428b94d934	8df87a2d5d99f9f95fe60e8987348f61575f593b53a19a0a4a99093a76e68114	6991
udt_native_global_observable_closure_census_2026-07-26/EXACT_DERIVATION.md	461c7f7e98c5aafd936f94538ab5a7f51f3cd405	af8d5929c0e751385b0c8f5018de9216d7fe4888f8c0d68833f2cc949e79638b	7020
udt_relational_metric_fixed_point_typing_audit_2026-07-26/AUDIT_REPORT.md	534246704ace122aa991a1f98d51afaaeffa365b	f2a1498d40f48ca5a3f7c92c77ad44e8997fd70ad7877fc6926d9fa1e18b2f9b	4658
udt_bootstrap_to_local_response_map_audit_2026-07-25/AUDIT_REPORT.md	f0ba8074128702ebb45e5b7eb79ee8bdb6bba37f	38b697ee11a2873b8ff8bd9ba4f9940d98a70c2053a6e4440d4b925c491fa92e	8275
udt_bootstrap_to_local_response_map_audit_2026-07-25/EXACT_DERIVATION.md	783704fa943e45995d459b4b32abec8ad20dfb9a	c677aeb41e74d8d91978d661cd68db428d497a4bdf91c7a5ef78938c2e361fd4	9425
udt_invariant_xmax_asymptotic_boundary_audit_2026-07-23/AUDIT_REPORT.md	b2876238b04bfc727a63f64f2543857eb7a87db9	50e931d7671ae614affb5fd37e2170dc02d013cc306eee32ebb068ea5d7431e3	8880
udt_common_scale_neutrality_provenance_audit_2026-07-24/AUDIT_REPORT.md	1ddbd07fb788dde6322eebcf5c5935c35927e0fa	98e8fd166e8257e4ad4e40695d05b198c6fc4c1342e39bcfeb013c230a14321d	6559
udt_common_scale_neutrality_provenance_audit_2026-07-24/EXACT_DERIVATION.md	c157870b55b62001ef2bb343118d1ace88d7393d	eaf109ca35ee332eb66e0a7ddcbb820c74bc32950a024d4d211147203be2b121	6031
udt_complete_coframe_native_selector_audit_2026-07-26/AUDIT_REPORT.md	fed10038348e7bb06d3074a852b586504ed8798a	260979d6e5449844c5ed4676f3cebc331934dfa17d9df3e92f6fabeb86ada507	5108
udt_complete_coframe_native_selector_audit_2026-07-26/EXACT_DERIVATION.md	61a10fe04762ff25f1767c8433b22777761d5229	cb97cfeea62e379a87190d8bcbea3cc7706dc9b77035b0e34c13b366d3315bd2	5689
udt_global_local_relational_closure_audit_2026-07-25/AUDIT_REPORT.md	deefa2dd350e892a0fd80fa90b7835df792f1ad9	61c0f3301d3b9f1105611efc23d81a8c58cb96f855745757dafaba29c8aba0cd	8153
