path	sha256	bytes
MAP.md	03deba24b731ab9852a4d6f75f378cada9d91b614fa6868f756f96fa37c5d87e	2500
PONDER.md	7c58a9802272232d5c5b3c342b285789a2f2ff134a178cf291d0930b028b11ca	1167
PREMISE_LEDGER.tsv	db53c8bef1f7258e8f1e447c19665857e6455892dbfbac6932cc9830cb4d738f	2078
PREREGISTRATION.md	610eac53da7ace52dae4630895eec25cb44025d3be3fd644edf5bab111dd0280	5225
PREREGISTRATION_HASHES.tsv	aaa3413c79fdb4cadcd7c4418b2b0fcc73847e00c24a19fccf5e2e578de019ba	126
SOURCE_MANIFEST.tsv	00248daf346a177c1a562e985708599a68475d805791a417e0edc3f7f9f06b28	856
EXACT_DERIVATION.md	cc47a72586f4d1e106da99ba25703fdc07ec964c384e19e05ddcc146908b037a	5963
AUDIT_REPORT.md	b7b9e44669c5b485e3a3c0e6e1c81df7403c5994cb799ae583ef7c1539e59cd1	4566
EVIDENCE_GATES.md	e7cc4915be5cd0730dc77c50846a3e48b0b108c7686985d9216f62838bc2d18a	1698
REPAIR_RECORD.md	439122a01b3a215c649f1cac1a4eaf90cd08014b74986617d069fd1cedff617d	1938
MULTI_AGENT_ADVERSARIAL_REVIEW.md	b61eceb6d6e21d4723226bee7a31278a7a2c330df0dc82b40db8534516800889	1936
RUN_LOG.txt	bfab8c941b4dc1489547d1e5c287e29cca12251f6f1bbe5965416023226468c6	2062
STATUS_LEDGER.tsv	dc712a16dc2d798e3822841beb99ba17a4dc64f4e21e1a6749c09fddd79a226f	1248
NEXT_GATE.md	ca849f63d364e070cc4591466ccf9938b1e28c982174600bf56378d2b357bad2	718
derive_metric_3jet_realization.py	2b59e61fdf83ba5b410e91728b3bef1396d9bc19e1f3219ca6e6953d529e1fa4	15941
verify_metric_3jet_independent.py	beacc403b9719c6d9a749a671721e4ef3b2d2ec527cf3eca5a48aa25eed15037	14949
hostile_mutation_tests.py	c829d75a8f0527be2fff7a0ed8c8db80665712f611d1a0e886d84cd95b09e8ca	3761
verify_g227_g228_projection_recovery.py	0d9cd48993422ec6d478029665777c0a32b37733c3f868cf173bc721371fad1f	7447
verify_package.py	9f43bb20ee55e0b66e4522d8ae1064e712300e661dbbbe4946b2aca5552b8a54	5867
build_evidence_manifest.py	c583f3bacf3e829443c15c43b8b8bc762579fd9164a872871590f9188efbd5c6	1559
verify_evidence_manifest.py	288895e39f02ff867aa7aa9d3a6a651812f235d4f0856d2c4d67c84dc3e96b32	1071
test_metric_3jet_realization.py	5d21b2369ed09cb5cd894a742d783f71f59de6c3d07aaec996b2b18f8f3b0163	2971
exact_results.json	0e1cc1cc421ca86d50b2de939c80278a285060189e6bb9be13fa49d3353f1646	4985
independent_verification.json	16b4a866f673be4fe0e0b207238a6f57fa5831978b60b5196501627df3d91c31	2542
hostile_results.json	8cb994c3f3268ad6a937009c7a2cf7a2094bfb12b44e34aee1b203931c510aa1	624
projection_recovery.json	f94601099d927c0ea0fd2cc1af9e494d3746b2e4e78f480f042e26744fd3f682	3283
verification_results.json	8146e2a074687787f1f54878c563a47f79e123a92a9d51aba994f92d347b3a3e	936
