path	git_blob	sha256	bytes	direct_role
udt_angular_bulk_jacobi_selector_audit_2026-07-23/AUDIT_REPORT.md	2877409b78c4dd08f916be248810310b252b0590	bf4c74e911fbade7260de12b6f33394b4047105c510fa4c01b08417cbdb18502	11531	screen_jacobi_scope
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/CONCRETE_REPRESENTATIVE_ATLAS.tsv	be965965cf025caf900d43f632f0bc2b1c5c0224	0d95942eac64ddc76e1de6b15a13f6fc8331c2a3b8d6466e18e776ac43e5a194	1500	complete_control_registry
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EXACT_DERIVATION.md	99c4afaff78e845a4b7661256a2c92ae85e5d165	2d32ea44d12e5ce1d6c24fc2759cceaeb1ed97c9d0aad50bc9d9ddaefcd0685a	5551	complete_control_geometry
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	98d15cf3060d34d238b8528bfaa8a0cab81e7493	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d	6108	nonultrastatic_geometry
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_OUTCOMES.tsv	6c508e90fd634c49f2a8f89c97d9bb793503ae0b	f271a6041a871758443e6e01b352c3e4ed101fe59cdb5e3c0d3c57999a5b08e8	734	nonultrastatic_witness_outcomes
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_UNIVERSE.tsv	5f85ee884c739bde17aba531f746d06f3c751913	7428ea40a43532ab8c9ff8b333c30873c48d9991a2e8f91a0adae1455ca5553f	857	nonultrastatic_witness_registry
udt_directional_observer_pair_distance_audit_2026-07-24/CORRECTED_CONFIGURATION_REGISTRY.tsv	b3c91b5b55ebb85f9a334cfbccbb3fb0925663b2	aae9723e41dac4e6d349e18ea32c8e22c130487ddf5c8e5d58794b4335081a2b	653	configuration_identity_registry
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608	completion_class_registry
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/CONCRETE_CONTROL_ASSEMBLY.tsv	3978828c5471d93e31992e498e8811bd848bf49d	60b14e5d87df90c108deeef9f5ccf87053d33ebea969c56d6a2e314d76d5b22b	964	homogeneous_global_assembly
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/HOMOGENEOUS_HOLONOMY_ATLAS.tsv	e342b42ed0822b0cbf78681414d2efd94b5a1fb5	f2545d220645e702f192a845c07653c1214a41c03a32592bdd6302054f5cc6c5	212	homogeneous_holonomy
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/AUDIT_REPORT.md	4a0daaa4134df059e4f7dffe6758de124d17c213	01d765a8a1f6a0f443a08171451c75b8c190cf2451eb5fff98c3cfd58344df00	4680	deformation_neighborhood_scope
udt_reciprocal_transport_holonomy_atlas_2026-07-26/AUDIT_REPORT.md	6574a2ed2f5c66f143c4d572e8eb31dc8e5effe3	64ca175da25fbed41531acdcca1106ec6eccc5368178634b1965553296f55f29	6204	transport_holonomy_scope
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	7c97260e92963d78861122a5b8174595106427be	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18	6622	intrinsic_pair_geometry
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/CANDIDATE_UNIVERSE.tsv	e1746950222f16708dd25ce34c48ff8cb2f17531	62b551ea0ff3588ecc03d0b1d4bdd271a681d6612e37c91a6e6d1836e711dcc3	459	screen_parameter_registry
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/CONNECTION_MIXING_ATLAS.tsv	3ef0afe963d6a22c90064c362caf1133eea0b569	48763c39abf99ae9727475c8f3a30d453bc26c679d12271f107370bd8be1d2b4	1916	screen_response_results
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	906dd52749e3e1c268ba0af7247933451f762940	8bce36da89ba3a5e771b9478eb42634a518fa4626c0ae7f008ef234db0c031fa	7788	screen_response_geometry
