path	role	git_blob	bytes	sha256
LIVE.md	current_frontier_precedence	8d7d49755f7afbfefc501848320dc4ebeb7e2375	76078	5892e2f27b581e71709d8cdd5639380d2a61099da0a34e7629bba271e45947ea
AGENTS.md	current_binding_premise_guards	48f8acc54d1c64b874d16cecd619a7e3cfcaf5d1	20884	6c74cf60246dfb2df2cb2c77b67bad72f15cc4532c2efa92d4e72e45b6fa3b71
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_precedence	1a25dc1d354e0065c527374767f11aa9d06d62de	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_precedence	f923b077483c2d2ab5fde2697a6e63649d027dc6	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f
verify_current_scientific_premises.py	premise_guard	0ce0b8d84ea2baed2ef291337cbdbdf7dc6b98a3	5889	61758cf09d0d70c3ac1dd0ff52a7dc9f9976d13102a9285acb1868ef96940678
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founding_reciprocal_c_derivation_record	a8d29384a514f9d3be588dad1818c4c614dc6d70	11418	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003
reciprocal_c_clock_channel_correction_2026-07-19/AUDIT_REPORT.md	clock_channel_owner_correction	33a7dec3fe3f313b97ef5a516cac8dfccd66bb48	6892	57de584c7429fce9b8e352fc6bb7fc0cce552c384ca425d45ee581ae378d3b80
udt_phi_metric_ontology_audit_2026-07-22/AUDIT_REPORT.md	phi_pair_ontology	8f583b340f683303f2644bd2d67698648a082692	10753	f762051c7af6559556e6f2f68a6f85f3d4038dc9350822878619eb834ba30fee
udt_phi_metric_ontology_audit_2026-07-22/PHI_ONTOLOGY_LEDGER.tsv	phi_pair_machine_ontology	aceeccd779699d050a97dfc1840bf429f7ce0f73	7202	1b0be4a14eec3729beb617aab0748cd4b7f0bb7dc4ded777aa636360fe291924
udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	observer_pair_operator_scope	4b9004c84dff265ba97a8a5c694033a1d3ed26f6	4804	a7ae3805927d7d8efe1a2daabfd07c0612c0f52375b60e727a6d0d0fabe66c87
