path	role
LIVE.md	current_frontier_precedence
AGENTS.md	current_binding_premise_guards
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_precedence
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_precedence
verify_current_scientific_premises.py	premise_guard
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founding_reciprocal_c_derivation_record
reciprocal_c_clock_channel_correction_2026-07-19/AUDIT_REPORT.md	clock_channel_owner_correction
udt_phi_metric_ontology_audit_2026-07-22/AUDIT_REPORT.md	phi_pair_ontology
udt_phi_metric_ontology_audit_2026-07-22/PHI_ONTOLOGY_LEDGER.tsv	phi_pair_machine_ontology
udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	observer_pair_operator_scope
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	complete_phi_extension_authority
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	complete_extension_classes
udt_founded_pair_global_alignment_audit_2026-07-26/AUDIT_REPORT.md	local_vs_global_pair_alignment
udt_complete_coframe_native_selector_audit_2026-07-26/AUDIT_REPORT.md	complete_coframe_selector_rank
udt_complete_coframe_native_selector_audit_2026-07-26/EXACT_DERIVATION.md	full_frame_equivariance_and_centralizer
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/AUDIT_REPORT.md	calibrated_pair_readout_descent
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/READOUT_AUTHORITY_FORK.tsv	readout_authority_fork
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	branch_conditional_intrinsic_pair
udt_metric_natural_joint_selector_nogo_2026-07-28/AUDIT_REPORT.md	metric_natural_joint_selector_scope
udt_metric_natural_joint_selector_nogo_2026-07-28/EXACT_DERIVATION.md	Lorentz_reduction_obstruction
udt_uniqueness_consumer_audit_2026-07-28/AUDIT_REPORT.md	cross_source_uniqueness_adjudication
udt_whole_configuration_reciprocity_audit_2026-08-01/AUDIT_REPORT.md	observer_reciprocity_naturality_scope
udt_whole_configuration_reciprocity_audit_2026-08-01/EXACT_DERIVATION.md	observer_equivariance_exact_result
udt_fc07_reciprocal_harmonic_compatibility_audit_2026-08-02/AUDIT_REPORT.md	latest_pair_representation_limit
udt_complete_cell_cartan_alternating_production_review_2026-08-02/CORRECTION_LAYER.md	corrected_first_Cartan_contact_scope
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/AUDIT_REPORT.md	full_screen_contact_descent_result
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/FRAME_DESCENT_ATLAS.tsv	exact_frame_class_rulings
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/INVARIANT_OBJECT_ATLAS.tsv	contact_and_curvature_object_typing
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/PACKAGE_MANIFEST.sha256	parent_package_identity
