path	sha256
CURRENT_SCIENTIFIC_PREMISES.tsv	8c663fc3d045c613f84215a591cf78ba349e761c826b9266a663a6dd5e9dd0c7
path.md	454edcf9fb4ad0657fca46e7d36a6689c7a375a60a10bcb31432a110f5fc5366
udt_common_query_pair_immersion_reconstruction_2026-08-11/AUDIT_REPORT.md	35e8b7f944b556121bb89d1b97883f5bb145994444301990d37a47f1cc426ff8
udt_common_query_pair_immersion_reconstruction_2026-08-11/CATCH_PROOF_RESULTS.json	2bbad4bfb983611085733f0c9265ff82576683aea8c1efa5c75a487756f31811
udt_common_query_pair_immersion_reconstruction_2026-08-11/DERIVATION_RESULT.json	60c976254e761e39d4d761ff24758001f12a9436716f29317805c3a31c91fc04
udt_common_query_pair_immersion_reconstruction_2026-08-11/EXACT_DERIVATION.md	bc96d6889075ede38271a4d63d3c021f7df0952b27f7e831c0d7161b97f737da
udt_common_query_pair_immersion_reconstruction_2026-08-11/EXTERNAL_REVIEW_DISPATCH.md	01a0ca5082a200c9c694a24b1b9a03869f42a85d6a14d5e92fa706a474bd4447
udt_common_query_pair_immersion_reconstruction_2026-08-11/FALSIFICATION_CONTRACT.tsv	dfb2609483665b7edf32565840dc02e920b665e40854b1c81094f07c2923af1b
udt_common_query_pair_immersion_reconstruction_2026-08-11/FINAL_VERIFICATION.json	fe4f52217c58306a0dc0c87399cf317d006a6e4b8192d424a870063455ea0867
udt_common_query_pair_immersion_reconstruction_2026-08-11/FIRST_PRODUCTION_DERIVATION_RESULT.json	60c976254e761e39d4d761ff24758001f12a9436716f29317805c3a31c91fc04
udt_common_query_pair_immersion_reconstruction_2026-08-11/FIRST_PRODUCTION_LOOP_DIAGNOSTICS.tsv	028e54de58c3b9009c3f0f26b8841a19f37b8e2d816f3897bc9e1ce2ae9c649a
udt_common_query_pair_immersion_reconstruction_2026-08-11/FIRST_PRODUCTION_SCALE_DIAGNOSTICS.tsv	61d3b816fe6ff30c1b88150f3eca45a3ddf4cc3c156a55ce94fe3d98c1f69dc7
udt_common_query_pair_immersion_reconstruction_2026-08-11/IMPLEMENTATION_CORRECTION_PREREGISTRATION.md	63b07d5ee3a685fe57fd793bead126328e66536756eb9b57d3a44c64ab753a45
udt_common_query_pair_immersion_reconstruction_2026-08-11/INDEPENDENT_VERIFICATION.json	d82c8237f77f76819e322444fdd852b2cedb6249e76aefa2a4d487f0153055b5
udt_common_query_pair_immersion_reconstruction_2026-08-11/INDEPENDENT_VERIFIER_PREREGISTRATION.md	bba9356005eca24998f217420316bb8d73a5b4f3f8cfadb5cf1a3d08f7434892
udt_common_query_pair_immersion_reconstruction_2026-08-11/LOOP_DIAGNOSTICS.tsv	ff778903699107743dd28746a9a94782b2c9659960d329bf931abfe1abd890d6
udt_common_query_pair_immersion_reconstruction_2026-08-11/PERFORMANCE_REFINEMENT_PREREGISTRATION.md	c1d0ad0da28d93d87b429ed31c3a702809880c9bc2b7e643cd9e37ceaf9856c7
