path	sha256	role
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	founded reciprocal representation
founding.md	7cd593680e9c0e307ef13373058599012b37749f7f9a767bb1922418b388ccf7	current founding problem and W premises
udt_g169_bidirectional_copresent_metric_distance_2026-08-18/AUDIT_REPORT.md	b31c31b2561c7d34fddee78218b4af823a69497978509841acbeab4df0d35ddd	reversal type guard
udt_g170_endpoint_relative_bidirectional_pair_response_2026-08-19/AUDIT_REPORT.md	5eec3eec5ee17825628176f4e8346e5542a3c883374f2745a32fed937b71294e	endpoint-relative reversal theorem
udt_g201_primary_metric_phi_jet_regime_amplitude_2026-08-21/EXACT_DERIVATION.md	8c4361c3e11c7eaece17b7da9b7c47ee372989b99f495a68a1ec87d4a8b31951	two-sided contrast and angular jets
udt_g216_observer_event_comparison_clock_rate_ownership_2026-08-22/AUDIT_REPORT.md	a30cc5ec78093ca4e1f2efb2c4156bb2b5b83143a2d41c33ab447ec2a18feed2	proper-clock arrow typing
udt_g217_founded_depth_event_pair_first_jet_ownership_2026-08-22/AUDIT_REPORT.md	511d1278d25622c7a446db90e121c9a6b2acdeff23bcf1f1970d53cf0d4385aa	first-jet reversal and composition
udt_g260_gr_quiet_angular_nondiscard_audit_2026-08-25/EXACT_DERIVATION.md	de32fc105dfe9cdbc964959a67c46a0eee58f95566b2df4f2ce115c48b6776da	residual/angular join
udt_g262_reciprocal_clock_acceleration_mass_aspect_xmax_bridge_2026-08-25/EXACT_DERIVATION.md	eef02d1158db7bbc5fde8848010fafe91311514c51871b5a49cec9d3bfd5ad41	hierarchy and ownership ceiling
CURRENT_SCIENTIFIC_PREMISES.tsv	f9faa997bbaf1e00458f2002bae6a0a3f4b82fc2d468a38988fc0de5d6b3d9ae	245-row ownership authority at preregistration
