path	role
CURRENT_SCIENTIFIC_PREMISES.md	foundational_claim_precedence
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_premise_precedence
verify_current_scientific_premises.py	premise_guard
udt_complete_cell_cartan_alternating_production_review_2026-08-02/AUDIT_REPORT.md	cold_review_ruling
udt_complete_cell_cartan_alternating_production_review_2026-08-02/CORRECTION_LAYER.md	corrected_contact_and_curvature_scope
udt_complete_cell_cartan_alternating_production_review_2026-08-02/CORRECTION_RESULT.json	corrected_machine_result
udt_complete_cell_cartan_alternating_production_review_2026-08-02/CORRECTED_CURVATURE_MIXED_CENSUS.tsv	isotropic_control_full_mixed_census
udt_complete_cell_cartan_alternating_production_review_2026-08-02/STATUS_OVERLAY.tsv	corrected_status_authority
udt_complete_cell_cartan_alternating_production_review_2026-08-02/PACKAGE_MANIFEST.sha256	immutable_review_package_identity
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/EXACT_DERIVATION.md	parent_contact_and_curvature_derivation
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/DERIVATION_RESULT.json	parent_machine_algebra
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/PACKAGE_MANIFEST.sha256	immutable_parent_package_identity
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	complete_S3_general_screen_ruling
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	complete_S3_first_Cartan_system
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	complete_S3_connection_matrices
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	complete_S3_production_implementation
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETE_S3_WITNESS_ATLAS.tsv	complete_S3_strata
udt_general_screen_complete_cell_atlas_2026-07-28/GAUGE_INVARIANT_ATLAS.tsv	S3_gauge_typing
udt_complete_screen_response_branch_atlas_2026-07-28/AUDIT_REPORT.md	registered_branch_response_universe
udt_complete_screen_response_branch_atlas_2026-07-28/EXACT_DERIVATION.md	response_decomposition_control
udt_native_global_coframe_definition_audit_2026-07-28/AUDIT_REPORT.md	global_coframe_family_scope
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/EXACT_DERIVATION.md	independent_local_full_curvature_control
udt_nonlinear_cartan_bianchi_ensemble_atlas_2026-07-26/RESULT.json	independent_local_curvature_machine_result
