sha256	path
e76c6dc80842a1881941bb28350514b847b97bfd89018d1cddf51849ee3ec382	CURRENT_SCIENTIFIC_PREMISES.md
61731e53d12410b257c5e3e364cfaa0ee94eaa34b3fb6435fa366d7f19d2ee1c	udt_g113_metric_native_orchestra_whiteboard_2026-08-16/NEXT_GATE.md
1b0e412a61d9fcfd84d57b6071d9f8a2674a9b939f302cf6d0c557591dda700c	udt_g113_metric_native_orchestra_whiteboard_2026-08-16/AUDIT_REPORT.md
d517a659d77969b88eb2801433016ece3af08f1dfe8e3474cad1deb8b05a52aa	udt_g113_metric_native_orchestra_whiteboard_2026-08-16/EXACT_DERIVATION.md
46c49b9e96d2434ed0430af4b550271337885282603891da1c31ff657261cd1b	udt_observer_exponential_full_differential_type_audit_2026-08-16/AUDIT_REPORT.md
f6d6d518b2a2d72a32b0c15faa718bd246d7ebabf63a45bee1b48867e545a622	udt_observer_exponential_full_differential_type_audit_2026-08-16/EXACT_DERIVATION.md
3613a11739dd8d79a1223dec239527d486a6067246c1cbf4fedf36abe27c44d8	udt_g111_nonflat_r17_full_differential_replay_2026-08-16/AUDIT_REPORT.md
46e230c0cc849245dd1b8c01e24047d21a4da1c18baa246b3b0dcffe69ba3924	udt_same_query_terminal_depth_screen_propagation_join_2026-08-16/AUDIT_REPORT.md
cb81a164e96705642bcd7f7104e6c23f3d4226b38762c232006b775769bc1818	udt_same_query_terminal_depth_screen_propagation_join_2026-08-16/EXACT_DERIVATION.md
449edc1285661b12cad5fd83986bc96d631159d9ad9c77d97b3a21c3425f530d	udt_three_observer_overlap_calibration_carry_audit_2026-08-10/AUDIT_REPORT.md
c691c14076f179c8765f9261521a4f9e2c21ab1e1c3817dfb199085098d13d1c	udt_three_observer_overlap_calibration_carry_audit_2026-08-10/EXACT_DERIVATION.md
1108c0cb80dafe03bcb038bc534096f3200f9926aceb8301f58e2e814c524a56	udt_common_query_pair_immersion_reconstruction_2026-08-11/AUDIT_REPORT.md
bc96d6889075ede38271a4d63d3c021f7df0952b27f7e831c0d7161b97f737da	udt_common_query_pair_immersion_reconstruction_2026-08-11/EXACT_DERIVATION.md
a15c22901f5f8f9401fb53b04cff23a0b14c3c5f56ac7bb4f3b23882d247669e	udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/AUDIT_REPORT.md
