sha256	path	role
564d174ce883df29c2fb5f5804857aa97555791e598b828355fe66195d112814	LIVE.md	current authority and next gate
816a3a2c733b6eff9aa56108aa6484f441006cd12b5a6a00c8295f2ac8b7a6fe	CURRENT_RESEARCH_PROGRAM.md	active dependency spine
b10739c655b583cd760289e63e57f13f1364192906decbad41a225f01ece4158	CURRENT_SCIENTIFIC_PREMISES.md	bounded premise guide
b4a2980705968226cd311238a784fa8ad14f04e5aaaca85e1b76279e290e2c2f	CURRENT_SCIENTIFIC_PREMISES.tsv	exact premise authority
c7c96194a8baf3465b2d8c58ff19051ee2937b4b7f7a5d0e8859ad1a26651d84	udt_g176_completed_pair_dual_reciprocity_consolidation_2026-08-19/AUDIT_REPORT.md	working completed-pair premise
18a3cee945d30137923119fd6311c08c280663d92b618f5f9ddeb342b6bb8bad	udt_g202_quiet_overlap_profile_anchor_classification_2026-08-21/AUDIT_REPORT.md	quiet and finite-anchor boundary
30b9155fbc6b045a6cf0fbee4b3843d70d8e79607f75cf4da7c4e9fccba2094d	udt_g203_quiet_overlap_parameter_ownership_classification_2026-08-21/AUDIT_REPORT.md	invariant profile descriptors
736409ea7906a988c821f2c08686262625de54ba58380bf5c09a7bac38fd47cd	udt_g204_primary_metric_global_regularity_asymptotic_profile_2026-08-21/AUDIT_REPORT.md	center regularity and survivor family
168e95427c24bf5a59a6eac78ad6d7e77a8b16c23bf9b27b4676608c99e065b9	udt_g205_primary_metric_geodesic_causal_completion_2026-08-21/AUDIT_REPORT.md	global completion test
e97df96a68f5af8d8b12ad5f575a0f220e5a5a55b3b973b910ce40f5e42b7bc6	udt_g206_g205_conformal_timelive_nonspherical_robustness_2026-08-21/AUDIT_REPORT.md	common-scale extension
f1c8b702be925397f82951b6a9d8b700fc53932404b3365b3e24d6821f3f874f	udt_g207_g205_tracefree_screen_timelive_robustness_2026-08-21/AUDIT_REPORT.md	screen-shear extension
e5f0cb3c8a49bf86ae36b4cc7f4557cfa2c8776b2649f2184b5b6e823a099175	udt_g208_g205_radial_screen_mixing_robustness_2026-08-21/AUDIT_REPORT.md	mixing extension
addd1ea005d0d59160fcb1b9cd6d3dd0720ffdabc34f95d7cbc55e54e3587d34	udt_g209_g205_timespace_shift_robustness_2026-08-21/AUDIT_REPORT.md	shift extension
0cac479fb054cd7f36fb5a0bfab8d5f8fc8394f7590de5de23f8246f0ff46fba	udt_g210_g205_spatial_volume_robustness_2026-08-21/AUDIT_REPORT.md	spatial-volume extension
4d2176828922f0036bb65c106f6de3207f187e66e60d26669cdc1acaf24f93b1	udt_g212_observer_equivalence_history_bridge_whiteboard_2026-08-22/AUDIT_REPORT.md	valued-network and space-form controls
9736f98f78ffe7e64c5940984831e06364f1b2b20fd0fcbf0f3e877a49d88af5	udt_g214_completed_tuple_overlap_and_three_observer_carry_2026-08-22/AUDIT_REPORT.md	overlap descent boundary
2fbbe377624b7fbaf0befd315586d9aba48b3a854a6102e5b3eb37b8c1cad762	udt_g225_shared_event_normal_screen_carry_2026-08-22/AUDIT_REPORT.md	holonomy boundary
1b57ff55688a8e5f1b17827a56c1a66df90e356a6f9d1352099d8fa09fbafc97	udt_g226_null_chain_conformal_symplectic_assembly_2026-08-22/AUDIT_REPORT.md	full-phase evaluator boundary
afcfa68aedc330d220b61b542d3e829106dd0f5ecfdcc335a69acc8cd5c15424	udt_g231_cartan_regional_realization_bridge_2026-08-23/AUDIT_REPORT.md	regional integration and value-generation boundary
66b1cd304ae503cb1d8aae1611a298268e949019243b5d8e78e13998f7579024	udt_g232_primary_metric_cartan_closure_whiteboard_2026-08-23/AUDIT_REPORT.md	closure ownership framing
aa171e03c291f31d7d6df78ad68ae8abbcac30fce784e48c579154442907142d	udt_g233_primary_profile_cartan_closure_discriminator_2026-08-23/AUDIT_REPORT.md	finite-order obstruction landing
b83ff7cd53d66adf421d206fc39071178d82af93ba049c88684668b82074e0b8	udt_g233_primary_profile_cartan_closure_discriminator_2026-08-23/EXACT_DERIVATION.md	exact twin construction
