path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	55fb47dde41e2244d95d9852f463b972097d0e50ec83c03805c80da385d69a67	current exact premise authority
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	founded supplied-depth reciprocal character
SIMPLE_METRIC_MACRO.md	8fc06a2280fae727d90c5ecd527007bda94e1415f450154ef721152230e61ed3	declared primary static-spherical metric slice, not complete history
udt_g166_primary_metric_ordered_pair_kernel_descent_2026-08-18/EXACT_DERIVATION.md	9e985bbd73a2ffe099a57257ea51778fff9ec75eb48721565faafaafd14edc62	primary metric ordered-pair descent
udt_g167_primary_metric_full_pair_pullback_orchestra_2026-08-18/EXACT_DERIVATION.md	e51704c01a72c546401e31f59ecf0b1881ee2c273324ccba2e4572fc7d01941d	full pair pullback before readout
udt_g176_completed_pair_dual_reciprocity_consolidation_2026-08-19/EXACT_DERIVATION.md	df53a5b3c52d0bd24496d060637dc158a4f2c7cdd17226c9446ea0d338d27831	working completed-pair reciprocity
udt_g177_completed_pair_kernel_scaffolding_regression_audit_2026-08-19/AUDIT_REPORT.md	1b7606e864157f4a0941b32b6d6f93528bcd4bc739ddc22db4d92d23b754fc09	scaffold exclusion audit
udt_g178_completed_pair_kernel_fresh_adversarial_review_2026-08-19/AUDIT_REPORT.md	df7db9300a350d5721874175b4d0f2eff60967d7588eb0f763f63fffa32d7744	fresh completed-pair adversarial review
udt_g179_complete_coframe_pair_pullback_extension_2026-08-19/EXACT_DERIVATION.md	4c059659785953822bcb4f902705ed7c0c7c4bd69243582a0663be6894cf3a51	complete coframe pullback extension
udt_g188_complete_coframe_null_jacobi_extension_2026-08-20/EXACT_DERIVATION.md	f11744a63faed4a53a0361ef4336afbb56178222b792235213b53fa8cdc02613	metric-to-null-Jacobi evaluator
udt_g197_native_kernel_provenance_and_startup_integrity_audit_2026-08-21/AUDIT_REPORT.md	4be1212f37075b3ce984bfb908239650c9f5b51917534ebd8421c93f90c77df2	active native provenance boundary
udt_g215_completed_scalar_shared_clock_incidence_descent_2026-08-22/EXACT_DERIVATION.md	154529302d3b1d902a741cad17c0318f60f57a2f3dedc57ac9bbd172f3adcb53	completed scalar on supplied incidence
udt_g216_observer_event_comparison_clock_rate_ownership_2026-08-22/EXACT_DERIVATION.md	02acdfb6f7309192ef728edc615972a395426120bbf2f4593102cef1cd531f8b	observer clock-rate readout
udt_g243_reciprocal_sne_radial_spline_freeze_2026-08-24/EXACT_DERIVATION.md	f7cdd6fb3d2df5cb986c902f0c95bde6f44a55d0342cc13be206bcb350c5343f	direct reciprocal redshift retention and spline control boundary
udt_g244_metric_native_observer_sky_response_query_2026-08-24/EXACT_DERIVATION.md	494bd235fd649f1f7e325f869e2c09a7639646bfa8b9916ff824ec116f679a7a	metric-native screen area and shape
udt_g245_metric_owned_observer_null_cone_field_2026-08-24/EXACT_DERIVATION.md	7a48144f455c08a07842c3731cc3f67d7866605b1cecf2815054ba0dbe4a811a	metric-and-germ null-cone ownership
udt_g249_reciprocal_angular_absolute_scale_ownership_2026-08-24/EXACT_DERIVATION.md	45079821ebde0a38f181f4ba01ed74a431cea2899b5bb9608ff0991f8e0bc34c	dimensionless angular response versus absolute scale
udt_g250_absolute_scale_anchor_type_ownership_2026-08-24/EXACT_DERIVATION.md	65248dc4ae4e4535151540cf0c99c809947733a7f2ac0b08cfed82391da35402	eligible anchor type without value selection
udt_g251_same_object_metric_attachment_ownership_2026-08-24/EXACT_DERIVATION.md	40dc01a8708707a6617c6b6be4ec5a8fc2ba29ab6d39d317da2bcd40b84f6ad0	attachment ownership boundary
udt_g252_local_proper_clock_same_object_attachment_contract_2026-08-24/EXACT_DERIVATION.md	4fedf5d65715da1ef16ace2691315a00ed4cd8dc087f0d429dabfe86dc33b61d	one-scale proper-clock attachment contract
udt_uncompressed_pair_kernel_reconstruction_2026-08-14/AUDIT_REPORT.md	45fa4a9a2a7ff911e3abf20ceae33eb88b2622c9201b4e0c63e9f63693fb9a13	conditional evaluator control, not construction premise
