model_id	variant	premise	shape	endpoint_x	output_dimension	matrix_json	column_norms_json	singular_values_json	sigma_ratio	condition	classification	x_a_ratio	x_a_classification	x_epsilon_ratio	x_epsilon_classification	a_epsilon_ratio	a_epsilon_classification	matrix_log_reconstruction_relative
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	PERSISTENT	0.35	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	PERSISTENT	0.5	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	PERSISTENT	0.65	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	PERSISTENT	0.8	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	PERSISTENT	0.95	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	TAPERED	0.35	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	TAPERED	0.5	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	TAPERED	0.65	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	TAPERED	0.8	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	TAPERED	0.95	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	SIGN_CHANGING	0.35	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	SIGN_CHANGING	0.5	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	SIGN_CHANGING	0.65	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	SIGN_CHANGING	0.8	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
R00_UNRESTRICTED_SPD	UNRESTRICTED_SPD	SOURCE_PROFILED_EXACTLY	SIGN_CHANGING	0.95	0	[]	[0.0,0.0,0.0]	[0.0,0.0,0.0]	0.0	inf	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0	RANK_DEFICIENT_OBSERVED	0.0
