source_id	path	bytes	sha256
S01	udt_g160_three_observer_timelive_first_jet_carry_2026-08-18/AUDIT_REPORT.md	3162	da7a358c5669e02b8004e496d25a2ac2f2a4cd8c2ccd52da27ceb5baafdb6aa7
S02	udt_g160_three_observer_timelive_first_jet_carry_2026-08-18/EXACT_DERIVATION.md	7725	120ad8aa39a1f2dd805c208ce61e792640cd15d3932d6adb5c47a62bc10c4601
S03	udt_g159_complete_score_terminal_descent_2026-08-18/EXACT_DERIVATION.md	6594	b22fc2894c4468d71195daba6540b41aa79a6e033a036ba30175fe1958d5c2a1
S04	udt_g142_abstract_carrier_physical_carry_join_2026-08-17/EXACT_DERIVATION.md	6703	8312e0f3b5308db77e5dfe66996510b863d8d7b8e78810132db2ac9fce7b79c8
S05	udt_g147_pair_directional_metric_screen_solder_2026-08-17/EXACT_DERIVATION.md	7078	558964b31f4c4973f54dc5c7350bf1f44bbbbafbb2c058d63a9ea74f241a5b38
S06	udt_g151_pair_chord_generalized_deviation_join_2026-08-17/EXACT_DERIVATION.md	6153	1d019abce583b5a9d410e04dcffd5a9913cb10ebf3174e72f98317e157074bd4
S07	udt_common_query_pair_immersion_reconstruction_2026-08-11/AUDIT_REPORT.md	3981	1108c0cb80dafe03bcb038bc534096f3200f9926aceb8301f58e2e814c524a56
S08	udt_common_query_pair_immersion_reconstruction_2026-08-11/EXACT_DERIVATION.md	6069	bc96d6889075ede38271a4d63d3c021f7df0952b27f7e831c0d7161b97f737da
S09	udt_g158_complete_coframe_semidirect_score_audit_2026-08-18/EXACT_DERIVATION.md	8153	a0c2da27305d929f31629ebbbcc5dffdfad56bf93deeb22fb3b7a9516a37582a
S10	udt_uncompressed_pair_kernel_reconstruction_2026-08-14/AUDIT_REPORT.md	4845	45fa4a9a2a7ff911e3abf20ceae33eb88b2622c9201b4e0c63e9f63693fb9a13
