moved_path	token	token_kind	source	line	column	source_frozen	role
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	28	97	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	archive/LIVE_basin_D1_galerkin_arc_2026-06-30.md	28	120	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	1	52	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	154	1	NO	R0_HISTORICAL_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	154	62	NO	R0_HISTORICAL_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	154	91	NO	R0_HISTORICAL_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	155	1	NO	R0_HISTORICAL_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1990	83	NO	R0_HISTORICAL_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	1990	112	NO	R0_HISTORICAL_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2498	28	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/DEPENDENCY_MAP.tsv	2499	28	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	88	1	NO	R0_HISTORICAL_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	88	285	NO	R0_HISTORICAL_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	119	6036	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	756	322	NO	R0_HISTORICAL_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r0/ROOT_FILE_INVENTORY.tsv	973	505	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/ADJUDICATION_SUMMARY.json	9	6	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	5	424	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	5	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	5	99	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	5	447	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/CANDIDATE_ADJUDICATION.tsv	5	575	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/ELIGIBLE_BATCH.txt	1	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	40	474	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	43	161	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	43	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	43	30	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	43	184	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	43	264	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	44	172	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	44	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	44	195	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	44	320	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	45	147	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	45	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	45	170	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	45	199	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	46	148	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	46	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	46	171	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	46	200	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	47	148	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	47	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	47	171	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	47	200	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	48	147	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	48	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	48	170	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	48	199	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	49	149	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	49	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	49	172	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	50	150	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	50	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	50	173	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	51	149	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	51	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	51	172	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	51	228	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	52	149	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	52	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	52	172	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	52	228	NO	QUALIFIED_OTHER_PATH
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	53	151	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	53	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	53	174	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	53	203	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	54	153	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	54	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	54	176	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	54	205	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	55	155	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	55	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	55	178	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	56	154	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	56	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	56	177	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	56	536	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/INBOUND_REFERENCES.tsv	57	154	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	57	1	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	57	177	NO	NEW_PATH_SUFFIX
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	161	540	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	202	532	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	309	497	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	327	536	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	364	549	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	399	547	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	578	490	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	603	473	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	728	539	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/INBOUND_REFERENCES.tsv	765	563	NO	R1A_PREMOVE_SNAPSHOT
EXTERNAL_AUDIT_2026-06-30.md	archive/pre_2026-07-01/EXTERNAL_AUDIT_2026-06-30.md	NEW_PATH	reorganization_r1a/MOVE_MAP.tsv	2	30	NO	UPDATED_OR_MIGRATION_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/MOVE_MAP.tsv	2	1	NO	R1A_AUDIT_RECORD
EXTERNAL_AUDIT_2026-06-30.md	EXTERNAL_AUDIT_2026-06-30.md	OLD_BASENAME	reorganization_r1a/MOVE_MAP.tsv	2	53	NO	NEW_PATH_SUFFIX
