path	role	git_blob	sha256	size
AGENTS.md	binding_method_and_current_semantic_guards	58057d82b27475d9c0fb4d89795ede10c83d8c0d	6fb5274a45d16cd2ffd1c11178fdd91124fcfc5b8d8dde62974a5a3282ca4e6e	16830
LIVE.md	current_frontier_authority	42b987061b1af2ba1f29cf99ab0dd8beee6a1523	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936	102917
HANDOFF.md	current_handoff	ea31c7f1887e199a808ff5f12a43f8c59bb214b8	c629ace49d9ab8d0df5d94dbc35828a555a79b5dd7f4fd2da1a74cc4a1d6ca7a	55966
CURRENT_SCIENTIFIC_PREMISES.md	premise_precedence_explanation	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493
CURRENT_SCIENTIFIC_PREMISES.tsv	machine_readable_premise_precedence	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	current_scientific_overlay	1e57f8e45b997bd4fff376fdea63286360949e86	62bbe219448f4eb797b2fd46ab14ed861f41da94c5ceb8ad7092c5722aa77cf4	66240
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	founded_phi_identity_and_extension_scope	3f134a87767bfeefbe98a8464ba115dfed788239	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783	5790
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	complete_extension_class	aa7d624aa1282e46d6296f890661cf50bfde5c9f	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	2002
udt_observer_pair_clock_operator_audit_2026-07-24/AUDIT_REPORT.md	abstract_pair_operator_and_coordinate_transport	4b9004c84dff265ba97a8a5c694033a1d3ed26f6	a7ae3805927d7d8efe1a2daabfd07c0612c0f52375b60e727a6d0d0fabe66c87	4804
udt_relational_pair_depth_realization_audit_2026-07-24/AUDIT_REPORT.md	depth_types_bilocal_and_current	371c7757974e62267abbfbc6b93455a8723b806a	de149d583e63dfd3977a477b4147e24c5bb388421a54cb8e66ff758436a35e5f	5663
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	clock_ratio_cocycle_scope	ed775ff70ca2e40e764e4b466c2d4eeb20414aa7	24f584eb3b15c34f8fd0b06ba360a121737da1d200d29d12a851b507391cb69c	3776
udt_founded_pair_global_alignment_audit_2026-07-26/AUDIT_REPORT.md	local_pair_alignment_and_global_open_scope	1606a05bc28e183bb830f9b0720ac24a50613839	bd3792bea6746c41a9edb7fd3d6ab8cb839c5cec69db4f15369a6c5c01fe4757	5342
udt_observer_pair_triangle_consistency_audit_2026-07-26/AUDIT_REPORT.md	endpoint_and_pair_frame_composition	60bcb6580d8f2940bf17599af84448b8ccbdcf9d	17135b77dca89bab8729e3bb4737eb61fb484b0d94d8fb5ca6b5e142c8b1a621	4859
udt_reciprocal_transport_holonomy_atlas_2026-07-26/AUDIT_REPORT.md	metric_path_transport_and_holonomy	6574a2ed2f5c66f143c4d572e8eb31dc8e5effe3	64ca175da25fbed41531acdcca1106ec6eccc5368178634b1965553296f55f29	6204
udt_calibrated_reciprocal_readout_descent_audit_2026-07-26/AUDIT_REPORT.md	aligned_readout_and_mixed_counterfactual	00bdf630eafb812f46a1ad8e657d928ca597a912	57969ad46584e58ccb1eb61a45f61237874c8c8114f9d8e038d77bde5bea9a37	5537
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/AUDIT_REPORT.md	current_pair_frame_groupoid_result	96f7f0ac536475bbc00e705872173695ef957483	c7aeeb813bd276a1bf06dff67268a7799f4e2d710edf888789db7f6278cc0b6d	5188
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/EXACT_DERIVATION.md	current_exact_depth_alternatives	e1e73d351a0420c102a997e44ff83bca420387a9	7e9573e5428bb2d35145adee2ee2113a67409419f0099bed8c368d8a79490dd6	5518
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	current_status_types	341da481abf2626927d89ededa8b9dbcbd6ce0b1	ca06e0722cb8959eb7dbd9ef6e308e0f4d8d7d39b228889a15c56924f895ed90	2068
