sample	cap	shell_id	replicate	n_pseudo_data	n_pseudo_random	max_abs_w	rms_w	max_abs_z_proxy	rms_z_proxy	min_rr_raw	within_registered_guard
CMASS	North	28	0	8228	41140	0.043665909143930551	0.0067054380395949317	2.7102189000131642	1.0057521319150491	67091	1
CMASS	North	28	1	8228	41140	0.021403613060036408	0.0049160970839748578	2.1363736249966156	0.85569991653471011	67318	1
CMASS	North	28	DIFFERENCE_0_MINUS_1	8228	41140	0.05256760618438279	0.0089557910790434726	2.5735223390733402	0.98088902539158085	NA	1
CMASS	North	29	0	13540	67700	0.015457332926795676	0.0039773129943016733	3.4851981407675976	1.0865319659695649	182077	1
CMASS	North	29	1	13540	67700	0.016064573956313253	0.0037242876032581324	3.013847566503042	1.0875224163408246	182483	1
CMASS	North	29	DIFFERENCE_0_MINUS_1	13540	67700	0.031521906883108929	0.0054242637196313141	3.2563741898714156	1.0989157546001866	NA	1
CMASS	North	30	0	18166	90830	0.021142119127732957	0.0030116386366813687	2.6144250278880645	0.96228622177847478	326721	1
CMASS	North	30	1	18166	90830	0.0094993399390729677	0.0024767530325180693	2.8021281939162761	0.95532666233809282	327675	1
CMASS	North	30	DIFFERENCE_0_MINUS_1	18166	90830	0.014326041106026022	0.0036251992920880234	2.6950234224557494	1.0220445796975226	NA	1
CMASS	North	31	0	22551	112755	0.010917166937747379	0.0023707491429268111	2.9937964931899801	1.1008076279429442	505062	1
CMASS	North	31	1	22551	112755	0.012355657228618002	0.0023426694856442483	3.0090495328720932	1.058140956022622	504997	1
CMASS	North	31	DIFFERENCE_0_MINUS_1	22551	112755	0.016127529427195066	0.0034022750956295591	2.6574415751610339	1.0394850374220361	NA	1
CMASS	North	32	0	27319	136595	0.015772152036885586	0.0022006464966984212	3.3682440083771268	1.0419350573948303	741924	1
CMASS	North	32	1	27319	136595	0.0062162205277029713	0.001606409674933248	2.2496856457567556	0.92556718559990414	741316	1
CMASS	North	32	DIFFERENCE_0_MINUS_1	27319	136595	0.019032067994722488	0.0030464980209368641	2.9191415494066306	1.0397698898010057	NA	1
CMASS	North	33	0	29251	146255	0.0056890293864459958	0.0015130327862582919	2.7524714456993227	0.94453414713961081	849555	1
CMASS	North	33	1	29251	146255	0.0096353554424382353	0.0018609537239758244	3.0865757103783671	0.99395111487192478	852143	1
CMASS	North	33	DIFFERENCE_0_MINUS_1	29251	146255	0.010821562786420652	0.0023467066764589132	2.7458633562215367	0.93161965153255966	NA	1
CMASS	North	34	0	31763	158815	0.0060152549764749992	0.0014937727327083061	2.8621092380836273	0.99813858272888012	1002020	1
CMASS	North	34	1	31763	158815	0.0051920685681327563	0.001568217747691393	2.7974019346949284	1.1281014774518374	1001379	1
CMASS	North	34	DIFFERENCE_0_MINUS_1	31763	158815	0.0093682660426571435	0.0020178131644214706	2.9813111560599763	1.0232463553542928	NA	1
CMASS	North	35	0	33107	165535	0.013337847126675191	0.0017641405331717767	2.9023690222801206	0.99426689507979438	1088019	1
CMASS	North	35	1	33107	165535	0.0069590514453046178	0.0014402783103651042	2.7054802605925627	0.96244194554738172	1086343	1
CMASS	North	35	DIFFERENCE_0_MINUS_1	33107	165535	0.012635913518520911	0.0020700282317554523	3.1470669432718541	0.93193861618213969	NA	1
CMASS	North	36	0	32887	164435	0.0096690264184482282	0.0014817301552013094	2.7443766793469697	0.93330467035234033	1075192	1
CMASS	North	36	1	32887	164435	0.0058717335697775208	0.0013286006985986456	2.9612263840939583	0.92769114270787589	1074258	1
CMASS	North	36	DIFFERENCE_0_MINUS_1	32887	164435	0.0093994470483189426	0.0018455159318627576	2.2250615728087473	0.89076985681866006	NA	1
CMASS	North	37	0	32794	163970	0.0081809249503224553	0.0016062573624810461	2.9355203570437869	1.0729104042426132	1067397	1
CMASS	North	37	1	32794	163970	0.0064746837685463448	0.0013772285511062579	2.3748164219264551	0.92474367309935412	1066953	1
CMASS	North	37	DIFFERENCE_0_MINUS_1	32794	163970	0.011089806430613094	0.0024310727338080922	3.0782280916199021	1.0705961834511026	NA	1
CMASS	North	38	0	31995	159975	0.0033596762890722074	0.0011374915484717468	2.0732363352028305	0.85998233345817854	1016373	1
CMASS	North	38	1	31995	159975	0.010178485857565868	0.0016271571668703493	2.8016308744308387	1.0450828597369715	1016955	1
CMASS	North	38	DIFFERENCE_0_MINUS_1	31995	159975	0.0092749786065858802	0.0020319377741466441	2.8158237067083118	0.95015364553642667	NA	1
CMASS	North	39	0	31355	156775	0.010390789528290667	0.0017862665139931966	2.9329153668730381	1.088476321963078	977363	1
CMASS	North	39	1	31355	156775	0.008133574649454944	0.0016650966813767328	2.8523588102231563	1.0237773237047609	975792	1
CMASS	North	39	DIFFERENCE_0_MINUS_1	31355	156775	0.012747072267605681	0.0023096985148947529	3.5753841615391626	1.0848996107143172	NA	1
CMASS	North	40	0	29486	147430	0.0057754869214635823	0.0013938531998920034	2.5268027644956805	0.97028480498206982	862485	1
CMASS	North	40	1	29486	147430	0.005123575579923113	0.0015034112380220466	2.7503301339732666	0.99505647202763015	863295	1
CMASS	North	40	DIFFERENCE_0_MINUS_1	29486	147430	0.0057217241800340225	0.0020332328923199205	2.8034097106571827	0.99614359307112732	NA	1
CMASS	North	41	0	28995	144975	0.0081043960034349414	0.0017539203866931154	3.0516686040289427	1.098031315439703	834940	1
CMASS	North	41	1	28995	144975	0.005625592396642772	0.0016794512605573027	3.1770951626853483	1.105978385522562	835840	1
CMASS	North	41	DIFFERENCE_0_MINUS_1	28995	144975	0.013308757401329252	0.0027760453573901743	3.5399368838856979	1.2085385671855822	NA	1
CMASS	North	42	0	25289	126445	0.0076032954685863368	0.0020054461466845145	2.8199226801836832	1.0835961463248309	634044	1
CMASS	North	42	1	25289	126445	0.0061157699279203361	0.0017587799592811008	2.8266152189070559	1.0103162409088196	633826	1
CMASS	North	42	DIFFERENCE_0_MINUS_1	25289	126445	0.013719065396506674	0.0026652445577365876	3.0856265813166384	1.0285697193371688	NA	1
CMASS	North	43	0	23997	119985	0.0080309210932843333	0.0016040587564625554	2.3691855998892626	0.89951520731549095	571178	1
CMASS	North	43	1	23997	119985	0.011643501448363002	0.0018425309712300328	3.1574731355049397	0.91938089060392725	571134	1
CMASS	North	43	DIFFERENCE_0_MINUS_1	23997	119985	0.013406156747826721	0.0024356472735575611	2.6538529646009472	0.87799548919820025	NA	1
CMASS	North	44	0	22568	112840	0.013440272981011201	0.0022543895657660701	2.8138316923211497	0.91002577524180361	505324	1
CMASS	North	44	1	22568	112840	0.014633024524411285	0.0023792661740567574	2.8177619415750224	1.040050613480666	505418	1
CMASS	North	44	DIFFERENCE_0_MINUS_1	22568	112840	0.011321296686846411	0.0031242836287820284	2.6971574292989451	1.0342602647922989	NA	1
CMASS	North	45	0	20595	102975	0.01307916554225682	0.0026235354768511135	3.3826899669105708	1.1231995572982869	421564	1
CMASS	North	45	1	20595	102975	0.0067248627996910632	0.0021698400040778003	2.5519342031648296	0.97868020531841848	420444	1
CMASS	North	45	DIFFERENCE_0_MINUS_1	20595	102975	0.01170767158296222	0.0030793775061134202	3.2018702012690881	0.99570786778550879	NA	1
CMASS	North	46	0	18799	93995	0.0065192301646409363	0.0022952328451055623	3.030217959552473	0.97836305104116761	350668	1
CMASS	North	46	1	18799	93995	0.0099711996485024289	0.0026334041536884355	3.1766201647760237	1.0323540542003187	351690	1
CMASS	North	46	DIFFERENCE_0_MINUS_1	18799	93995	0.013715423297766073	0.0034511628117951513	2.7041824211661138	0.99181861086615453	NA	1
CMASS	North	47	0	16357	81785	0.012126895196342535	0.0031704784902709016	2.6879145008586791	1.101931083207889	266068	1
CMASS	North	47	1	16357	81785	0.009429369433014716	0.0023204230533468103	2.6710023050051483	0.89363794339759173	265905	1
CMASS	North	47	DIFFERENCE_0_MINUS_1	16357	81785	0.021556264629357252	0.0041832649872415133	2.9074434724627483	1.0367983032767842	NA	1
CMASS	North	48	0	14810	74050	0.016259947207226576	0.0030749667908806845	2.5922008586429479	0.93908738034320205	217222	1
CMASS	North	48	1	14810	74050	0.027530184932909228	0.0041324909455080555	2.6301881484869534	0.99838258693211124	218127	1
CMASS	North	48	DIFFERENCE_0_MINUS_1	14810	74050	0.030110083630984337	0.0056038608243906664	3.0848105618037134	1.0093443621158624	NA	1
CMASS	North	49	0	12899	64495	0.018981662245383467	0.0036857552838136529	3.0608702787712239	0.91820648485170908	165258	1
CMASS	North	49	1	12899	64495	0.017985384355497146	0.0041052975845814344	2.8589850094452252	1.0516988906272504	165508	1
CMASS	North	49	DIFFERENCE_0_MINUS_1	12899	64495	0.027885614061657148	0.0054474415990690226	3.1231345824059757	1.011979739448404	NA	1
CMASS	North	50	0	11100	55500	0.024924738359850141	0.0045705466363185612	2.4880669980723198	0.95795972454522316	122628	1
CMASS	North	50	1	11100	55500	0.021854237613593668	0.0042272345417656227	2.7284406409220483	1.0847081088107788	121893	1
CMASS	North	50	DIFFERENCE_0_MINUS_1	11100	55500	0.046778975973443812	0.0067660628739520667	2.9010976804025255	1.0132263694180985	NA	1
CMASS	North	51	0	9724	48620	0.023421257497290234	0.0057956789883001998	2.2142255248914418	1.0492035615618001	93624	1
CMASS	North	51	1	9724	48620	0.013299155967315415	0.0042526684530256216	2.7303097174845923	0.98502481059852676	94654	1
CMASS	North	51	DIFFERENCE_0_MINUS_1	9724	48620	0.023441292416448038	0.0068462797449014151	2.2072863446334896	1.0183121054082187	NA	1
CMASS	North	52	0	8257	41285	0.020829251726448207	0.005284604527048895	2.8224548042948125	1.0913569429562642	67563	1
CMASS	North	52	1	8257	41285	0.016065073253656831	0.0049394510106313743	3.1836479378996119	0.94230060218969558	67657	1
CMASS	North	52	DIFFERENCE_0_MINUS_1	8257	41285	0.019754607800758939	0.0065979371750593974	2.9779883545987058	0.99757884697896404	NA	1
CMASS	North	53	0	6975	34875	0.029202880028404151	0.0070564063153502705	2.9611144079007352	1.0479511541464959	48155	1
CMASS	North	53	1	6975	34875	0.036790799325955685	0.0065606357914988218	2.2048534428512734	0.92351476738994653	48906	1
CMASS	North	53	DIFFERENCE_0_MINUS_1	6975	34875	0.057488039958409065	0.010545223594684976	2.898281942042384	1.0530387195995858	NA	1
CMASS	North	54	0	5969	29845	0.069096295419670634	0.0095072947335286418	2.739968353489727	0.96451024737965196	35629	1
CMASS	North	54	1	5969	29845	0.047735482344559287	0.0085640077560325094	2.3768010317688768	0.98117427870162943	35314	1
CMASS	North	54	DIFFERENCE_0_MINUS_1	5969	29845	0.11683177776422993	0.014013709345217985	3.3211287696344494	0.97701639511911298	NA	1
CMASS	South	28	0	3423	17115	0.041604551042958349	0.0090280682321124423	2.1946313858107738	0.9320061345906907	31525	1
CMASS	South	28	1	3423	17115	0.031794140551893627	0.007820213428228244	2.2345746702608222	0.89570118622168748	30945	1
CMASS	South	28	DIFFERENCE_0_MINUS_1	3423	17115	0.041397714140386399	0.011400370760826036	2.5069424624107151	0.93301725485178255	NA	1
CMASS	South	29	0	5156	25780	0.033893098681576701	0.0071200285691522128	2.6630096457195847	1.0509314655500954	70833	1
CMASS	South	29	1	5156	25780	0.020156553697324792	0.0055402108022446798	2.3547542158983052	0.97075373631774198	70719	1
CMASS	South	29	DIFFERENCE_0_MINUS_1	5156	25780	0.054049652378901497	0.0090586536558144148	2.3548297025884875	0.88517582187468424	NA	1
CMASS	South	30	0	7314	36570	0.019240548814655929	0.0039783107845044983	2.3353445873114116	0.93821988736816331	142554	1
CMASS	South	30	1	7314	36570	0.011038814773885812	0.0035408885007322645	2.7222536829484625	0.94264600437871471	142562	1
CMASS	South	30	DIFFERENCE_0_MINUS_1	7314	36570	0.02030917077975088	0.0057865496274808175	2.4552336486495756	0.99954289096812665	NA	1
CMASS	South	31	0	8689	43445	0.023315294731728112	0.0043961313780436903	3.269953806121956	1.164592596866808	200838	1
CMASS	South	31	1	8689	43445	0.030799013767150368	0.004793482503781814	2.9635096391761278	1.1162191554997596	200336	1
CMASS	South	31	DIFFERENCE_0_MINUS_1	8689	43445	0.026113580282564844	0.0058331746521997985	3.1623812247783256	1.1261310037066041	NA	1
CMASS	South	32	0	9688	48440	0.011090166319600791	0.0027225030952814206	2.3939637766930097	0.88102881870763117	248627	1
CMASS	South	32	1	9688	48440	0.012340459938985287	0.0032310219188256273	2.7392083198053023	0.98080015586703329	250237	1
CMASS	South	32	DIFFERENCE_0_MINUS_1	9688	48440	0.01593728373359278	0.004393239394513645	2.7055042688667204	0.92478764176622785	NA	1
CMASS	South	33	0	11128	55640	0.0087677339918058473	0.002634745496754758	2.1554180977492745	0.95620402631268075	328908	1
CMASS	South	33	1	11128	55640	0.017485483481704655	0.0027895010932225662	2.8691228626596383	0.88875349011904237	329689	1
CMASS	South	33	DIFFERENCE_0_MINUS_1	11128	55640	0.013806134774536679	0.0035251732886501124	2.4460077650459717	0.9040918924056901	NA	1
CMASS	South	34	0	11608	58040	0.010460244383842614	0.0023889940419419427	2.4555691822604193	0.91693509362056769	358112	1
CMASS	South	34	1	11608	58040	0.0091386240495570977	0.0026350074935671064	2.817172671687131	0.99618608676920117	358038	1
CMASS	South	34	DIFFERENCE_0_MINUS_1	11608	58040	0.013348411232436491	0.0036106478921902703	2.9767765355294049	0.97660522319632259	NA	1
CMASS	South	35	0	11551	57755	0.011116064490013938	0.0028291025887629976	4.7754163996979173	1.0435783399231517	355555	1
CMASS	South	35	1	11551	57755	0.0069685765917659858	0.0022629864520995269	2.2223355073741935	0.90325339461767995	355619	1
CMASS	South	35	DIFFERENCE_0_MINUS_1	11551	57755	0.014177471657428695	0.0037571795195286972	3.4212148535840452	0.97688747782779928	NA	1
CMASS	South	36	0	11156	55780	0.01413857196648116	0.0027749709487941651	2.8398094331405779	0.94249747389581862	331889	1
CMASS	South	36	1	11156	55780	0.018791207308443983	0.0029874312172314616	2.8079390666850093	0.93716890661247088	330668	1
CMASS	South	36	DIFFERENCE_0_MINUS_1	11156	55780	0.026867302577896129	0.0045335736252925902	2.6974777151906051	1.0026415166126319	NA	1
CMASS	South	37	0	11426	57130	0.017743997874919197	0.003044239712484788	2.3348215344871668	0.98998523028499719	347881	1
CMASS	South	37	1	11426	57130	0.012291116776811538	0.0027858395545321902	2.8197289513078063	0.97679780749811296	348105	1
CMASS	South	37	DIFFERENCE_0_MINUS_1	11426	57130	0.022868197434726026	0.0039616304314368956	2.4090836792006383	0.98353255530852823	NA	1
CMASS	South	38	0	10760	53800	0.0097587868562942614	0.0028285309551341598	2.6043975526334462	0.94541867170150318	307842	1
CMASS	South	38	1	10760	53800	0.011783223577419412	0.0027326155827364263	2.6145573436993628	1.0035682123223444	307817	1
CMASS	South	38	DIFFERENCE_0_MINUS_1	10760	53800	0.01364006779608435	0.0040910787128735967	2.5307006714500755	0.99536029713316332	NA	1
CMASS	South	39	0	10720	53600	0.0059791398301104037	0.0022084600803173563	2.1780529305815421	0.79280579751241587	305731	1
CMASS	South	39	1	10720	53600	0.0093421351483016536	0.0027475918183986914	2.9498204517909286	0.91475811449696331	305968	1
CMASS	South	39	DIFFERENCE_0_MINUS_1	10720	53600	0.01020664446684286	0.0032032070065442148	2.3943742504311398	0.86814760685767356	NA	1
CMASS	South	40	0	11254	56270	0.015355316904471589	0.0028689477811583864	2.4971699644543572	0.99530112314006336	336871	1
CMASS	South	40	1	11254	56270	0.0092349580992659216	0.0026982430886315707	3.4019743985455304	1.0245850732772743	336612	1
CMASS	South	40	DIFFERENCE_0_MINUS_1	11254	56270	0.015716520714959471	0.0041418239177298446	2.7312852879586931	1.0601205943877945	NA	1
CMASS	South	41	0	10312	51560	0.012808552301350005	0.0032250835490340852	2.9629485071560948	1.113112721746881	282456	1
CMASS	South	41	1	10312	51560	0.013607885632846786	0.0031284403163729228	2.1089399381307592	0.97637048804958226	282446	1
CMASS	South	41	DIFFERENCE_0_MINUS_1	10312	51560	0.010091662619961217	0.0039198348476787801	2.8294227846546591	1.0409973735581315	NA	1
CMASS	South	42	0	10116	50580	0.0090257498826911975	0.0029626223529436069	2.9569119337102974	0.9591115835544527	272253	1
CMASS	South	42	1	10116	50580	0.0078850983258098428	0.0026066589300330228	3.2529048759727668	0.91766718539301184	272863	1
CMASS	South	42	DIFFERENCE_0_MINUS_1	10116	50580	0.013805024416178124	0.0039066998566193497	2.6695639773608417	0.91178159936888692	NA	1
CMASS	South	43	0	8851	44255	0.0080085635872491397	0.0030477239751104698	3.1250292388410661	0.99884684835768123	208623	1
CMASS	South	43	1	8851	44255	0.021649888008220698	0.0037861950005345034	3.3124656862662456	1.0583470409530367	208485	1
CMASS	South	43	DIFFERENCE_0_MINUS_1	8851	44255	0.021500555518974302	0.0048070464140276287	3.5023711908230877	1.0443840083183684	NA	1
CMASS	South	44	0	8757	43785	0.015977423253958026	0.0036574801881130137	3.7300291369230876	0.98290966478441189	203819	1
CMASS	South	44	1	8757	43785	0.0088055742776709332	0.0031751481923781699	2.7162288291532701	0.94585905116919233	203741	1
CMASS	South	44	DIFFERENCE_0_MINUS_1	8757	43785	0.016046088726688501	0.0047516038620402821	2.4025264723949893	0.90895063937034404	NA	1
CMASS	South	45	0	7645	38225	0.016985737148675351	0.0043745954649939455	2.4410211896518237	1.0550072408352709	155621	1
CMASS	South	45	1	7645	38225	0.015469536110395758	0.0037272742467719189	3.1282609245563155	0.93063351503266023	154856	1
CMASS	South	45	DIFFERENCE_0_MINUS_1	7645	38225	0.016216804559589629	0.0053877500131812427	2.4859603635107734	1.0141442583144036	NA	1
CMASS	South	46	0	7115	35575	0.04879771529586354	0.0066217790014481926	3.280879412567415	1.084834952425918	134358	1
CMASS	South	46	1	7115	35575	0.01026049806907043	0.0039812546970564274	2.28247770473995	0.98525119623167601	134291	1
CMASS	South	46	DIFFERENCE_0_MINUS_1	7115	35575	0.057708068173720317	0.0088586046777713642	2.8822194617016059	1.1215915680004169	NA	1
CMASS	South	47	0	6321	31605	0.018081720001566062	0.0045918383938711466	3.1047150312768221	0.92593093529366766	106801	1
CMASS	South	47	1	6321	31605	0.026437623510582618	0.0046313134768225994	2.4562325994295926	0.88539825227499391	106640	1
CMASS	South	47	DIFFERENCE_0_MINUS_1	6321	31605	0.036450405469570485	0.0072785059004702073	3.3805596702753959	0.91969467033985508	NA	1
CMASS	South	48	0	5299	26495	0.025016490200867537	0.0065696408985157296	2.6698668489186193	1.0811926317836804	74209	1
CMASS	South	48	1	5299	26495	0.016473014906789589	0.0057042591078246448	3.2897424658615497	1.0813121773251573	74840	1
CMASS	South	48	DIFFERENCE_0_MINUS_1	5299	26495	0.036861085918791697	0.0096685926747889089	3.1375890053038669	1.1790411430645436	NA	1
CMASS	South	49	0	4601	23005	0.02199749004756317	0.00573820114775846	2.5043339902869302	0.89200860782417646	56361	1
CMASS	South	49	1	4601	23005	0.047680837006870293	0.0077844177412360318	2.3724550803593925	0.99726157402562343	55348	1
CMASS	South	49	DIFFERENCE_0_MINUS_1	4601	23005	0.037996397337384573	0.0094166799625532548	2.5255340882882891	0.95114260748228441	NA	1
CMASS	South	50	0	4067	20335	0.056939744409589127	0.0087515244327594759	2.5983545394046867	0.99629405245101366	44231	1
CMASS	South	50	1	4067	20335	0.032287894095933127	0.0080053763718254314	2.8325152866050458	0.99181337670198988	43614	1
CMASS	South	50	DIFFERENCE_0_MINUS_1	4067	20335	0.066525113380279582	0.012687970261015506	2.2824406499012508	0.97812447556040016	NA	1
CMASS	South	51	0	3645	18225	0.023629238966398639	0.0075080466896893204	2.3568366188911316	0.96754424842896714	35281	1
CMASS	South	51	1	3645	18225	0.062237496467232548	0.0094504394168674708	2.4965072765804952	0.98310135488281303	35602	1
CMASS	South	51	DIFFERENCE_0_MINUS_1	3645	18225	0.081853357214298775	0.012933205948402193	2.8875301850401542	0.99956608719886919	NA	1
CMASS	South	52	0	3044	15220	0.046865025379294746	0.012856399484130983	2.7825867740457153	1.1346264544788842	24643	1
CMASS	South	52	1	3044	15220	0.07380711622327292	0.011635816786662923	2.6774987303693272	1.0188597023429298	24552	1
CMASS	South	52	DIFFERENCE_0_MINUS_1	3044	15220	0.055078274249383788	0.016547277892317275	2.6202724387640077	1.0988470195732882	NA	1
CMASS	South	53	0	2618	13090	0.031339394600088714	0.010418382404498369	1.9675256498642462	0.89870551421483758	18452	1
CMASS	South	53	1	2618	13090	0.048072506634936216	0.010717688578691839	2.3829775991317783	0.91794800010988797	18068	1
CMASS	South	53	DIFFERENCE_0_MINUS_1	2618	13090	0.054773179144327944	0.01431441211003481	2.004033981872452	0.8647910587055444	NA	1
CMASS	South	54	0	2162	10810	0.055754270501591284	0.014601682103141837	2.5370350804251913	1.0184934788056996	12296	1
CMASS	South	54	1	2162	10810	0.045987080648726593	0.012221837650896336	2.1873898127217446	0.91765268986908188	12512	1
CMASS	South	54	DIFFERENCE_0_MINUS_1	2162	10810	0.061202396240234061	0.017041060629462399	2.1825580060270133	0.89438572001773831	NA	1
LOWZ	North	0	0	5232	26160	0.038796977663870094	0.0096319426307949468	2.4063050224862415	1.0255526477090846	30865	1
LOWZ	North	0	1	5232	26160	0.043908398008213549	0.0085225965569328353	2.9119996856099952	1.0005838080405987	31385	1
LOWZ	North	0	DIFFERENCE_0_MINUS_1	5232	26160	0.080272365323988737	0.013860489240400946	2.3819955415163623	1.0106544925301926	NA	1
LOWZ	North	1	0	5744	28720	0.033331714814918596	0.0082957961313502668	3.0109327169733184	0.98011620995206494	37639	1
LOWZ	North	1	1	5744	28720	0.041953251235868794	0.0088590137669868185	2.4298424695106031	0.98460765080060408	37811	1
LOWZ	North	1	DIFFERENCE_0_MINUS_1	5744	28720	0.052611360645144351	0.011931934954044526	2.3319102478718912	0.95631066328246472	NA	1
LOWZ	North	2	0	5891	29455	0.038832554146151624	0.0072824951300383212	2.6946505539159817	0.88911625633469438	39589	1
LOWZ	North	2	1	5891	29455	0.032949748539798186	0.0066394816826425658	2.5786882466834813	0.92827176075714501	39461	1
LOWZ	North	2	DIFFERENCE_0_MINUS_1	5891	29455	0.043542053308391809	0.009547448114112872	3.1657572497838049	0.90122601550705839	NA	1
LOWZ	North	3	0	6000	30000	0.020691522829142977	0.0067986121728376911	2.51621432024054	0.9732543442866548	40810	1
LOWZ	North	3	1	6000	30000	0.029168511950443111	0.007813396053453419	3.4583836460601898	1.0119405321223558	41195	1
