transform	pair_id	view_a	view_b	dimension	rank	projector_overlap	normalized_chord_distance	smallest_principal_cosine	view_a_boundary_absolute_gap	view_b_boundary_absolute_gap	view_a_boundary_relative_gap_to_first	view_b_boundary_relative_gap_to_first
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	1	0.999991934460572	0.002839989335896142	0.9999959672221543	34.69417453916319	34.70605230159381	0.8908237363304681	0.8908601135049139
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	2	0.9997749894978651	0.015000350067077074	0.9997782959995087	2.6273269666417187	2.620913030514185	0.06746046724194586	0.06727549591525137
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	3	0.9927208886995098	0.08531770801240615	0.9892251922310625	0.25645356674258246	0.2966688778642199	0.00658482086850113	0.00761511185169733
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	4	0.9497295534215173	0.22421071914269103	0.8959896383902888	0.086987129107575	0.08570358190240257	0.002233521921001433	0.0021999016781821023
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	5	0.9892675053314572	0.1035977541674662	0.9790915469790503	0.2633197837423611	0.23114607678198218	0.006761121044638599	0.005933225087336014
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	6	0.9827464123967576	0.1313529124277127	0.9712348050928005	0.08170912185392709	0.09871340000652729	0.0020980013558193292	0.0025338471218241208
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	7	0.9856635056106755	0.11973510090748032	0.9757700188245595	0.04594771665620945	0.06115035233626798	0.0011797749095120978	0.0015696515797808397
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	8	0.9782148563202825	0.14759791217939877	0.9490812127365195	0.039585420681575556	0.04194644205804399	0.0010164136436210211	0.001076711687293812
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	9	0.9855350812442784	0.12027019063642348	0.9749543430120172	0.09965026229215346	0.07149927913434906	0.0025586664090019424	0.0018352953361457538
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	10	0.9860964181832799	0.11791345053351689	0.9735826661328492	0.04827761990567481	0.057806259917773106	0.0012395985872777798	0.001483812991006096
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	11	0.9579687129049396	0.20501533380471917	0.8073816325724278	0.015769810559458586	0.019778940486591234	0.0004049129789193538	0.000507700184791182
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	12	0.9776069953073193	0.1496429239646188	0.9322755106188166	0.02608340243358187	0.010658572218409379	0.0006697295531809203	0.00027359195951699895
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	13	0.9822045190025425	0.13339970388819286	0.9600528807168408	0.06249036105618211	0.07828130893466301	0.0016045315289997617	0.0020093813942545277
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	14	0.9771146043682651	0.1512791976173025	0.9280124948202826	0.029758620092158017	0.03721391636998772	0.0007640961484358332	0.0009552337866962523
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	15	0.9219241557138786	0.2794205509373306	0.3200767066219492	0.018422788420435876	0.015253588798462947	0.00047303207043571316	0.00039154017663172667
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	16	0.9380057225335711	0.24898650057067137	0.5509574694681236	0.003107477438743289	0.010128611183127578	7.978903373011906e-05	0.00025998853542423214
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	17	0.9728953543866825	0.16463488577247987	0.9184905005990566	0.02494624394105216	0.01190329021608505	0.0006405313436667626	0.00030554228354276073
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	18	0.974572431414113	0.1594602413954244	0.9355467994259336	0.054204159945784536	0.04601868966641648	0.0013917711814429214	0.0011812410914187588
CENTERED_UNIT	RANDOM_DENSITY__A_VS_B	RANDOM_DENSITY_A	RANDOM_DENSITY_B	119	19	0.9350350811952155	0.2548821665099081	0.37311558268168743	0.0039789341495151676	0.008342039758841402	0.0001021649609124693	0.0002141295247827041
