relation_id	relation_type	curve_a	curve_b	sample	cap_a	cap_b	factor_a	group_a	factor_b	group_b	factor_pair	z_lo_a	z_hi_a	z_lo_b	z_hi_b	lane_a	lane_b	ratio_a	ratio_b	raw_rms_difference	raw_max_abs_difference	raw_relative_l2	centered_rms_difference	centered_relative_l2	centered_cosine	difference_rms_difference	difference_relative_l2	difference_cosine	raw_rms_a	raw_rms_b	centered_rms_a	centered_rms_b	raw_degenerate	centered_degenerate	difference_degenerate	raw_lag_degenerate	difference_lag_degenerate
0	RANDOM_DENSITY	CMASS|North|1|0|W0_UNIT|5	CMASS|North|1|0|W0_UNIT|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W0_UNIT	5	20	0.0037337789326716809	0.011252555120516039	0.025224941005143435	0.0034342634887853897	0.023808888472556695	0.99948221828736383	0.0045977770842151842	0.07656215646757901	0.99450777904997134	0.1049931086617715	0.10433681018423727	0.1024992920574513	0.10148849101260481	0	0	0	0	0
1	RANDOM_DENSITY	CMASS|North|1|0|W0_UNIT|10	CMASS|North|1|0|W0_UNIT|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W0_UNIT	W0_UNIT	10	20	0.0022462389953058328	0.0072155370350126492	0.015217806540420244	0.0020895305871763215	0.01453931910249005	0.99979207828958605	0.0023907716516301664	0.040222451819852845	0.99840699162468372	0.10440953248254102	0.10433681018423727	0.10175623526706781	0.10148849101260481	0	0	0	0	0
2	RANDOM_DENSITY	CMASS|North|1|0|W1_SPECTRO|5	CMASS|North|1|0|W1_SPECTRO|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W1_SPECTRO	W1_SPECTRO	5	20	0.0038612359956777726	0.010595336858006205	0.025417420369421285	0.0035241145895690339	0.023797539861846077	0.99945270040115364	0.0048738561118739487	0.076805987849365029	0.99443522315845378	0.10755765980965111	0.10727955254227374	0.10503610555372996	0.10439003519423749	0	0	0	0	0
3	RANDOM_DENSITY	CMASS|North|1|0|W1_SPECTRO|10	CMASS|North|1|0|W1_SPECTRO|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W1_SPECTRO	W1_SPECTRO	10	20	0.002318162167119278	0.0072847162958435963	0.015280188859979341	0.0021638184236133905	0.014644074519405928	0.99978711842795298	0.0025508439257174191	0.040538355946949822	0.99840050995291618	0.10727122324271979	0.10727955254227374	0.1045750419648785	0.10439003519423749	0	0	0	0	0
4	RANDOM_DENSITY	CMASS|North|1|0|W2_IMAGING|5	CMASS|North|1|0|W2_IMAGING|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W2_IMAGING	W2_IMAGING	5	20	0.0036612728698217794	0.011200185570428123	0.024883129830648276	0.0034063778570334762	0.023743270923849275	0.99948389004080351	0.0045919873957758657	0.076602310543885471	0.99450860556106269	0.10437620323332054	0.10370835507376872	0.10194054823555213	0.10095013112225533	0	0	0	0	0
5	RANDOM_DENSITY	CMASS|North|1|0|W2_IMAGING|10	CMASS|North|1|0|W2_IMAGING|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W2_IMAGING	W2_IMAGING	10	20	0.0021957826074220071	0.0069423106547129481	0.014965326007790004	0.0020506005335945397	0.014344481670648982	0.99979772351409135	0.0023589754906347001	0.039771679870616146	0.9984402990295278	0.10379165472230063	0.10370835507376872	0.10121712895320992	0.10095013112225533	0	0	0	0	0
6	RANDOM_DENSITY	CMASS|North|1|0|W3_OFFICIAL_OBS|5	CMASS|North|1|0|W3_OFFICIAL_OBS|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0037831012891068635	0.010391238756342326	0.025046616734364036	0.0034918946572843738	0.023702434869947893	0.99945592342812262	0.0048658474638779486	0.076840742496952441	0.99443411952889982	0.10694516304656358	0.10666086882278769	0.10448229805810398	0.10386181976430862	0	0	0	0	0
7	RANDOM_DENSITY	CMASS|North|1|0|W3_OFFICIAL_OBS|10	CMASS|North|1|0|W3_OFFICIAL_OBS|20	CMASS	North	North	1	0	1	0	1	0.42999999999999999	0.44	0.42999999999999999	0.44	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.0022650394096554297	0.0071418325099232849	0.015015970001166553	0.0021223948979693708	0.014436866899386874	0.99979312373073748	0.0025152026326962533	0.04006869404027763	0.99843408978103043	0.10666197693091245	0.10666086882278769	0.10404468165094585	0.10386181976430862	0	0	0	0	0
8	RANDOM_DENSITY	CMASS|North|1|1|W0_UNIT|5	CMASS|North|1|1|W0_UNIT|20	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W0_UNIT	W0_UNIT	5	20	0.002425503299697446	0.0093547852382959706	0.018417996650236218	0.0023500638837426085	0.018131592596578629	0.99970858078655822	0.0031046912916909458	0.049968134981015627	0.9975048878095496	0.092676362476900795	0.093562180582539178	0.091252313999315923	0.092044391402239523	0	0	0	0	0
9	RANDOM_DENSITY	CMASS|North|1|1|W0_UNIT|10	CMASS|North|1|1|W0_UNIT|20	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W0_UNIT	W0_UNIT	10	20	0.00135919039883171	0.0048855947479723716	0.010302237760303177	0.001325558108028411	0.010210956864940239	0.99991058034151536	0.0015345621440746744	0.024777227832754403	0.9993965647379176	0.093016436398441954	0.093562180582539178	0.091544210678175725	0.092044391402239523	0	0	0	0	0
10	RANDOM_DENSITY	CMASS|North|1|1|W1_SPECTRO|5	CMASS|North|1|1|W1_SPECTRO|20	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W1_SPECTRO	W1_SPECTRO	5	20	0.0025069299903461959	0.0095937587931883561	0.018734787303800869	0.0024275636167211635	0.018432705298445585	0.99971692573824977	0.0031540094345358922	0.049912789126079243	0.9975092468183725	0.094074041785557561	0.095160875262461864	0.092627865038318075	0.093619604595476774	0	0	0	0	0
11	RANDOM_DENSITY	CMASS|North|1|1|W1_SPECTRO|10	CMASS|North|1|1|W1_SPECTRO|20	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W1_SPECTRO	W1_SPECTRO	10	20	0.0013873152601436103	0.0055758654387958462	0.010337376743328804	0.0013578531445625115	0.010282530534660229	0.99990785506731006	0.0016649364154860046	0.026391089928214425	0.99931281925663085	0.094631222390583206	0.095160875262461864	0.093132849348217556	0.093619604595476774	0	0	0	0	0
12	RANDOM_DENSITY	CMASS|North|1|1|W2_IMAGING|5	CMASS|North|1|1|W2_IMAGING|20	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W2_IMAGING	W2_IMAGING	5	20	0.0023990976563055487	0.0091572063321784247	0.018288844279117662	0.0023366107437957054	0.018088721579955419	0.99970890291012415	0.0031135953433209396	0.050182762787762188	0.99748269543691748	0.092326435366505047	0.093185563548188924	0.090951554034186782	0.091727843937332396	0	0	0	0	0
13	RANDOM_DENSITY	CMASS|North|1|1|W2_IMAGING|10	CMASS|North|1|1|W2_IMAGING|20	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W2_IMAGING	W2_IMAGING	10	20	0.001342618803830319	0.0047776405183838355	0.010216107173390849	0.0013145943626103735	0.010160032059786646	0.99991013079448809	0.0015265091064773635	0.024671879101442435	0.99939995539137694	0.092672165347695429	0.093185563548188924	0.091254941651941285	0.091727843937332396	0	0	0	0	0
14	RANDOM_DENSITY	CMASS|North|1|1|W3_OFFICIAL_OBS|5	CMASS|North|1|1|W3_OFFICIAL_OBS|20	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	5	20	0.0024787334687805342	0.0093874111824366335	0.018597701898334179	0.0024126922160746279	0.018384195861070363	0.99971714405156642	0.0031612073483945334	0.050129385872223681	0.99748808735146055	0.093713556405851245	0.094772268939833565	0.092310252725408007	0.093284757545123748	0	0	0	0	0
15	RANDOM_DENSITY	CMASS|North|1|1|W3_OFFICIAL_OBS|10	CMASS|North|1|1|W3_OFFICIAL_OBS|20	CMASS	North	North	1	1	1	1	1	0.44	0.45000000000000001	0.44	0.45000000000000001	W3_OFFICIAL_OBS	W3_OFFICIAL_OBS	10	20	0.001370147628775898	0.0054887652530829778	0.010249429987928013	0.0013460279815387789	0.010227909012621663	0.99990732657877535	0.0016591344900744292	0.026341864643625684	0.99931359895030802	0.094279686542742228	0.094772268939833565	0.092830052759893089	0.093284757545123748	0	0	0	0	0
16	RANDOM_DENSITY	CMASS|North|1|2|W0_UNIT|5	CMASS|North|1|2|W0_UNIT|20	CMASS	North	North	1	2	1	2	1	0.45000000000000001	0.46000000000000002	0.45000000000000001	0.46000000000000002	W0_UNIT	W0_UNIT	5	20	0.0016676888400558377	0.0052397621027884256	0.011003254064648849	0.0016653053266231753	0.011280697699361672	0.99988324017853369	0.0016764676429073804	0.024682578605267017	0.99940073311028821	0.10739398265577894	0.10694834409351947	0.10462501180341557	0.10414675583471814	0	0	0	0	0
17	RANDOM_DENSITY	CMASS|North|1|2|W0_UNIT|10	CMASS|North|1|2|W0_UNIT|20	CMASS	North	North	1	2	1	2	1	0.45000000000000001	0.46000000000000002	0.45000000000000001	0.46000000000000002	W0_UNIT	W0_UNIT	10	20	0.0010939932086220618	0.0053219266791979525	0.0072138728434130916	0.0010867451533110527	0.0073588170730201413	0.99996001447425997	0.0010753786069935903	0.015853854004486093	0.99975029513350222	0.10751822669239969	0.10694834409351947	0.10470261166939139	0.10414675583471814	0	0	0	0	0
18	RANDOM_DENSITY	CMASS|North|1|2|W1_SPECTRO|5	CMASS|North|1|2|W1_SPECTRO|20	CMASS	North	North	1	2	1	2	1	0.45000000000000001	0.46000000000000002	0.45000000000000001	0.46000000000000002	W1_SPECTRO	W1_SPECTRO	5	20	0.0016860300341299461	0.0057993437390088109	0.011051137097065872	0.0016857310857466307	0.011355221224685462	0.999884998010652	0.0017273097392934403	0.025226018416379004	0.99937136007886307	0.10814628230934863	0.1076142562692563	0.10524979899018518	0.10469551235269019	0	0	0	0	0
