transform	view	row_count	dimension	zero_row_count	mode_index	singular_value	next_singular_value	boundary_absolute_gap	boundary_relative_gap_to_first	squared_energy_fraction	cumulative_squared_energy_fraction	singular_relative_to_first
CENTERED_UNIT	GLOBAL	2328	119	0	1	47.703876248609234	5.2073749072655175	42.496501341343716	0.890839585443178	0.9775171001471751	0.9775171001471751	1.0
CENTERED_UNIT	GLOBAL	2328	119	0	2	5.2073749072655175	1.9903028260834166	3.217072081182101	0.06743837889433339	0.011648089959114498	0.9891651901062896	0.10916041455682197
CENTERED_UNIT	GLOBAL	2328	119	0	3	1.9903028260834166	1.6562654650243498	0.3340373610590668	0.007002310657486777	0.0017015916406854098	0.990866781746975	0.04172203566248858
CENTERED_UNIT	GLOBAL	2328	119	0	4	1.6562654650243498	1.5575851474017328	0.09868031762261698	0.002068601660551514	0.0011783570836049505	0.9920451388305799	0.034719725005001804
CENTERED_UNIT	GLOBAL	2328	119	0	5	1.5575851474017328	1.243457635288289	0.3141275121134439	0.006584947321185499	0.001042126929298315	0.9930872657598782	0.03265112334445029
CENTERED_UNIT	GLOBAL	2328	119	0	6	1.243457635288289	1.1397744470803142	0.10368318820797473	0.002173475121133317	0.0006641696266137212	0.9937514353864919	0.026066176023264793
CENTERED_UNIT	GLOBAL	2328	119	0	7	1.1397744470803142	1.0747891463102013	0.06498530077011289	0.0013622645763929399	0.0005580265421895342	0.9943094619286814	0.023892700902131477
CENTERED_UNIT	GLOBAL	2328	119	0	8	1.0747891463102013	1.0273990590812754	0.0473900872289259	0.000993422148379557	0.0004962077787913278	0.9948056697074728	0.022530436325738538
CENTERED_UNIT	GLOBAL	2328	119	0	9	1.0273990590812754	0.9169660304436119	0.11043302863766347	0.0023149697115207287	0.00045341444441627566	0.995259084151889	0.02153701417735898
CENTERED_UNIT	GLOBAL	2328	119	0	10	0.9169660304436119	0.851438194532679	0.06552783591093292	0.0013736375545130533	0.00036117985437608024	0.9956202640062651	0.01922204446583825
CENTERED_UNIT	GLOBAL	2328	119	0	11	0.851438194532679	0.8332471064299646	0.018191088102714414	0.0003813335421195413	0.00031140335013276114	0.9959316673563979	0.017848406911325197
