selection_key	integer_counts_exact	label	max_weight_abs_difference	max_weight_relative_difference
CMASS_North_f1_g00	True	CMASS_North_f1_g00/RR/RANDOM_UNIT	0.0	0.0
CMASS_North_f1_g00	True	CMASS_North_f1_g00/DD/W0_UNIT	0.0	0.0
CMASS_North_f1_g00	True	CMASS_North_f1_g00/DR/W0_UNIT	0.0	0.0
CMASS_North_f1_g00	True	CMASS_North_f1_g00/DD/W1_SPECTRO	4.0531158447265625e-06	1.1923824728823625e-10
CMASS_North_f1_g00	True	CMASS_North_f1_g00/DR/W1_SPECTRO	2.777576446533203e-05	9.634976306159827e-12
CMASS_North_f1_g00	True	CMASS_North_f1_g00/DD/W2_IMAGING	1.178705133497715e-09	9.654299062375408e-15
CMASS_North_f1_g00	True	CMASS_North_f1_g00/DR/W2_IMAGING	0.0	0.0
CMASS_North_f1_g00	True	CMASS_North_f1_g00/DD/W3_OFFICIAL_OBS	2.00887443497777e-05	2.316075357408534e-10
CMASS_North_f1_g00	True	CMASS_North_f1_g00/DR/W3_OFFICIAL_OBS	0.0002862773835659027	8.113582345936332e-11
CMASS_North_f1_g01	True	CMASS_North_f1_g01/RR/RANDOM_UNIT	0.0	0.0
CMASS_North_f1_g01	True	CMASS_North_f1_g01/DD/W0_UNIT	0.0	0.0
CMASS_North_f1_g01	True	CMASS_North_f1_g01/DR/W0_UNIT	0.0	0.0
CMASS_North_f1_g01	True	CMASS_North_f1_g01/DD/W1_SPECTRO	1.2453936506062746e-05	5.4016616809274766e-11
CMASS_North_f1_g01	True	CMASS_North_f1_g01/DR/W1_SPECTRO	0.00013994984328746796	1.5222291443891387e-11
CMASS_North_f1_g01	True	CMASS_North_f1_g01/DD/W2_IMAGING	3.259629011154175e-09	9.95968641714938e-15
CMASS_North_f1_g01	True	CMASS_North_f1_g01/DR/W2_IMAGING	0.0	0.0
CMASS_North_f1_g01	True	CMASS_North_f1_g01/DD/W3_OFFICIAL_OBS	7.153220940381289e-05	2.863351521962497e-10
CMASS_North_f1_g01	True	CMASS_North_f1_g01/DR/W3_OFFICIAL_OBS	0.0012197215110063553	8.373731114092929e-11
CMASS_North_f1_g02	True	CMASS_North_f1_g02/RR/RANDOM_UNIT	0.0	0.0
CMASS_North_f1_g02	True	CMASS_North_f1_g02/DD/W0_UNIT	0.0	0.0
CMASS_North_f1_g02	True	CMASS_North_f1_g02/DR/W0_UNIT	0.0	0.0
CMASS_North_f1_g02	True	CMASS_North_f1_g02/DD/W1_SPECTRO	3.0641211196780205e-05	6.572520663510917e-11
CMASS_North_f1_g02	True	CMASS_North_f1_g02/DR/W1_SPECTRO	0.0005418062210083008	2.7743292375838436e-11
CMASS_North_f1_g02	True	CMASS_North_f1_g02/DD/W2_IMAGING	4.540197551250458e-09	7.97745305414947e-15
CMASS_North_f1_g02	True	CMASS_North_f1_g02/DR/W2_IMAGING	0.0	0.0
CMASS_North_f1_g02	True	CMASS_North_f1_g02/DD/W3_OFFICIAL_OBS	0.00011137337423861027	1.961482707193551e-10
CMASS_North_f1_g02	True	CMASS_North_f1_g02/DR/W3_OFFICIAL_OBS	0.0015984661877155304	7.429571720293141e-11
CMASS_North_f1_g03	True	CMASS_North_f1_g03/RR/RANDOM_UNIT	0.0	0.0
CMASS_North_f1_g03	True	CMASS_North_f1_g03/DD/W0_UNIT	0.0	0.0
CMASS_North_f1_g03	True	CMASS_North_f1_g03/DR/W0_UNIT	0.0	0.0
CMASS_North_f1_g03	True	CMASS_North_f1_g03/DD/W1_SPECTRO	1.1405092664062977e-05	3.646804113603008e-11
CMASS_North_f1_g03	True	CMASS_North_f1_g03/DR/W1_SPECTRO	0.00012111663818359375	7.404710883300776e-12
CMASS_North_f1_g03	True	CMASS_North_f1_g03/DD/W2_IMAGING	6.51925802230835e-09	6.865200405144506e-15
CMASS_North_f1_g03	True	CMASS_North_f1_g03/DR/W2_IMAGING	0.0	0.0
CMASS_North_f1_g03	True	CMASS_North_f1_g03/DD/W3_OFFICIAL_OBS	7.06834252923727e-05	1.4646473154842447e-10
CMASS_North_f1_g03	True	CMASS_North_f1_g03/DR/W3_OFFICIAL_OBS	0.000707186758518219	2.4142646639215947e-11
CMASS_North_f1_g04	True	CMASS_North_f1_g04/RR/RANDOM_UNIT	0.0	0.0
CMASS_North_f1_g04	True	CMASS_North_f1_g04/DD/W0_UNIT	0.0	0.0
CMASS_North_f1_g04	True	CMASS_North_f1_g04/DR/W0_UNIT	0.0	0.0
CMASS_North_f1_g04	True	CMASS_North_f1_g04/DD/W1_SPECTRO	2.6951543986797333e-05	3.748027266557519e-11
CMASS_North_f1_g04	True	CMASS_North_f1_g04/DR/W1_SPECTRO	0.00032388418912887573	6.026137726341634e-12
CMASS_North_f1_g04	True	CMASS_North_f1_g04/DD/W2_IMAGING	1.0244548320770264e-08	8.329459250657819e-15
CMASS_North_f1_g04	True	CMASS_North_f1_g04/DR/W2_IMAGING	0.0	0.0
CMASS_North_f1_g04	True	CMASS_North_f1_g04/DD/W3_OFFICIAL_OBS	0.00022717472165822983	1.7365261359030195e-10
CMASS_North_f1_g04	True	CMASS_North_f1_g04/DR/W3_OFFICIAL_OBS	0.0038082972168922424	7.009889882968761e-11
CMASS_North_f1_g05	True	CMASS_North_f1_g05/RR/RANDOM_UNIT	0.0	0.0
CMASS_North_f1_g05	True	CMASS_North_f1_g05/DD/W0_UNIT	0.0	0.0
CMASS_North_f1_g05	True	CMASS_North_f1_g05/DR/W0_UNIT	0.0	0.0
CMASS_North_f1_g05	True	CMASS_North_f1_g05/DD/W1_SPECTRO	4.169531166553497e-05	6.301857534884824e-11
CMASS_North_f1_g05	True	CMASS_North_f1_g05/DR/W1_SPECTRO	0.0003718137741088867	8.655683364721196e-12
CMASS_North_f1_g05	True	CMASS_North_f1_g05/DD/W2_IMAGING	1.1874362826347351e-08	8.838693421749613e-15
CMASS_North_f1_g05	True	CMASS_North_f1_g05/DR/W2_IMAGING	0.0	0.0
CMASS_North_f1_g05	True	CMASS_North_f1_g05/DD/W3_OFFICIAL_OBS	0.00016289600171148777	1.3497907562612943e-10
CMASS_North_f1_g05	True	CMASS_North_f1_g05/DR/W3_OFFICIAL_OBS	0.0019976869225502014	3.36798644242159e-11
CMASS_North_f1_g06	True	CMASS_North_f1_g06/RR/RANDOM_UNIT	0.0	0.0
CMASS_North_f1_g06	True	CMASS_North_f1_g06/DD/W0_UNIT	0.0	0.0
CMASS_North_f1_g06	True	CMASS_North_f1_g06/DR/W0_UNIT	0.0	0.0
CMASS_North_f1_g06	True	CMASS_North_f1_g06/DD/W1_SPECTRO	2.059806138277054e-05	2.6420106822380164e-11
CMASS_North_f1_g06	True	CMASS_North_f1_g06/DR/W1_SPECTRO	0.00010823458433151245	5.993920103772204e-12
CMASS_North_f1_g06	True	CMASS_North_f1_g06/DD/W2_IMAGING	1.816079020500183e-08	1.1222992437405283e-14
CMASS_North_f1_g06	True	CMASS_North_f1_g06/DR/W2_IMAGING	0.0	0.0
CMASS_North_f1_g06	True	CMASS_North_f1_g06/DD/W3_OFFICIAL_OBS	0.00015496136620640755	1.4238757589854202e-10
CMASS_North_f1_g06	True	CMASS_North_f1_g06/DR/W3_OFFICIAL_OBS	0.001736760139465332	2.958443022708504e-11
CMASS_North_f1_g07	True	CMASS_North_f1_g07/RR/RANDOM_UNIT	0.0	0.0
CMASS_North_f1_g07	True	CMASS_North_f1_g07/DD/W0_UNIT	0.0	0.0
CMASS_North_f1_g07	True	CMASS_North_f1_g07/DR/W0_UNIT	0.0	0.0
CMASS_North_f1_g07	True	CMASS_North_f1_g07/DD/W1_SPECTRO	6.681308150291443e-05	4.8117821836929524e-11
CMASS_North_f1_g07	True	CMASS_North_f1_g07/DR/W1_SPECTRO	0.0010595321655273438	1.3781289517223766e-11
CMASS_North_f1_g07	True	CMASS_North_f1_g07/DD/W2_IMAGING	1.6996636986732483e-08	9.246423299203811e-15
