summary_type	transform	nside	rank	metric	ownership_status	count	min	q25	median	q75	q90	q95	max
SUBSPACE	CENTERED_UNIT	4	1	covariance_trace_per_rank	OWNED	388	0.00024032489927554887	0.003054035422699484	0.007093973905875442	0.02122020918469976	0.044289920448046936	0.058599263553514754	0.16393944049244435
SUBSPACE	CENTERED_UNIT	4	1	difference_projection_norm	OWNED	388	0.0006100834536846538	0.017609505832071142	0.04342197560466245	0.08676732970933879	0.18470689908325494	0.24146061597285848	0.4025669597774394
SUBSPACE	CENTERED_UNIT	4	1	projection_norm_to_trace_sd	OWNED	388	0.009449104450150854	0.2722941977748438	0.5717107895239568	0.9351673023882545	1.381683105320203	1.6580022774222871	2.142194136758312
SUBSPACE	CENTERED_UNIT	4	1	subspace_range_overlap	UNRESOLVED_NUMERICAL	388	0.9736867635464848	0.9915791860434626	0.9932403183056258	0.9946072260401049	0.9956699257585772	0.9963551083311047	0.9978159670326738
SUBSPACE	CENTERED_UNIT	4	2	covariance_trace_per_rank	OWNED	388	0.0002452792713570226	0.0023592697221400567	0.005822613980259793	0.015877787030869533	0.04099092942429776	0.046696312441714904	0.17233143358396302
SUBSPACE	CENTERED_UNIT	4	2	difference_projection_norm	OWNED	388	0.002147886189584485	0.032322467021292205	0.06790883176124561	0.12535595811006922	0.21649589896746402	0.2731210934080064	0.47357393349999877
SUBSPACE	CENTERED_UNIT	4	2	projection_norm_to_trace_sd	OWNED	388	0.009295792170765673	0.41238505660054725	0.723089408909187	0.9676671442646435	1.2818001705868107	1.6134698874400633	2.1624536966401515
SUBSPACE	CENTERED_UNIT	4	2	subspace_range_overlap	UNRESOLVED_NUMERICAL	388	0.9597867422274361	0.9817152771764559	0.9862560183604794	0.9894122283948383	0.9913568792707667	0.9919556904076499	0.9942512909476723
SUBSPACE	CENTERED_UNIT	4	3	covariance_trace_per_rank	OWNED	388	0.0002412705681709784	0.0019631949640867624	0.004800273704284582	0.012859393358275864	0.032517968567919095	0.03843600632396771	0.13403771305958923
SUBSPACE	CENTERED_UNIT	4	3	difference_projection_norm	OWNED	388	0.003397930648902325	0.046588223480048235	0.0840486769409102	0.1714923593160238	0.26246585003614653	0.30281162036902215	0.4741943466443372
SUBSPACE	CENTERED_UNIT	4	3	projection_norm_to_trace_sd	OWNED	388	0.035540399047619374	0.555857967990413	0.7649673406824125	0.9541943522672035	1.2745327299436258	1.469248517142481	1.8878515071807158
SUBSPACE	CENTERED_UNIT	4	3	subspace_range_overlap	UNRESOLVED_NUMERICAL	388	0.9254861964924054	0.9769346375393154	0.9812675747241684	0.9844002840075409	0.9866841897134394	0.9879607087222163	0.9898579705348958
SUBSPACE	CENTERED_UNIT	4	4	covariance_trace_per_rank	OWNED	388	0.00021744027769798506	0.001685733636442956	0.003941038272695546	0.010146668731680186	0.02763946369218082	0.03207263345283171	0.1048985553739565
SUBSPACE	CENTERED_UNIT	4	4	difference_projection_norm	OWNED	388	0.006429434573097752	0.05308828572819235	0.09992744981928209	0.1909011204205324	0.2704939061716039	0.3108889857420741	0.4839406090132753
SUBSPACE	CENTERED_UNIT	4	4	projection_norm_to_trace_sd	OWNED	388	0.0640953017045313	0.5981968644479984	0.7880992577354575	0.9642100799319291	1.2409341577652386	1.4393308046646938	1.8060113104460787
SUBSPACE	CENTERED_UNIT	4	4	subspace_range_overlap	UNRESOLVED_NUMERICAL	388	0.9056700701347862	0.9622826863125078	0.9685067207545677	0.973800071029574	0.9763212464654332	0.9774427643370399	0.9807805876286421
SUBSPACE	CENTERED_UNIT	4	5	covariance_trace_per_rank	OWNED	388	0.00018189035345943775	0.0014794625846626106	0.0033458337760054043	0.008646346124164928	0.023158411680644496	0.027338784761922953	0.08554644980194981
SUBSPACE	CENTERED_UNIT	4	5	difference_projection_norm	OWNED	388	0.006545038763962924	0.06133785109206105	0.10560777011414607	0.19473494567830588	0.2772895228851773	0.3267990444966176	0.49175333809036514
SUBSPACE	CENTERED_UNIT	4	5	projection_norm_to_trace_sd	OWNED	388	0.06374926827174962	0.6161027650140173	0.8040314704859939	0.9459026832485392	1.2252813693742828	1.378721754563993	1.7486878417158072
SUBSPACE	CENTERED_UNIT	4	5	subspace_range_overlap	UNRESOLVED_NUMERICAL	388	0.8945669379141421	0.9462156379757976	0.9524609643433823	0.9575388809114175	0.9617009705665187	0.9634838658315019	0.9688216585563056
SUBSPACE	CENTERED_UNIT	4	6	covariance_trace_per_rank	OWNED	388	0.00016447739235225955	0.0013612156045442548	0.0029641841803426205	0.007539471734007049	0.020612259780023984	0.02412483784193114	0.07270484908384608
SUBSPACE	CENTERED_UNIT	4	6	difference_projection_norm	OWNED	388	0.006865660411516523	0.06368907671525606	0.10912668591584343	0.20241669009878194	0.2872378451534698	0.330109043428618	0.5070993666777932
