path	role
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_prose
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_machine_ledger
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	founded_reciprocal_character
LIVE.md	current_authority
HANDOFF.md	current_handoff
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	scientific_frontier
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	copresence_status
copresence_causal_accessibility_selector_2026-07-19/STATUS_LEDGER.tsv	copresence_machine_status
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	endpoint_path_semantics
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	parent_intrinsic_pair_result
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	parent_intrinsic_pair_derivation
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	parent_candidate_outcomes
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/STATUS_LEDGER.tsv	parent_status
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/AUDIT_REPORT.md	open_neighborhood_scope
udt_intrinsic_pair_lambda_component_atlas_2026-07-27/AUDIT_REPORT.md	lambda_component_scope
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/AUDIT_REPORT.md	pair_frame_path_groupoid
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	transverse_cocycle_result
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/EXACT_DERIVATION.md	transverse_cocycle_derivation
udt_center_free_observer_optical_correspondence_audit_2026-07-24/AUDIT_REPORT.md	optical_screen_result
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	prior_missing_complete_join
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	complete_twisted_configuration
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/AUDIT_REPORT.md	preserved_SNe_readout
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/EXACT_DERIVATION.md	SNe_formula_scope
