path	git_blob	sha256	role
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	current_premise_prose
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	current_premise_machine_ledger
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	a8d29384a514f9d3be588dad1818c4c614dc6d70	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	founded_reciprocal_character
LIVE.md	42b987061b1af2ba1f29cf99ab0dd8beee6a1523	ae3d6fc0e5595aa634746c6e765b84018faed4201a000f0f9f838e5d7efe5936	current_authority
HANDOFF.md	ea31c7f1887e199a808ff5f12a43f8c59bb214b8	c629ace49d9ab8d0df5d94dbc35828a555a79b5dd7f4fd2da1a74cc4a1d6ca7a	current_handoff
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	1e57f8e45b997bd4fff376fdea63286360949e86	62bbe219448f4eb797b2fd46ab14ed861f41da94c5ceb8ad7092c5722aa77cf4	scientific_frontier
copresence_causal_accessibility_selector_2026-07-19/DERIVATION_REPORT.md	25ee26679a881397c6a4e9ff2713a023b74b88c8	5f3d9472388e9012af2b63d548bfbf91808a800b016d6c8e31be85dea6c2e2f0	copresence_status
copresence_causal_accessibility_selector_2026-07-19/STATUS_LEDGER.tsv	f268ecdfe3355f7f279b4071fe8f8071e658d5eb	1179529aacf4ffeec576a982d71ea4753e4432ce4eda13e2b0467a19de2ab283	copresence_machine_status
udt_founding_observer_comparison_semantics_audit_2026-07-27/AUDIT_REPORT.md	e8f39081b60f02879693b89c66d27af9160e4547	f5b048e1e3055e91933293037f9f3755068d4400ac01bd61ae19e008ebf9a730	endpoint_path_semantics
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	056f2d9f6ab7029c9ac72fbc882e4a733b1b43c6	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	parent_intrinsic_pair_result
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	7c97260e92963d78861122a5b8174595106427be	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18	parent_intrinsic_pair_derivation
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	ed8e623c0e60cd51ee708453cccfaa82e1516ef6	03c25628018f17f5a0465c4cf80229fe4c7e62cc7697e365fc5d810205daa3a1	parent_candidate_outcomes
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/STATUS_LEDGER.tsv	583aed1f968664f1a2b22b7e541b13a436b88fcf	83d3976967fd9117d47fa04751a984b021d686aa096e7e1c822f301f9bf048fc	parent_status
udt_intrinsic_pair_deformation_neighborhood_audit_2026-07-27/AUDIT_REPORT.md	4a0daaa4134df059e4f7dffe6758de124d17c213	01d765a8a1f6a0f443a08171451c75b8c190cf2451eb5fff98c3cfd58344df00	open_neighborhood_scope
udt_intrinsic_pair_lambda_component_atlas_2026-07-27/AUDIT_REPORT.md	9e6abfca8465f94aeb41eef23b2734101aae1aba	1b43efdf24e8b7fea4dc465f1d7a0cc26f9db627387025e0d080915d6e1f55c5	lambda_component_scope
udt_observer_pair_path_groupoid_assembly_audit_2026-07-26/AUDIT_REPORT.md	96f7f0ac536475bbc00e705872173695ef957483	c7aeeb813bd276a1bf06dff67268a7799f4e2d710edf888789db7f6278cc0b6d	pair_frame_path_groupoid
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/AUDIT_REPORT.md	ed775ff70ca2e40e764e4b466c2d4eeb20414aa7	24f584eb3b15c34f8fd0b06ba360a121737da1d200d29d12a851b507391cb69c	transverse_cocycle_result
udt_observer_longitudinal_transverse_cocycle_audit_2026-07-24/EXACT_DERIVATION.md	b84fa499b6e8e8edda908db384f39e501af69d2e	097ffb2ea563a5504977e092f7a6a11d0f144ec3909291632e3290ec1b020450	transverse_cocycle_derivation
udt_center_free_observer_optical_correspondence_audit_2026-07-24/AUDIT_REPORT.md	8e2679dd714f03829dd65df9a6c9dc1025f726d5	fdcbf11804f83b3ab5a67b0a08962746f5144ce15a7b8ab076a3eb23a98e5cf8	optical_screen_result
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/AUDIT_REPORT.md	7f3274ac8ae12d0a69e0d74f490fe8cc6de8d2fa	e1e25c39cec76910ca9a96a5b9b2b13447de76a34b64deb74e3cf7ace3dbca5d	prior_missing_complete_join
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/AUDIT_REPORT.md	91f6f69cbe5267f6e12a0576c82153b53e223d84	1e007a15b7071ebe2be45ad2f81a19c4d39a3c0617fe5cf65064ab6e076a976d	complete_twisted_configuration
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/AUDIT_REPORT.md	3ada271211510ff85b5edf5a273aa9843b807855	27092f2cc077fc3a639355abb6cde258f49175b277809a4ae166fde9113396a2	preserved_SNe_readout
udt_pair_space_metric_transform_sne_readout_audit_2026-07-24/EXACT_DERIVATION.md	fbe531a89d9a35c2cd25b6edc3ad285ba5dcd0fa	56d47a4f74283853e5866d179ee22383219be497b36698c7b09716c0618a4b51	SNe_formula_scope
