path	sha256	bytes
MAP.md	c8ce1e779477be1d43c701c51d9e38821e79f981561fdb960e4c7d4a597fc701	2171
PONDER.md	65ca2762794308513470578ebf089fadc7647dd43fc5c6baad14a1233227beaa	1628
PREMISE_LEDGER.tsv	32eb43102908e75178cb5bdf013adaa37a0f59c1d9921874249f5691a49f3ed5	1470
STANDARD_REFERENCES.md	5ae5ed7b9ef0ef54855ce986421525c4c17331525cf108eafc788f877389d7e7	1485
THEOREM_SCOPE_AUDIT.md	411c884efb22a2539828010ecc813d3188a8114c63676c15ef5e15383fe0bffa	2768
MULTI_AGENT_ADVERSARIAL_REVIEW.md	7756267819f274b0bc18bc0cc1073242b69e72fa2ed5317217d63e05f50958e6	2308
ZERO_CONTEXT_STARTUP_REHEARSAL.md	77b11adee2f569056c2bb90df98c589e33202c5973f646a30e9ea44698f3af21	1745
SOURCE_MANIFEST.tsv	0a4e03e06d5fb5841a73e72fcd557fac8bce49110c489ce165a79ec7f3d123da	904
PREREGISTRATION.md	7be3da557da4e34019af42f400283de11f9a8e6a33370010fd78a4bca3cde067	4717
PREREGISTRATION_HASHES.tsv	dcb772b719916d2dfd9d9c51d376f1e7e3443c4520a6cf6f41dbc4a633d1c9f5	500
EXACT_DERIVATION.md	c060484ad8dbd8fd146099ae33d1026eb1be78e01b70aa44a9d080f2efd9a7dc	8705
AUDIT_REPORT.md	afcfa68aedc330d220b61b542d3e829106dd0f5ecfdcc335a69acc8cd5c15424	4923
EVIDENCE_GATES.md	c7dbc8a06f32fdcd7a6223965817b636f43a12d68720765051d17ef5e0b6a699	2078
REPAIR_RECORD.md	b35af026252f517e0bc91567efcb645e81166cfe3c363ca719e5dfa9ce1f9a68	3087
RUN_LOG.txt	1cfc9d7489a32051f07eece994eaadb865b409807586dd65eee21a992dd49dbd	4177
STATUS_LEDGER.tsv	b2d15aa2d0ea872fa6ad6a8dd6b6e51bd4e078a607c207e96a4b48595f758956	1279
NEXT_GATE.md	ab874b6d187788ade3feffc5999c72f54b92d6f40b41590e785a613358bab453	1154
derive_cartan_regional_bridge.py	14655faf2aa6ccb6928361a5a5988ed7563142503533c1f28d3c80b22ceea995	15098
verify_cartan_bridge_independent.py	4639414939139df8a439ec80dc9120e11015d13cc5289bcc54972543a8a39bdf	17050
hostile_mutation_tests.py	e3089444598955c2b5dca77ee306697a5399593ff02b31fdcb36c790f2ee5f04	7066
verify_package.py	81ef6d5a7dc58bfe84173a49be798ea4e92ec1c10d3828a273198729617e0fd7	8374
test_cartan_regional_bridge.py	ee95389afa864f840d9e933bd1f0326ffb29f6cf415b2faaeed13ad69aaa67a3	5397
build_evidence_manifest.py	9cfb37e31c3b0f630c4d7023dd80e3f7b6bbb39686802797a802264f2213cd08	1576
verify_evidence_manifest.py	e9eeff65ccb030f9046281a4b244c7d5284300cb518cc0114a780897ca481605	775
exact_results.json	4059fb590a6e494c209eda722788c5c3492216605c4766e422caf479bbdb46ec	3775
independent_results.json	abd3c224a226023b437c0afbc26a74b731ac28402fa5346bdbca370135cf9408	2255
hostile_results.json	947f894a2b9727641889d37ed3d14456faeba7611f9a3ed312f6bcbe0e102481	1786
verification_results.json	f02b0fd57d78e93645d516e95670ba6aa4ef99bfb26764fbcf5da3ff4c203dcc	1105
