path	sha256	role
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	b2bdf9dd427871c6e951c6b47748b7663aa4a6264fcfcbff59b51f1ea2272003	founding supplied-depth ceiling
CURRENT_SCIENTIFIC_PREMISES.tsv	c39015df67dd616bea5891a6dae51048ad0645797c51d85da8165b7a631e427e	222-row exact premise authority at preregistration
udt_g197_native_kernel_provenance_and_startup_integrity_audit_2026-08-21/AUDIT_REPORT.md	4be1212f37075b3ce984bfb908239650c9f5b51917534ebd8421c93f90c77df2	native-kernel provenance guard
udt_g188_complete_coframe_null_jacobi_extension_2026-08-20/AUDIT_REPORT.md	89040e228f68d3e6cd3b3c8dad33c9feadd41cff244451f1c582edac5606b381	conditional full screen Jacobi evaluator
udt_g220_covariant_null_clock_arrow_timelive_lift_2026-08-22/AUDIT_REPORT.md	9806ac14f5d0bc419501878627dc79770ba4dd7c50f4f14dee0db216c3d9598f	conditional null incidence arrow
udt_g221_complete_coframe_null_clock_chord_2026-08-22/AUDIT_REPORT.md	f2bec21b49fd90460b319fa694a94f10d6ac23caebc8b553cc955956430f8c98	complete-coframe null chord
udt_g225_shared_event_normal_screen_carry_2026-08-22/AUDIT_REPORT.md	2fbbe377624b7fbaf0befd315586d9aba48b3a854a6102e5b3eb37b8c1cad762	screen comparison and path dependence
udt_g226_null_chain_conformal_symplectic_assembly_2026-08-22/AUDIT_REPORT.md	1b57ff55688a8e5f1b17827a56c1a66df90e356a6f9d1352099d8fa09fbafc97	conditional null-chain phase assembly
udt_g238_bao_heldout_query_typing_2026-08-23/AUDIT_REPORT.md	b80a199eedc6aff41484dbaa1aac07fe328fb44dfa5d58638267c3e3bb808318	held-out query and outcome closure
udt_g239_metric_reference_projected_point_process_operator_2026-08-23/AUDIT_REPORT.md	4c21366cf9f82a32124c25459ae50112b3e8ea47d316863b3f0a4c4451d3abfd	controlling operator result and open inputs
udt_g239_metric_reference_projected_point_process_operator_2026-08-23/EXACT_DERIVATION.md	ae398517a7a29e9faf39c1472b6f3182b95e236882fffb6d17c177bf6b42894e	exact sibling normalization and branch scope
