path	sha256	bytes
MAP.md	363031c6e20326603fecbb1b8a2692d89d2d8d6bead2c0e985fe9a50336e3496	2168
PONDER.md	1724af118a7f22a9ab1867e71e6b3d125bfbd4b9d785a3334e2618f6bc4985fc	1477
PREMISE_LEDGER.tsv	bef901bc61316aa6c8eb2ecc81d4eb605d02c8ec242c008fee63231912488ef5	1474
PREREGISTRATION.md	ab306f5e590a74fd95a5facdda7db54fee5ddc9c2b85f6ac51374fac12ee5189	6024
PREREGISTRATION_HASHES.tsv	e1622fee48017bac9dcccdb56ad92f18eeea01d1f85ef258f2265478255f9590	412
SOURCE_MANIFEST.tsv	f71d68e009094c08c2ebc178166ed546dcf61b186ab57668ae607155d9439251	1246
EXACT_DERIVATION.md	6333bbc585cbbb6cf3e1e814a4ee61334d5ed5c16f6b99df96a352e90ed52fb3	5987
AUDIT_REPORT.md	55a8f5d35b383a185bca76df978e4d2cfcc45a53b56de928fe8006f523bcac60	2685
EVIDENCE_GATES.md	bce9c8d60f67c824d0a5e0c889bee0ff122da9ccf32b1a2514ab80c0481b2554	1431
REPAIR_RECORD.md	23ee888a5a36bec78448d39a03b22ae9a0c33edab37858d1ee7cc015f3654955	2761
MULTI_AGENT_ADVERSARIAL_REVIEW.md	1c35d73821f53eb025712b2c949666c695cdcf78f6b71adcc0459a7d9dac0c2d	3105
RUN_LOG.txt	e86d4136a269aa605adc5ae78896831cff05f463124021243677559d9942c3c8	3611
STATUS_LEDGER.tsv	0f1068ca8fbad16856d718f3bd72be4efecfca23683f5d81b241a36dc6affd2c	1216
NEXT_GATE.md	a9915e5f2c473bcde5a6d8c719861e061f46198b7107392baf7a1abb4f6b7eb2	842
derive_second_jet_overlap.py	81fab108499cf85e725a4e7ea74bc973fc37dbfe4d6d67aedb83eb7786c386d2	18242
verify_second_jet_independent.py	5284074639eb2039fb382ca5a19604a450d0a963ebdd69b8de860cf0c8376c85	15500
hostile_mutation_tests.py	649832524bbb30c9c40fc3ef81696102ef40ab0074f6d7343a66cdbf015eede1	4304
verify_package.py	3880f895d96c74086e7b0201be31dd70de70f56d85ae33d638eb501cbddcf24d	4181
build_evidence_manifest.py	e26f9fb4f2ea01eec02f86d5f1d45b816deeada293fb78ff3e38818f564e1784	1464
verify_evidence_manifest.py	6e4650e73566894563d09f82b0e69871df8675d6e0dd5d04bb3e7323aa267678	1046
test_second_jet_overlap.py	11d2ae45312e1200461076009250a0a426ae57c381ae2fb0ad2cba3356b52f9e	2181
exact_results.json	c9d3f2355979d92490601457ecd14cd74946ef75a18be8d8cff19a8cac087e5e	3165
independent_results.json	8b4d4f2044c745dd84bc9ffcd349949898738f81fb5a880b2065ed9d071958cf	2558
hostile_results.json	493188eb156dfc46815e6b5cdc2410b4b3ae6bf50d0feda5c93c85492d834835	669
verification_results.json	1f6f6f8a948d06c91e7717463e73893c524e265322fcb2e3c3af8b10863165d7	767
