path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	1b598bfbee02df720c2ee2312ce1491d57a6b5067f4f821b363ea39dcbeb0183	current_premise_guard
udt_cmb_G78_profile_endpoint_source_owner_join_2026-08-11/EXTERNAL_REVIEW_ADJUDICATION.md	1b94d4293f72b734f7a1f7fe4e27483ba8ffbd62a706316ec81958e0ec584fa9	immediate_owner_gate
udt_cmb_G78_profile_endpoint_source_owner_join_2026-08-11/EXACT_DERIVATION.md	79892d8930ee1982ec6e3a48eb56b51e1569d8e1e3a9f789f1dec82228933df7	owner_join_algebra
udt_cmb_G75_center_regular_axial_profile_family_2026-08-11/EXACT_DERIVATION.md	37a5cb425c5c617f608f375ed12ef15aa5ac5c9ce9891c58ea06fab7839d4e62	profile_family_definition
udt_cmb_G75_center_regular_axial_profile_family_2026-08-11/PROFILE_ATLAS.tsv	c45f96312b7a89dcd8797a0ccac8c8506e69bd454bfb119acf34c43149af57c7	frozen_profile_universe
udt_cmb_G75_center_regular_axial_profile_family_2026-08-11/derive_profile_family.py	2ae16dbe3f077eae54420c1a1cdfd187adeec3e42b107e9f3577c11a98ffee82	profile_polynomial_semantics
udt_cmb_G77_full_family_direct_christoffel_replay_2026-08-11/EXACT_DERIVATION.md	53ed7fed587044bb4d502f1fb0fa49ef5b114e3e566ffb51837d486f0f61f759	direct_metric_equations
udt_cmb_G77_full_family_direct_christoffel_replay_2026-08-11/DIRECT_CHRISTOFFEL_ATLAS.tsv	eb2df5ab4948984af92092b89c7d197d28e20fac8eb9db710bdacf0efc0efa55	selected_geometry_direct_control
udt_cmb_G77_full_family_direct_christoffel_replay_2026-08-11/run_direct_christoffel_replay.py	1f916cfbc9a54dd1bacf2a692ea51214434846e987c9080bcb356a8472789f43	direct_metric_implementation
udt_cmb_G68_F01_F02_finite_path_jacobi_controls_2026-08-11/EXACT_DERIVATION.md	3c67542081edd46d32472d4aba5e5abcd21ca9866f4098f58a382a0fe83d6aef	jacobi_query_provenance
udt_cmb_G68_F01_F02_finite_path_jacobi_controls_2026-08-11/solve_finite_path.py	f0f495cf05211a2ac47a7fa917be64b1dd9c6dfc51dfbb5c1736520b42010d4a	jacobi_implementation_reference
udt_cmb_G72_metric_screen_response_join_2026-08-11/EXACT_DERIVATION.md	df319903a8beebe455ad9adde150b484104ec78f5e54ec9be50f155b626960d0	screen_response_typing
udt_sne_native_observer_query_replay_2026-08-11/EXACT_DERIVATION.md	c497d51b6a9381364cc9f318ecddbf47fabda015f4a8d48ef301d3a1b3139354	frozen_sne_relation_typing
udt_sne_native_observer_query_replay_2026-08-11/CORRECTION_OWNER_LEDGER.tsv	107c84890872fef3ca2db2723dc87f407492c8f4e6b925ecfc7556f264bf634e	sne_owner_guard
udt_common_query_pair_immersion_reconstruction_2026-08-11/EXACT_DERIVATION.md	bc96d6889075ede38271a4d63d3c021f7df0952b27f7e831c0d7161b97f737da	complete_query_typing
udt_terminal_reciprocal_ce_positional_derivation_2026-08-09/EXACT_DERIVATION.md	fa0e31b16df98c3af3cf4aec878c4369642945ce35de20ab8e13b91eaf135e7a	terminal_pair_depth_typing
