path	role	frozen_blob	frozen_sha256	frozen_size	current_sha256	unchanged_at_freeze
CURRENT_SCIENTIFIC_PREMISES.md	current_premise_prose	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	YES
CURRENT_SCIENTIFIC_PREMISES.tsv	current_premise_ledger	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	YES
udt_bootstrap_projector_admissibility_interface_2026-08-01/AUDIT_REPORT.md	parent_interface_result	7ea3f60776989e9f370c1280597f5ac0e62fa013	71ed44e3ad0eb2e28766393f75771d55a1c6fa1731b3656c19c7ee435ed74a0f	3025	71ed44e3ad0eb2e28766393f75771d55a1c6fa1731b3656c19c7ee435ed74a0f	YES
udt_bootstrap_projector_admissibility_interface_2026-08-01/ADMISSIBILITY_HIERARCHY.tsv	parent_fiber_types	002c369aba81c532e41d12d237020dc77508d812	0dfe76b3c38a5baabb3d865bb39a7cc41c6cd4fde130d550cbd37eefac6a40a7	993	0dfe76b3c38a5baabb3d865bb39a7cc41c6cd4fde130d550cbd37eefac6a40a7	YES
udt_bootstrap_projector_admissibility_interface_2026-08-01/MISSING_INPUT_LEDGER.tsv	parent_missing_slots	99e8ef94b3df52249612e3463e2e7459559275e1	5b9a813977294ec728bca374e72a43c997daab4fcb00e36aeeeebb16ed1be232	1098	5b9a813977294ec728bca374e72a43c997daab4fcb00e36aeeeebb16ed1be232	YES
udt_bootstrap_closure_ownership_audit_2026-08-01/AUDIT_REPORT.md	global_output_ownership	951fe65d059ef5fa0095ddc0d7e34526909fba9c	25e98f0d6c8022045b9b6b8aceb33bbbe7910c0f411ee094b5a1f033e2e914bd	4713	25e98f0d6c8022045b9b6b8aceb33bbbe7910c0f411ee094b5a1f033e2e914bd	YES
udt_bootstrap_closure_ownership_audit_2026-08-01/OUTPUT_OWNERSHIP_LEDGER.tsv	output_classes	c29aa8aac2e0817cb010c98237a4a0d107cd54a2	2d44081b1a0146f1a8292040e27eccdc3bcce0ecaf475a6edb8e6c5566820905	2798	2d44081b1a0146f1a8292040e27eccdc3bcce0ecaf475a6edb8e6c5566820905	YES
udt_bootstrap_closure_ownership_audit_2026-08-01/RETURN_OWNERSHIP_LEDGER.tsv	return_routes	def735046a3176d1e8f1b134f4e1ae4588e466ae	96f6ca3ef5133957dca1db763b2fb4e498da72e25507da0f49b9e2df32d1ed28	1549	96f6ca3ef5133957dca1db763b2fb4e498da72e25507da0f49b9e2df32d1ed28	YES
udt_bootstrap_to_local_response_map_audit_2026-07-25/PARAMETER_RESPONSE_LEDGER.tsv	curvature_holonomy_candidates	bbae8574cd6f11fe9c3fe50e7658d1ac398dc2bb	8c2f9b332adadf3dd4899c85e4dc202e55ca3e252f27a682c60ebc2ba565966d	1960	8c2f9b332adadf3dd4899c85e4dc202e55ca3e252f27a682c60ebc2ba565966d	YES
udt_global_metric_assembly_atlas_2026-07-22/AUDIT_REPORT.md	global_assembly_rulings	41ae13b2d01794988ce8a716e57ce8494c894b6c	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	14055	7a596530a78a75aec03bac6f35db31ebe534e0115ca51dda64acffd0c781844a	YES
