source_id	path	role
S01	SIMPLE_METRIC_MACRO.md	macro_lane_status
S02	simple_metric_xmax_POSTULATE.md	explicit_Xmax_postulate
S03	simple_metric_c_analogy_MAP.md	c_analogy_map
S04	simple_metric_c_analogy_rederive_results.md	c_analogy_rederivation
S05	simple_metric_elegance_SNe_character_results.md	SNe_character
S06	simple_metric_SNe_shape_clue_results.md	SNe_shape_result
S07	simple_metric_SNe_shape_clue_out.json	SNe_shape_machine_output
S08	simple_metric_pantheon_xmax_fit.py	Pantheon_fit_code
S09	simple_metric_pantheon_xmax_fit_results.md	Pantheon_fit_report
S10	simple_metric_pantheon_xmax_fit_out.json	Pantheon_fit_output
S11	simple_metric_pantheon_xmax_fit_fullcov.py	Pantheon_fullcov_code
S12	simple_metric_pantheon_xmax_fit_fullcov_out.json	Pantheon_fullcov_output
S13	sne_test_derived_law.py	SNe_law_test
S14	sne_test_derived_n.py	SNe_exponent_test
S15	sne_native_background_n2.py	SNe_background_control
