path	family	git_blob	sha256	dependency_hits	audit_disposition	effective_owner	routing_basis
angular_derivative_weight_selector_2026-07-20/AUDIT_REPORT.md	angular_derivative_weight_selector_2026-07-20	ddd5b965f7c637bf558005bf07f97cb5afeb93c4	26d5b09bbfac932c3982d6c1bc44e53ff6e9c901f5ae533b86f496bb6649de50	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
angular_derivative_weight_selector_2026-07-20/DERIVATION_RESULT.json	angular_derivative_weight_selector_2026-07-20	2b215535599c0faf48f545adf0e58d46dfc6625d	68e460193f4618091f1bedca157f68150767ee136752c3071e4679f057d68867	TRANSVERSE_RESPONSE	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
angular_derivative_weight_selector_2026-07-20/STATUS_LEDGER.tsv	angular_derivative_weight_selector_2026-07-20	f99f808a46a78280cfb12031de3d58693afd551f	7610f0eef3b5f05bead9e5c969317dbfd3db1d57bd3348d7d7346e298403f37b	ROUND_OR_DIAGONAL_SCREEN;TRANSVERSE_RESPONSE	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	angular_toric_closure_selector_2026-07-19	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	PARALLEL_PAIR_SCREEN	CURRENT_PREMISE_CONTROLLER_HASH_FROZEN	angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	Every row of the named status ledger has an explicit dependency decision in this audit.
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	angular_toric_closure_selector_2026-07-19	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	PARALLEL_PAIR_SCREEN	CURRENT_EXACT_ROW_ADJUDICATED	angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	Every row of the named status ledger has an explicit dependency decision in this audit.
asymptotic_boundary_lineage_audit_2026-07-19/AUDIT_REPORT.md	asymptotic_boundary_lineage_audit_2026-07-19	c9d732f0a1104a04bbcf945abf76ae86d12b1b89	bf10dc2d525e26723ee2eb2eaacf368ad8546e76b0a8d3ba0d3baa0b9639d11d	EQUAL_WEIGHT_OR_LAMBDA	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	bootstrap_csn_phi_angular_selector_2026-07-19	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
bootstrap_csn_phi_angular_selector_2026-07-19/DERIVATION_RESULT.json	bootstrap_csn_phi_angular_selector_2026-07-19	fb890e53af1b1daf28f638271ac1d7632bf116a8	712bde0c6d0dcdf1c033a96e4a5bb8de4d197a85837d0938647a875ad3d176b0	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
bootstrap_csn_phi_angular_selector_2026-07-19/STATUS_LEDGER.tsv	bootstrap_csn_phi_angular_selector_2026-07-19	d169c0ab5ed6d85d0e1bf7732dd2f11d6e65dbef	487fc2b4fed1e47b11fbe1c61325787a8bdb743227a8133f06dadfb66fc0c2ee	EQUAL_WEIGHT_OR_LAMBDA;SHEAR	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
bootstrap_variation_selector_2026-07-18/DERIVATION_RESULT.json	bootstrap_variation_selector_2026-07-18	b7f7e7ca9bd7e238e00ff15295c05aa924e409a3	04f6999a2fdcabb043f8f63c19cf45f85a661301c1649aff8e76718114d14336	EQUAL_WEIGHT_OR_LAMBDA	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G12-G16;udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv;udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
boundary_bootstrap_representative_selector_audit_2026-07-19/AUDIT_REPORT.md	boundary_bootstrap_representative_selector_audit_2026-07-19	6d4fd032d53821ec6c3fdec8a36a9e9ba80a8a5d	5b9fd3563e02ecd8907e0ac632412e3bb1784893c1a66ff2812724f23c71d25d	EQUAL_WEIGHT_OR_LAMBDA	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G12-G16;udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv;udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
boundary_bootstrap_representative_selector_audit_2026-07-19/DERIVATION_RESULT.json	boundary_bootstrap_representative_selector_audit_2026-07-19	f548a12e2d8d55a9df2f48222e7884dbcaa5247f	50a607c37297984b61d7ad4a8b97e2497836848d60560a693ae06ffc75974ea9	EQUAL_WEIGHT_OR_LAMBDA	HISTORICAL_SCOPED_FAMILY_WITH_EXPLICIT_CURRENT_AUTHORITY_ROUTE	CURRENT_SCIENTIFIC_PREMISES.tsv:G12-G16;udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv;udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	The historical package retains its exact scope; the named current owner controls any effective reuse under the general-screen correction.
c2_angular_reduction_selector_2026-07-20/AUDIT_REPORT.md	c2_angular_reduction_selector_2026-07-20	7b24ecc8cfdd96dcc67071ea07ae39f02522314d	7801d73e9ec2b6690c0ca023fcdce4ed6c6d507f5feb340164d13c1975f58315	SHEAR;ROUND_OR_DIAGONAL_SCREEN	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
c2_angular_reduction_selector_2026-07-20/DERIVATION_RESULT.json	c2_angular_reduction_selector_2026-07-20	61936010e35043c995afa117127ac0f1372ea9b8	069b91e1cccc9c19d0d799bad1ec52c862f4361ac58ae77210e4947d06b92259	SHEAR	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
c2_angular_reduction_selector_2026-07-20/STATUS_LEDGER.tsv	c2_angular_reduction_selector_2026-07-20	22134ffed95f928fa84647821b6f4e1d47281466	a4a27842471605a44e0220d9fea2dc6ec403bdf4fcebee6bc3c289404b2304d8	SHEAR	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
c2_coupled_reciprocal_twist_onshell_2026-07-20/AUDIT_REPORT.md	c2_coupled_reciprocal_twist_onshell_2026-07-20	414f5e9641448bf618876c984ebca43a2adb2e54	ac5cdce0b472ca84dd3df06cfa8736beb73937035f9cdf94aed2dd60d6074a46	SHEAR	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
c2_failed_basin_homotopy_2026-07-20/AUDIT_REPORT.md	c2_failed_basin_homotopy_2026-07-20	f97543bcc40fdda41bc9408f5db5783a0e86a418	70f469271759b7674229bb6a149d047a8ec767d9afd55f3a021e95fc6e16da9a	EQUAL_WEIGHT_OR_LAMBDA	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
c2_failed_basin_homotopy_2026-07-20/STATUS_LEDGER.tsv	c2_failed_basin_homotopy_2026-07-20	d1b2b672d06847dfa1eb391980557169166d3b55	5dac73b603a3a57fd05bacbfa788ebacb99217edd52ec4190728ff0e4f563f37	EQUAL_WEIGHT_OR_LAMBDA;ROUND_OR_DIAGONAL_SCREEN	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
c2_finite_cell_boundary_variation_2026-07-20/AUDIT_REPORT.md	c2_finite_cell_boundary_variation_2026-07-20	4b8166c38ecbeae00476027c6f200749a0f3442c	6e9e21f806deb876e3fb63e815e0b0afd2434c8dc5c19686e8c6ab68dd9b8600	SHEAR	HISTORICAL_C2_OR_BOUNDARY_LINEAGE_WITH_NAMED_CURRENT_OWNER	CURRENT_SCIENTIFIC_PREMISES.tsv:G10-G11-G16;native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv:S11-S25	Historical angular/coframe/boundary calculations retain their scope; current C2/Bach/EH/action authority is the named adjudication chain.
