path	source_role	git_blob	sha256	bytes	claim_rows
CURRENT_SCIENTIFIC_PREMISES.md	TOP_CURRENT_AUTHORITY_SOURCE	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493	0
CURRENT_SCIENTIFIC_PREMISES.tsv	ROW_ADJUDICATED_LEDGER	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277	16
HANDOFF.md	TOP_CURRENT_AUTHORITY_SOURCE	6ea1a5722e00595544638a146a0091e8b25bdbb5	d4c5c4ea3c104c73236dd8ab734ceed6c94d6c3714c58bd7c29bef2d8b4dc5c1	65987	0
LIVE.md	TOP_CURRENT_AUTHORITY_SOURCE	21c1ccb5b68e620fa69c8179f7aac3976c263add	d4f6b32b63e38efc4f0515e17b199d23bf4d22ee1cfec484bf71121be33182ef	122730	0
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	TOP_CURRENT_AUTHORITY_SOURCE	22fa72f6b6c274272170d6b062651b448f123058	6028c3d31a5bbb3bd356c75a9311e4d213eb83aedae030561e0ea3543934dfec	81559	0
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	CURRENT_PREMISE_CONTROLLER_SOURCE	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110	0
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	6049	18
matter_bootstrap_dimensional_inventory_2026-07-20/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	d79eb0c15f9356a3e24d53f03f5e0dd105faa3a2	062715f9229b5213e9b8924d08f35504a766008e9f6c3be923ef869142f0e0fe	2417	16
native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	bc30820893a31b1458a1e086eabfef7dd3ed7959	70cab9d5e10b03e0e3418129b67155e01d9f805c4397c69ef8795c4d2aaa5dfd	8676	33
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	CURRENT_PREMISE_CONTROLLER_SOURCE	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290	0
null_section_hopfion_metric_audit_2026-07-19/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	ca0de641261df9251d6e37c3f2f2dda179ae10f8	6f252615f91b41d6ea09eb33fc28c871d45205277c6a584d1fdd02eb4ed9dbcf	7726	22
scale_breaking_closure_census_2026-07-20/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	8a68bdaabdf5606ef253b8fc972cf989ae9f2d37	33fa9a3d07f27dec25269b114ab479edc26012a83187c2105291ca3b470e098a	2794	16
udt_bootstrap_clock_angular_closure_audit_2026-07-24/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	2a052fec6615b064a399fc71fbed504b62710cfb	2d3184b2f94cda0892445f4644e38c909a9ef29c961492ee51fa6846c1c1b78a	2601	26
udt_common_scale_neutrality_provenance_audit_2026-07-24/AUDIT_REPORT.md	CURRENT_PREMISE_CONTROLLER_SOURCE	1ddbd07fb788dde6322eebcf5c5935c35927e0fa	98e8fd166e8257e4ad4e40695d05b198c6fc4c1342e39bcfeb013c230a14321d	6559	0
udt_common_scale_neutrality_provenance_audit_2026-07-24/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	2afe2ca39ade32cc9c9873f6100239f2681ea37a	18076d2145bfb954b7a998c71de1f0eedad919c63c59ec75dcbf408a4432e0c6	3555	24
udt_complete_screen_response_branch_atlas_2026-07-28/AUDIT_REPORT.md	TOP_CURRENT_AUTHORITY_SOURCE	1e223d40abc8ffa97b8397b0f3632e1f94dd5fe2	c67c8d05ca12b17171987f43ba941ffb8cd93daab91c4ba7e4b284f78cde3bde	3407	0
udt_complete_screen_response_branch_atlas_2026-07-28/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	dcbbe82d46872031f9a5249573beb99d08a9ce9e	5fb4fcc4f956e56af91046c09ef46c3992e097d4157c2a6ff67b021a98bd131b	1866	14
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/AUDIT_REPORT.md	CURRENT_PREMISE_CONTROLLER_SOURCE	3f134a87767bfeefbe98a8464ba115dfed788239	3c7fed27fae474c8718ffe8f09dad858c12b0aba068494e2a8248fe19f642783	5790	0
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	CURRENT_PREMISE_CONTROLLER_SOURCE	aa7d624aa1282e46d6296f890661cf50bfde5c9f	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	2002	0
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	TOP_CURRENT_AUTHORITY_SOURCE	3f508e2d21328aef5a8e51cc7ca069ba3889992f	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	4171	0
udt_general_screen_complete_cell_atlas_2026-07-28/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	bb44fa42638a5cf8fbc677326b20374f54bba3fb	3d1352de95c99c2ca17265e666521cc646765aea6d0673c6531bd5377318eafc	2044	14
udt_global_functional_dof_constraint_rank_audit_2026-07-26/LOCAL_PRESENTATION_RANK.tsv	CURRENT_PREMISE_CONTROLLER_SOURCE	f5fb6f470824f5cba2189113afd51a40d87247aa	d0d72f3230396a4ee768b1aa9d946b457ac9ae10402f183817ada0de4cccd5ff	2072	0
udt_global_functional_dof_constraint_rank_audit_2026-07-26/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	edb8067b869222653149fb662b20f7a766824682	c36a7afe4e18c700c4fb9184a3086f3cc55c3c77a941221c5d5476b63b007778	2365	15
udt_global_local_relational_closure_audit_2026-07-25/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	a77c5ef6e6a5cb77ced5c7a49cfc7dfdcddb59d4	54f055a4800e0650e17f2a5ec842ed3a7b97fd13ef6b7a124d0c29a640c6e4dd	3260	21
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	82767e58f9137656163b7368054395c535d5591a	fbc7cdf83cb5744d6bd0b250646d0896ed3b0825a26732687fe70999b96efb4d	1206	14
udt_historical_angular_method_salvage_audit_2026-07-28/STATUS_LEDGER.tsv	ROW_ADJUDICATED_LEDGER	be925e67c9825bd3c84b5eab3785c3aa47f48fa8	6bbb56895a7e7c24fc388f73172d5a996baeb03e1f234269c0c296e658771668	1437	12
