id	object	status	exact_scope	remaining_open
S01	fixed_base_discovery	FROZEN_COMPLETE	1039_sources_174_families_at_e098338	future_or_unregistered_sources
S02	current_owner_claim_census	COMPLETE_BOUNDED	390_rows_from_22_effective_owner_ledgers	semantic_rewrite_of_all_historical_sentences
S03	founded_phi_and_observer_pair	UNAFFECTED_LOGICALLY_INDEPENDENT	derived_two_channel_reciprocal_depth	physical_pair_path_and_realized_profile
S04	lambda_complete_screen_role	REJECTED_GENERICALLY_RETAINED_AS_SUBFAMILY	isotropic_SO2_equivariant_trace_response	physical_full_screen_selector
S05	old_zero_shear_rows	RETAINED_SCOPE_CORRECTED	30_frozen_equal_weight_rows	full_screen_shear_dynamics
S06	general_screen_availability	DERIVED_CONFIGURATION_CLASS	stationary_off_shell_block_screen_S3	selection_offblocks_time_and_other_completions
S07	twisted_S3_parallel_split	NO_GO_ALL_INVERTIBLE_P_IN_REGISTERED_BLOCK_FAMILY	stationary_contact_S3	other_topologies_nonblock_and_nonstationary_metrics
S08	metric_natural_Lorentz_no_go	RETAINED	character_commutant_and_bracket_algebra	higher_jet_bilocal_set_valued_and_whole_solution_routes
S09	conditional_Hopf_toric_witnesses	RETAINED_SCOPE_CORRECTED	diagonal_round_toric_supplied_premises	physical_selection_inside_full_screen
S10	Hopf_toric_selector_route	REQUIRES_FULL_SCREEN_REDERIVATION_BEFORE_REUSE	N22_and_T18_only	full_screen_global_comparison
S11	bootstrap_clock_angular_solder	OPEN_WITH_STRONGER_NONUNIQUENESS	volume_blind_to_both_shears_no_parallel_split_on_control	native_off_shell_response_and_selector
S12	WRL_SNe_and_Xmax	UNCHANGED_EXCEPT_OPTIONAL_LAMBDA_INTERPRETATION	registered_macro_readout_and_open_global_pair_schema	global_physical_join
S13	static_Hopfion_and_dimensional_results	UNCHANGED	stated_carrier_action_box_and_dimensional_premises	carrier_emergence_unconditional_mass_and_scale
S14	C2_Bach_EH_and_complete_action	UNCHANGED_CONDITIONAL_OR_OPEN	controlling_variation_domain_CSN_and_minimality_premises	complete_native_action_source_boundary_charge
S15	overall	SURGICAL_SCOPE_REGRADE_NO_WHOLESALE_REDO	fixed_current_owner_and_forensic_census	separately_authorized_full_screen_selector_rederivation
