current_path	blob_oid	sha256	size_bytes	last_commit	role	load_bearing_use
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	c5732bedb7adb337e57cee72e1ea6fce481984e3	FOUNDATION	exact C0/C1 and open action/domain ledger
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	FOUNDATION	local common-scale equivalence and explicit non-conclusions
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	WORKING_PRINCIPLE	on-shell closure and density-window wording
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	SELECTOR_AUDIT	open locality, fields, derivative order, and variation domain
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	d6a53296e4827b9e522a602659179f229ddee288	b267fab1bb1b0b356e88315712f6ec6d9925732238e5a7ab90f6af59c25f59ec	13432	9f1a64af0eb7a9c8aa8e8698c40c84df39d0c9c7	FRONTIER	controlling pre-audit scientific status
CANON.md	a67e518b623c8715679b26d5736c7409e3ffcae3	5d99c0ba09fcee0429a34ac6b3dda4faff489b7d214b622fcbd286deb3785314	35011	564ac41c15bb39b778d5b3181eefaf9e903bb275	LIMITED_AUTHORITY_AND_SCOPE_EXCEPTION	static phi seal used; pre-July C-2026-06-10-3 weld disclosed but excluded from affirmative use by the July-1 firewall and not selector-adjudicated
bootstrap_variation_selector_2026-07-18/DERIVATION_REPORT.md	78ce9bc47375e0923d87a0e28a9456d3e8ed65ab	05a84a7bfeca3d78c628a3a6a343463db11497d66c5889ac0590655728d056f9	11789	378eac0ae0b615f4e64828d50bbe5d7d027393c1	PRIOR_AUDIT	three bootstrap placements and selector obstruction
bootstrap_variation_selector_2026-07-18/STATUS_LEDGER.tsv	113f2c64e598e97ded7c465f8f7dfa705bbb6005	d271b483a02e0732bbab7f597b59827810586894ea29a8717f3cfff3c87949e6	3832	378eac0ae0b615f4e64828d50bbe5d7d027393c1	PRIOR_LEDGER	bootstrap placement statuses
bootstrap_variation_selector_2026-07-18/PREMISE_LEDGER.tsv	9fec25ffc51380c4c27d1c234c512b7fa6a66b5e	8195f7537055e81a889eca60e4c1e6a23925c199678f22beda7f8eb86d0f30d1	2287	851b8f34a6cda8aebfcd65ab86bff3b7f3f4fd72	PRIOR_LEDGER	bootstrap premise audit
bootstrap_variation_selector_2026-07-18/DERIVATION_RESULT.json	b7f7e7ca9bd7e238e00ff15295c05aa924e409a3	04f6999a2fdcabb043f8f63c19cf45f85a661301c1649aff8e76718114d14336	3080	378eac0ae0b615f4e64828d50bbe5d7d027393c1	PRIOR_ALGEBRA	exact formal placement algebra
native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	3751d7098b31bd10cfbd6539aa5a57754e4b43b1	71ed06c21c3ef683d0579f2a883584b4f612de4f1b09e16300702b204d437eda	11945	ded310a8e997c0220d35b0620ae1ac4d45b1e106	ADJUDICATION	action and source status
