configuration_id	phi	gradient_norm	horizontal_support	vertical_support	screen_shear_rank	twist_rank	mixed_curvature_max_abs	relation_inferred
B0_L0_P0	-0.25	0.006488801591812709	0.1	0.11666666666666667	2	1	0.14155665208465312	NONE_OBSERVATION_ONLY
B0_L0_P1	-0.2559074074074074	3.088342636615657e-05	0.1228703703703704	0.14671296296296293	2	1	0.1314026783361868	NONE_OBSERVATION_ONLY
B0_L0_P2	-0.2358402620307382	0.011837852223119665	0.08162698412698413	0.13380291005291003	2	1	0.16339182531023247	NONE_OBSERVATION_ONLY
B0_L0_P3	-0.22811457545981356	0.007616573208652999	0.08282738095238096	0.10603174603174603	2	1	0.1423003148873022	NONE_OBSERVATION_ONLY
B0_L0_P4	-0.2688848558970913	0.005509752853236998	0.11506283068783069	0.12985008818342153	2	1	0.14070695306391512	NONE_OBSERVATION_ONLY
B0_L0_P5	-0.14263117283950616	0.0012760034685729534	0.08680555555555557	0.1236111111111111	2	1	0.1675422036215343	NONE_OBSERVATION_ONLY
B0_L0_P6	-0.3373070987654321	0.01226498962491166	0.12708333333333333	0.1550925925925926	2	1	0.13708738811676105	NONE_OBSERVATION_ONLY
B0_L0_P7	-0.20185185185185184	-0.002983116430345264	0.12592592592592594	0.11851851851851854	2	1	0.13455958391041395	NONE_OBSERVATION_ONLY
B0_L1_P0	-0.25	0.0016222003979531772	0.05	0.058333333333333334	2	1	0.060042230238379804	NONE_OBSERVATION_ONLY
B0_L1_P1	-0.2529537037037037	0.0005799823087347094	0.0614351851851852	0.07335648148148147	2	1	0.05575341426529279	NONE_OBSERVATION_ONLY
B0_L1_P2	-0.2429201310153691	0.0028865977585242498	0.040813492063492066	0.06690145502645502	2	1	0.065563859732659	NONE_OBSERVATION_ONLY
B0_L1_P3	-0.23905728772990678	0.0019414850173874343	0.04141369047619048	0.053015873015873016	2	1	0.06019619227008051	NONE_OBSERVATION_ONLY
B0_L1_P4	-0.25944242794854566	0.0013248084257978373	0.05753141534391534	0.06492504409171077	2	1	0.06009627925778403	NONE_OBSERVATION_ONLY
B0_L1_P5	-0.19631558641975308	0.0012464483984150183	0.04340277777777778	0.06180555555555555	2	1	0.06343634091223048	NONE_OBSERVATION_ONLY
B0_L1_P6	-0.29365354938271604	0.0025674423218706114	0.06354166666666666	0.0775462962962963	2	1	0.055000022985265976	NONE_OBSERVATION_ONLY
B0_L1_P7	-0.22592592592592592	-0.0001533479736198556	0.06296296296296297	0.05925925925925927	2	1	0.055934772854963045	NONE_OBSERVATION_ONLY
B0_L2_P0	-0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B0_L2_P1	-0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B0_L2_P2	-0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B0_L2_P3	-0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B0_L2_P4	-0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B0_L2_P5	-0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B0_L2_P6	-0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B0_L2_P7	-0.25	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B0_L3_P0	-0.25	0.0016222003979531772	0.05	0.058333333333333334	2	1	0.07485176122818145	NONE_OBSERVATION_ONLY
B0_L3_P1	-0.2470462962962963	0.001524030945411068	0.0614351851851852	0.07335648148148147	2	1	0.07109787754435576	NONE_OBSERVATION_ONLY
B0_L3_P2	-0.25707986898463087	0.002707707803899894	0.040813492063492066	0.06690145502645502	2	1	0.07791409357624657	NONE_OBSERVATION_ONLY
B0_L3_P3	-0.26094271227009325	0.002036361360322598	0.04141369047619048	0.053015873015873016	2	1	0.07697141641398117	NONE_OBSERVATION_ONLY
B0_L3_P4	-0.24055757205145434	0.001240245238476189	0.05753141534391534	0.06492504409171077	2	1	0.072881258767396	NONE_OBSERVATION_ONLY
B0_L3_P5	-0.3036844135802469	0.0034016910081927218	0.04340277777777778	0.06180555555555555	2	1	0.07414744402586883	NONE_OBSERVATION_ONLY
B0_L3_P6	-0.20634645061728396	0.0018731982213333188	0.06354166666666666	0.0775462962962963	2	1	0.07272282627765211	NONE_OBSERVATION_ONLY
B0_L3_P7	-0.2740740740740741	0.0010384833108058192	0.06296296296296297	0.05925925925925927	2	1	0.06782197207962658	NONE_OBSERVATION_ONLY
B0_L4_P0	-0.25	0.006488801591812709	0.1	0.11666666666666667	2	1	0.19039100025720956	NONE_OBSERVATION_ONLY
B0_L4_P1	-0.24409259259259258	0.007619051765342954	0.1228703703703704	0.14671296296296293	2	1	0.16612081517391522	NONE_OBSERVATION_ONLY
B0_L4_P2	-0.2641597379692618	0.01040555832306875	0.08162698412698413	0.13380291005291003	2	1	0.20820653913068177	NONE_OBSERVATION_ONLY
B0_L4_P3	-0.27188542454018644	0.00838199503025426	0.08282738095238096	0.10603174603174603	2	1	0.19885347599428405	NONE_OBSERVATION_ONLY
B0_L4_P4	-0.23111514410290865	0.004829685026511712	0.11506283068783069	0.12985008818342153	2	1	0.18195921333422532	NONE_OBSERVATION_ONLY
B0_L4_P5	-0.35736882716049384	0.018700270725149654	0.08680555555555557	0.1236111111111111	2	1	0.17040106045725426	NONE_OBSERVATION_ONLY
B0_L4_P6	-0.16269290123456792	0.006562744974812792	0.12708333333333333	0.1550925925925926	2	1	0.18053559246390127	NONE_OBSERVATION_ONLY
B0_L4_P7	-0.29814814814814816	0.0065737972030259426	0.12592592592592594	0.11851851851851854	2	1	0.15370575655024546	NONE_OBSERVATION_ONLY
B1_L0_P0	0.0	0.021292144518495374	0.1	0.1	2	1	0.22699514183451566	NONE_OBSERVATION_ONLY
B1_L0_P1	0.039695987654320995	0.014881344407619356	0.0975	0.07458333333333335	2	1	0.2675685445819267	NONE_OBSERVATION_ONLY
B1_L0_P2	-0.05157945956160241	0.022520707102182916	0.10222222222222223	0.12025793650793651	2	1	0.1575548214182195	NONE_OBSERVATION_ONLY
B1_L0_P3	-0.02380965765936004	0.014228927040892002	0.08077711640211642	0.08983134920634922	2	1	0.22549650511498312	NONE_OBSERVATION_ONLY
B1_L0_P4	0.02356997197026959	0.029451402164811184	0.11665013227513228	0.10859788359788361	2	1	0.23165823165747748	NONE_OBSERVATION_ONLY
B1_L0_P5	-0.028240740740740747	0.02106939317911096	0.10347222222222223	0.10069444444444446	2	1	0.2648831554474754	NONE_OBSERVATION_ONLY
B1_L0_P6	0.07847222222222221	0.020969825526111218	0.10486111111111113	0.08194444444444446	2	1	0.2639685076313484	NONE_OBSERVATION_ONLY
B1_L0_P7	0.0021604938271604967	0.019555198323194023	0.10185185185185187	0.08611111111111111	2	1	0.23127804889182874	NONE_OBSERVATION_ONLY
B1_L1_P0	0.0	0.0053230361296238435	0.05	0.05	2	1	0.10512909749409212	NONE_OBSERVATION_ONLY
B1_L1_P1	0.019847993827160498	0.0036182448048083958	0.04875	0.037291666666666674	2	1	0.11497190010045627	NONE_OBSERVATION_ONLY
B1_L1_P2	-0.025789729780801206	0.006042905226962008	0.051111111111111114	0.060128968253968254	2	1	0.0895854857848005	NONE_OBSERVATION_ONLY
B1_L1_P3	-0.01190482882968002	0.0036730956174710525	0.04038855820105821	0.04491567460317461	2	1	0.1048215698134976	NONE_OBSERVATION_ONLY
B1_L1_P4	0.011784985985134794	0.007142260666995105	0.05832506613756614	0.054298941798941805	2	1	0.10625075661878482	NONE_OBSERVATION_ONLY
B1_L1_P5	-0.014120370370370373	0.005508335298209285	0.051736111111111115	0.05034722222222223	2	1	0.11439404994913105	NONE_OBSERVATION_ONLY
B1_L1_P6	0.039236111111111104	0.004790603391312243	0.052430555555555564	0.04097222222222223	2	1	0.11486937352991149	NONE_OBSERVATION_ONLY
B1_L1_P7	0.0010802469135802483	0.005015945885602581	0.05092592592592594	0.043055555555555555	2	1	0.10644215835580446	NONE_OBSERVATION_ONLY
B1_L2_P0	0.0	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B1_L2_P1	0.0	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B1_L2_P2	0.0	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B1_L2_P3	0.0	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B1_L2_P4	0.0	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B1_L2_P5	0.0	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B1_L2_P6	0.0	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B1_L2_P7	0.0	0.0	0.0	0.0	0	0	0.0	NONE_OBSERVATION_ONLY
B1_L3_P0	0.0	0.0053230361296238435	0.05	0.05	2	1	0.08839215064776072	NONE_OBSERVATION_ONLY
B1_L3_P1	-0.019847993827160498	0.0034271148829816793	0.04875	0.037291666666666674	2	1	0.07904009243274047	NONE_OBSERVATION_ONLY
B1_L3_P2	0.025789729780801206	0.006957254092257803	0.051111111111111114	0.060128968253968254	2	1	0.10050721471885078	NONE_OBSERVATION_ONLY
B1_L3_P3	0.01190482882968002	0.0039222268888188605	0.04038855820105821	0.04491567460317461	2	1	0.08856466206648216	NONE_OBSERVATION_ONLY
B1_L3_P4	-0.011784985985134794	0.006723000601403674	0.05832506613756614	0.054298941798941805	2	1	0.08737419218870511	NONE_OBSERVATION_ONLY
B1_L3_P5	0.014120370370370373	0.0060325974111148815	0.051736111111111115	0.05034722222222223	2	1	0.07964133971242428	NONE_OBSERVATION_ONLY
B1_L3_P6	-0.039236111111111104	0.004031283399446025	0.052430555555555564	0.04097222222222223	2	1	0.0858249592851254	NONE_OBSERVATION_ONLY
B1_L3_P7	-0.0010802469135802483	0.00527727208131778	0.05092592592592594	0.043055555555555555	2	1	0.08662601996579651	NONE_OBSERVATION_ONLY
B1_L4_P0	0.0	0.021292144518495374	0.1	0.1	2	1	0.16672953304330546	NONE_OBSERVATION_ONLY
B1_L4_P1	-0.039695987654320995	0.0133511182838024	0.0975	0.07458333333333335	2	1	0.16415460767322626	NONE_OBSERVATION_ONLY
B1_L4_P2	0.05157945956160241	0.029846286182883007	0.10222222222222223	0.12025793650793651	2	1	0.20196456414918865	NONE_OBSERVATION_ONLY
B1_L4_P3	0.02380965765936004	0.016225477959436126	0.08077711640211642	0.08983134920634922	2	1	0.16045661450180415	NONE_OBSERVATION_ONLY
B1_L4_P4	-0.02356997197026959	0.026094350408208067	0.11665013227513228	0.10859788359788361	2	1	0.20245464639811755	NONE_OBSERVATION_ONLY
B1_L4_P5	0.028240740740740747	0.025289543688020503	0.10347222222222223	0.10069444444444446	2	1	0.16200053479048865	NONE_OBSERVATION_ONLY
B1_L4_P6	-0.07847222222222221	0.014830172809097344	0.10486111111111113	0.08194444444444446	2	1	0.21749162403378564	NONE_OBSERVATION_ONLY
B1_L4_P7	-0.0021604938271604967	0.021647464704725554	0.10185185185185187	0.08611111111111111	2	1	0.15212158985568439	NONE_OBSERVATION_ONLY
B2_L0_P0	0.25	0.03631994665054312	0.11666666666666667	0.15	2	1	0.2442878757571993	NONE_OBSERVATION_ONLY
B2_L0_P1	0.2141280864197531	0.04996099629855438	0.1675	0.14625	2	1	0.24296224163273902	NONE_OBSERVATION_ONLY
B2_L0_P2	0.26732234189972287	0.027148347034398487	0.07654761904761906	0.15476190476190477	2	1	0.2513889542036219	NONE_OBSERVATION_ONLY
B2_L0_P3	0.2818835270219199	0.04583189944287552	0.12052579365079365	0.17325396825396824	2	1	0.2619991163185587	NONE_OBSERVATION_ONLY
B2_L0_P4	0.22910873068363147	0.028229243288736872	0.11357473544973545	0.13039021164021164	2	1	0.236360704250853	NONE_OBSERVATION_ONLY
B2_L0_P5	0.17565586419753088	0.05451086342512872	0.13125	0.20833333333333331	2	1	0.281367501329144	NONE_OBSERVATION_ONLY
B2_L0_P6	0.21481481481481482	0.0391680910758943	0.1701388888888889	0.10555555555555557	2	1	0.2471410950344066	NONE_OBSERVATION_ONLY
B2_L0_P7	0.21450617283950618	0.046350532667015734	0.1111111111111111	0.18055555555555555	2	1	0.2329645742317443	NONE_OBSERVATION_ONLY
B2_L1_P0	0.25	0.00907998666263578	0.058333333333333334	0.075	2	1	0.1050191593683781	NONE_OBSERVATION_ONLY
B2_L1_P1	0.23206404320987653	0.01295394872980813	0.08375	0.073125	2	1	0.10468323128316818	NONE_OBSERVATION_ONLY
B2_L1_P2	0.2586611709498614	0.006761690921987379	0.03827380952380953	0.07738095238095238	2	1	0.10536454409559204	NONE_OBSERVATION_ONLY
B2_L1_P3	0.26594176351095994	0.011586652667002144	0.060262896825396824	0.08662698412698412	2	1	0.10999649733492337	NONE_OBSERVATION_ONLY
B2_L1_P4	0.23955436534181573	0.00697924097871158	0.05678736772486773	0.06519510582010582	2	1	0.10164401519460817	NONE_OBSERVATION_ONLY
B2_L1_P5	0.21282793209876544	0.014233920689728837	0.065625	0.10416666666666666	2	1	0.11392564428992817	NONE_OBSERVATION_ONLY
B2_L1_P6	0.2324074074074074	0.010558521469319255	0.08506944444444445	0.052777777777777785	2	1	0.10370991773847998	NONE_OBSERVATION_ONLY
