batch_id	original_path	current_path	introducing_commit	operator_provenance	imported_action_or_coupling	comparison_readout	role	scientific_lifecycle	scientific_family	runtime_import_modules	runtime_local_imports	runtime_file_io	introducing_commit_family_paths	result_evidence_companions	conceptual_operator_companions	frozen_or_manifest_bound_companions	current_control_frontier_companions	atomic_family_current_paths	standalone_move_safe	closure_ruling	execution_batch_status	adjudication_source	review_status	ruling_basis
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv10_E2_period.py	cascade_bv10_E2_period.py	add2f22217576fa96308c68bc459e8e271affddf	NATIVE_2026-07-01	NONE	NONE	NONE	HISTORICAL	SF01_THETA0_ACCUMULATION	mpmath;sympy	NONE	NONE	LIVE.md;cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_theta0_accumulation_results.md	cascade_th2_final_table.json;ladder_theta0_accumulation_results.md	cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	cascade_th2_final_table.json;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	LIVE.md	cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF01_THETA0_ACCUMULATION contains immutable companion(s) cascade_th2_final_table.json;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv10_E2_symbolic.py	cascade_bv10_E2_symbolic.py	add2f22217576fa96308c68bc459e8e271affddf	NATIVE_2026-07-01	NONE	NONE	NONE	HISTORICAL	SF01_THETA0_ACCUMULATION	sympy	NONE	NONE	LIVE.md;cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_theta0_accumulation_results.md	cascade_th2_final_table.json;ladder_theta0_accumulation_results.md	cascade_bv10_E2_period.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	cascade_th2_final_table.json;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	LIVE.md	cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF01_THETA0_ACCUMULATION contains immutable companion(s) cascade_th2_final_table.json;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv10_E3_bottom.py	cascade_bv10_E3_bottom.py	add2f22217576fa96308c68bc459e8e271affddf	NATIVE_2026-07-01	NONE	NONE	NONE	HISTORICAL	SF01_THETA0_ACCUMULATION	numpy;scipy	NONE	NONE	LIVE.md;cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_theta0_accumulation_results.md	cascade_th2_final_table.json;ladder_theta0_accumulation_results.md	cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	cascade_th2_final_table.json;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	LIVE.md	cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF01_THETA0_ACCUMULATION contains immutable companion(s) cascade_th2_final_table.json;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv10_cas.py	cascade_bv10_cas.py	add2f22217576fa96308c68bc459e8e271affddf	NATIVE_2026-07-01	NONE	NONE	NONE	HISTORICAL	SF01_THETA0_ACCUMULATION	sympy	NONE	NONE	LIVE.md;cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_theta0_accumulation_results.md	cascade_th2_final_table.json;ladder_theta0_accumulation_results.md	cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	cascade_th2_final_table.json;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	LIVE.md	cascade_bv10_E2_period.py;cascade_bv10_E2_symbolic.py;cascade_bv10_E3_bottom.py;cascade_bv10_assembly.py;cascade_bv10_cas.py;cascade_bv10_reshoot.py;cascade_th2_bottom_beta.py;cascade_th2_bottom_system.py;cascade_th2_cas_checks.py;cascade_th2_cas_kappa.py;cascade_th2_final_table.json;cascade_th2_final_table.py;cascade_th2_launch.py;cascade_th2_nodewise.py;cascade_th2_predict_measure.py;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF01_THETA0_ACCUMULATION contains immutable companion(s) cascade_th2_final_table.json;ladder_lemmaD_sealing_amplitude_results.md;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv11_v4_cas.py	cascade_bv11_v4_cas.py	48b50d402960f92aaa345daee26ae7dd14dca0c0	NATIVE_2026-07-01	NONE	NONE	NONE	HISTORICAL	SF02_TWIN_LADDER_INVOLUTION	sympy	NONE	NONE	LIVE.md;cascade_bv11_lib.py;cascade_bv11_v1_root.py;cascade_bv11_v1_scan.py;cascade_bv11_v1_tolcheck.py;cascade_bv11_v2_desert.py;cascade_bv11_v3_cap.py;cascade_bv11_v4_cas.py;cascade_bv11_v5_product.py;cascade_tw_cas.py;cascade_tw_confirm.py;cascade_tw_n1twin.py;cascade_tw_pred.py;cascade_tw_probe.py;cascade_tw_reshoot.py;twin_ladder_involution_results.md	twin_ladder_involution_results.md	cascade_bv11_lib.py;cascade_bv11_v1_root.py;cascade_bv11_v1_scan.py;cascade_bv11_v1_tolcheck.py;cascade_bv11_v2_desert.py;cascade_bv11_v3_cap.py;cascade_bv11_v5_product.py;cascade_tw_cas.py;cascade_tw_confirm.py;cascade_tw_n1twin.py;cascade_tw_pred.py;cascade_tw_probe.py;cascade_tw_reshoot.py;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md;twin_ladder_involution_results.md	ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md;twin_ladder_involution_results.md	LIVE.md	cascade_bv11_lib.py;cascade_bv11_v1_root.py;cascade_bv11_v1_scan.py;cascade_bv11_v1_tolcheck.py;cascade_bv11_v2_desert.py;cascade_bv11_v3_cap.py;cascade_bv11_v4_cas.py;cascade_bv11_v5_product.py;cascade_tw_cas.py;cascade_tw_confirm.py;cascade_tw_n1twin.py;cascade_tw_pred.py;cascade_tw_probe.py;cascade_tw_reshoot.py;ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md;twin_ladder_involution_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF02_TWIN_LADDER_INVOLUTION contains immutable companion(s) ladder_theta0_accumulation_results.md;native_field_equations_constrained_two_player_results.md;twin_ladder_involution_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv13_w1_classes.py	cascade_bv13_w1_classes.py	4ee798243b0911bdd8360710aa84ca75aefae039	NATIVE_2026-07-01	NONE	NONE	NONE	HISTORICAL	SF03_STABILITY_OPERATOR	sympy	NONE	NONE	cascade_bv13_backgrounds.py;cascade_bv13_matrices.py;cascade_bv13_matrices2.py;cascade_bv13_su_trans.py;cascade_bv13_vhat_probe.py;cascade_bv13_w1_classes.py;cascade_bv13_w1_machinery.py;cascade_bv13_w2_w3cas.py;cascade_bv13_w5_homothety.py;cascade_sf_cas1_bulk.py;cascade_sf_cas2_endpoint.py;cascade_sf_cas4_zeromodes.py;cascade_sf_d5_spotcheck.py;cascade_sf_d5b_extra.py;stability_operator_results.md	stability_operator_results.md	cascade_bv13_backgrounds.py;cascade_bv13_matrices.py;cascade_bv13_matrices2.py;cascade_bv13_su_trans.py;cascade_bv13_vhat_probe.py;cascade_bv13_w1_machinery.py;cascade_bv13_w2_w3cas.py;cascade_bv13_w5_homothety.py;cascade_sf_cas1_bulk.py;cascade_sf_cas2_endpoint.py;cascade_sf_cas4_zeromodes.py;cascade_sf_d5_spotcheck.py;cascade_sf_d5b_extra.py;native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md	native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md	NONE	cascade_bv13_backgrounds.py;cascade_bv13_matrices.py;cascade_bv13_matrices2.py;cascade_bv13_su_trans.py;cascade_bv13_vhat_probe.py;cascade_bv13_w1_classes.py;cascade_bv13_w1_machinery.py;cascade_bv13_w2_w3cas.py;cascade_bv13_w5_homothety.py;cascade_sf_cas1_bulk.py;cascade_sf_cas2_endpoint.py;cascade_sf_cas4_zeromodes.py;cascade_sf_d5_spotcheck.py;cascade_sf_d5b_extra.py;native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF03_STABILITY_OPERATOR contains immutable companion(s) native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv13_w2_w3cas.py	cascade_bv13_w2_w3cas.py	4ee798243b0911bdd8360710aa84ca75aefae039	NATIVE_2026-07-01	NONE	NONE	NONE	HISTORICAL	SF03_STABILITY_OPERATOR	sympy	NONE	NONE	cascade_bv13_backgrounds.py;cascade_bv13_matrices.py;cascade_bv13_matrices2.py;cascade_bv13_su_trans.py;cascade_bv13_vhat_probe.py;cascade_bv13_w1_classes.py;cascade_bv13_w1_machinery.py;cascade_bv13_w2_w3cas.py;cascade_bv13_w5_homothety.py;cascade_sf_cas1_bulk.py;cascade_sf_cas2_endpoint.py;cascade_sf_cas4_zeromodes.py;cascade_sf_d5_spotcheck.py;cascade_sf_d5b_extra.py;stability_operator_results.md	stability_operator_results.md	cascade_bv13_backgrounds.py;cascade_bv13_matrices.py;cascade_bv13_matrices2.py;cascade_bv13_su_trans.py;cascade_bv13_vhat_probe.py;cascade_bv13_w1_classes.py;cascade_bv13_w1_machinery.py;cascade_bv13_w5_homothety.py;cascade_sf_cas1_bulk.py;cascade_sf_cas2_endpoint.py;cascade_sf_cas4_zeromodes.py;cascade_sf_d5_spotcheck.py;cascade_sf_d5b_extra.py;native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md	native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md	NONE	cascade_bv13_backgrounds.py;cascade_bv13_matrices.py;cascade_bv13_matrices2.py;cascade_bv13_su_trans.py;cascade_bv13_vhat_probe.py;cascade_bv13_w1_classes.py;cascade_bv13_w1_machinery.py;cascade_bv13_w2_w3cas.py;cascade_bv13_w5_homothety.py;cascade_sf_cas1_bulk.py;cascade_sf_cas2_endpoint.py;cascade_sf_cas4_zeromodes.py;cascade_sf_d5_spotcheck.py;cascade_sf_d5b_extra.py;native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF03_STABILITY_OPERATOR contains immutable companion(s) native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv13_w5_homothety.py	cascade_bv13_w5_homothety.py	4ee798243b0911bdd8360710aa84ca75aefae039	NATIVE_2026-07-01	NONE	NONE	NONE	HISTORICAL	SF03_STABILITY_OPERATOR	sympy	NONE	NONE	cascade_bv13_backgrounds.py;cascade_bv13_matrices.py;cascade_bv13_matrices2.py;cascade_bv13_su_trans.py;cascade_bv13_vhat_probe.py;cascade_bv13_w1_classes.py;cascade_bv13_w1_machinery.py;cascade_bv13_w2_w3cas.py;cascade_bv13_w5_homothety.py;cascade_sf_cas1_bulk.py;cascade_sf_cas2_endpoint.py;cascade_sf_cas4_zeromodes.py;cascade_sf_d5_spotcheck.py;cascade_sf_d5b_extra.py;stability_operator_results.md	stability_operator_results.md	cascade_bv13_backgrounds.py;cascade_bv13_matrices.py;cascade_bv13_matrices2.py;cascade_bv13_su_trans.py;cascade_bv13_vhat_probe.py;cascade_bv13_w1_classes.py;cascade_bv13_w1_machinery.py;cascade_bv13_w2_w3cas.py;cascade_sf_cas1_bulk.py;cascade_sf_cas2_endpoint.py;cascade_sf_cas4_zeromodes.py;cascade_sf_d5_spotcheck.py;cascade_sf_d5b_extra.py;native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md	native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md	NONE	cascade_bv13_backgrounds.py;cascade_bv13_matrices.py;cascade_bv13_matrices2.py;cascade_bv13_su_trans.py;cascade_bv13_vhat_probe.py;cascade_bv13_w1_classes.py;cascade_bv13_w1_machinery.py;cascade_bv13_w2_w3cas.py;cascade_bv13_w5_homothety.py;cascade_sf_cas1_bulk.py;cascade_sf_cas2_endpoint.py;cascade_sf_cas4_zeromodes.py;cascade_sf_d5_spotcheck.py;cascade_sf_d5b_extra.py;native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF03_STABILITY_OPERATOR contains immutable companion(s) native_field_equations_constrained_two_player_results.md;stability_operator_results.md;twin_ladder_involution_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv16_cas.py	cascade_bv16_cas.py	5a82fbbd657402126c8f74af6b70bab92d02e274	NATIVE_2026-07-01	NONE	GR_EINSTEIN_TENSOR;MISNER_SHARP	REFERENCE_ONLY	HISTORICAL	SF04_ENERGY_ORIENTATION_READOUT	sympy	NONE	NONE	LIVE.md;cascade_bv16_cas.py;cascade_bv16_rungs.py;cascade_or_energy_cas.py;cascade_or_energy_numeric.py;cascade_or_energy_rung1_and_alignment.py;ladder_energy_orientation_results.md	ladder_energy_orientation_results.md	cascade_bv16_rungs.py;cascade_or_energy_cas.py;cascade_or_energy_numeric.py;cascade_or_energy_rung1_and_alignment.py;ladder_energy_orientation_results.md;native_field_equations_constrained_two_player_results.md	ladder_energy_orientation_results.md;native_field_equations_constrained_two_player_results.md	CANON.md;LIVE.md	cascade_bv16_cas.py;cascade_bv16_rungs.py;cascade_or_energy_cas.py;cascade_or_energy_numeric.py;cascade_or_energy_rung1_and_alignment.py;ladder_energy_orientation_results.md;native_field_equations_constrained_two_player_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF04_ENERGY_ORIENTATION_READOUT contains immutable companion(s) ladder_energy_orientation_results.md;native_field_equations_constrained_two_player_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_lemD_cas.py	cascade_lemD_cas.py	2836cc8694db1967ba0d03ee43184ab87238ae05	NATIVE_2026-07-01	NONE	NONE	NONE	HISTORICAL	SF05_LEMMA_D_SEALING_AMPLITUDE	sympy	NONE	NONE	LIVE.md;cascade_bv9_cas.py;cascade_bv9_fluxlaw_char.py;cascade_bv9_reshoot.py;cascade_bv9_reshoot_Z1.py;cascade_bv9_tables.py;cascade_lemD_bessel.py;cascade_lemD_cas.py;cascade_lemD_final.py;cascade_lemD_reshoot.py;cascade_lemD_table.py;cascade_lemD_universal.py;ladder_lemmaD_sealing_amplitude_results.md	ladder_lemmaD_sealing_amplitude_results.md	cascade_bv9_cas.py;cascade_bv9_fluxlaw_char.py;cascade_bv9_reshoot.py;cascade_bv9_reshoot_Z1.py;cascade_bv9_tables.py;cascade_lemD_bessel.py;cascade_lemD_final.py;cascade_lemD_reshoot.py;cascade_lemD_table.py;cascade_lemD_universal.py;cascade_stageC_results.md;ladder_lemmaD_sealing_amplitude_results.md;native_field_equations_constrained_two_player_results.md	cascade_stageC_results.md;ladder_lemmaD_sealing_amplitude_results.md;native_field_equations_constrained_two_player_results.md	LIVE.md	cascade_bv9_cas.py;cascade_bv9_fluxlaw_char.py;cascade_bv9_reshoot.py;cascade_bv9_reshoot_Z1.py;cascade_bv9_tables.py;cascade_lemD_bessel.py;cascade_lemD_cas.py;cascade_lemD_final.py;cascade_lemD_reshoot.py;cascade_lemD_table.py;cascade_lemD_universal.py;cascade_stageC_results.md;ladder_lemmaD_sealing_amplitude_results.md;native_field_equations_constrained_two_player_results.md	NO	BLOCKED_IMMUTABLE_FAMILY_COMPANION	WITHDRAWN_NO_EXECUTION_AUTHORITY	R1G_PROVENANCE+R1H_SCIENTIFIC_FAMILY_CLOSURE	R1H_SCIENTIFIC_FAMILY_REVIEWED	Runtime closure is NONE/NONE; scientific family SF05_LEMMA_D_SEALING_AMPLITUDE contains immutable companion(s) cascade_stageC_results.md;ladder_lemmaD_sealing_amplitude_results.md;native_field_equations_constrained_two_player_results.md. Moving only this script would split the recorded derivation/verifier from required frozen result or provenance evidence.
