path	size	sha256
ARBITRARY_FREQUENCY_FAMILIES.tsv	726	2f323dbb815a67bdef447794a671ff3e56264887a8d2d2a4be0814d1cf2910c1
AUDIT_REPORT.md	2524	6380857ad4d7b133aededa11f79e7c1929913e9cdda900f62e901e92fd6fad61
CATCH_PROOF_RESULT.json	887	b7df11f3f81b343738fe3d3aff4412137a9b485f376eba7bdc7826ce503d0409
COMPATIBILITY_BLOCKS.tsv	481	4864a74f28e3cd1d5aaa1863956bdeaa6140b66485b79d94881d2b4852428459
COMPLETENESS_MAP.md	1122	46a12723d7b03e13212a4198a8d4bde4fa876d5bc7c93df218f5229cc54e2498
DERIVATION_RESULT.json	1033	4f06171f99b234b569fcf9a2fe5ef1117a9c3d9943d4b411e045ce698fb6d2c6
EXACT_DERIVATION.md	9147	f6ce405e7bdb9c590d48fbeca728e879d9f0225aad3066424a2d3cf9e0e709d5
EXTERNAL_REVIEW_ADJUDICATION.md	2270	0854ea1f7522e307425c21109b31c0bd49cba5b204a7c0132cc031e2e63a0e9c
EXTERNAL_REVIEW_DISPATCH.md	4995	e2a172b08fdaf452876bc545a7307809be1782be77a849bae3221aabb1098ca1
EXTERNAL_REVIEW_RAW.md	3378	1c4b23a660859993a6f68c71687bfc181db321d4619810343fcbecb067408e7b
FALSIFICATION_CONTRACT.tsv	1110	48f111c4cde16e297e7ee2a4e7caf7f6cca7dd146e97face9de0a20b15ed9749
FINAL_VERIFICATION.md	2563	2ec3bd6f39f5fcc90cba1459d4b8bd55384f5f8fc4ef89cb4b4383e721d57d71
INDEPENDENT_VERIFICATION_RESULT.json	408	f31cec12fe6a47be3799d8c97ea4447675a0eec6cfd5409f725ac7fe1478d2fd
LAY_REPORT.md	1069	e97bd90a703b29bf93fe3ac3261f803af058b46f4e7f69e5f10ae2fb675ae532
NEXT_STEP.md	960	92aba05b4366e1f9fac501c5d692db2633d1c321bb38677163ca9c936b7cc309
PONDER_MAP.md	977	d2dc9147f6f529615f9866868e6beb2aa6a24e65cf915ca052b52d867b6b08cc
PREMISE_LEDGER.tsv	1397	355d8bf510b3b3620ac46a8a6058c7968eb84bafc4981737e31d94b9226f80a1
PREREGISTRATION.md	4226	79c116d642238b27c7b03b7c18089bab6e508405ac3f23a3f5a1d8d6ec5a420b
PRE_REVIEW_REPORT.md	917	72dec3e30d9de3aac0035e6e51f097998a9ed33df2a4c241c2bd2cbf4aab3402
REPOSITORY_GATES.json	1275	ba2e60332d0e75f37a7ba9ce9672b72bf9903559fb61e080cfdea859a071e9ca
SEALED_INTAKE_CORRECTION.md	837	1fc949c80f9a9f20612420c0de76ebb780d7671b1898188f29769745bed230b2
SEALED_INTAKE_REPLAY_RESULT.json	378	9de2a50e1e609ee6493c65d75f74638189a537606481858607befe892a098a82
SOURCE_MANIFEST.tsv	2211	44a32f47e61f24a889ad32a47f5ed8fd12c9eb8b5d76086169787e3086bdf915
STATUS_LEDGER.tsv	1202	8670faeaea3a98319444093438c85dc28a55d63862c4374337a2a4972f1ece46
TIMELIVE_AXES.tsv	1011	d8682fd0481b3efad60bbdad3f214773596426286f3bb1c4b115a5aff6741ac7
TRAJECTORY_CLASSIFICATION.tsv	700	0475eaadf9c651dacc0d03ef877830b7172d1c0b367ca3d260d4dd7e19a165f5
build_package_manifest.py	990	3e62a1972dc5b44e1c5ca96795160e0878eccfd7b9ad52e4ed6833adb74220cd
derive_timelive_orchestra.py	10511	749bbb3b978519fb6f8d66aeda069552d089c3dd8b46230c9bf6bad2c979230d
run_catch_proofs.py	3992	424c92cef239499fe2df5bcecac612e19eb9bf311b8c552f0e8f9165d025e21d
verify_fixed_base_sources.py	977	e546b0b0bec4b090c922720cf46e0e67147362519ccadb3af3b1d79a7cbfedcf
verify_package_manifest.py	1096	a7429561e6bbf61df5f33c035c11f54c62da14397c9debe7f25efafde0bb04b9
verify_preregistration.py	1585	a12bae5de2fa1d06329f9b9b7f5831faace5063fba80b37b3be950bda3794e4e
verify_repository_gates.py	10069	764706427abbb313a37d3aaf4bfdacb0bf342017b9a21ea07ee81449cf821c93
verify_sealed_intake.py	1415	3a84e204c8676b83ffc3af5ec4ab341ebdbfeb949389e21f32f539123871a132
verify_timelive_orchestra_independent.py	7478	7b5d0cda89ea4e07cdc4bfa05f767b0cf3bc1fffa55d1fa5923b0839324de8f1
