path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	57ee666f07dfe61deddc6baed588c6f1f4fb39475c4cd7bef49f12082f20f452	current premise ownership
udt_pair_instrument_mixing_solution_space_audit_2026-08-10/EXACT_DERIVATION.md	82a7a80fa58a5196ef27e8ca8e773ed0a78956a9044fe1a5699ce83494758209	G59 matrix orchestra
udt_pair_instrument_mixing_solution_space_audit_2026-08-10/AUDIT_REPORT.md	38dd5e943c5c0e1e68a3ed52bbaee9d88c45fcb24d4acea73c0e9b8e871ac8e8	G59 status
udt_complete_coframe_calibration_transport_from_scratch_2026-08-10/EXACT_DERIVATION.md	3c6fcfbe1e9e114d751705b50af0909f94990fc1a60010b3ab4d82328a4aa1ef	full pair differential identities
udt_complete_coframe_calibration_transport_from_scratch_2026-08-10/AUDIT_REPORT.md	7e1b3709126fb7ab3e89ffc7d68fee816f5edd1cc9b4e983dcf6a30434159844	transport status
udt_copresent_causal_pair_functor_selector_audit_2026-08-10/EXACT_DERIVATION.md	b126515633a6f2aff6d34df820c005c9c77f46d279bf890781e3e67597c9333b	causal join and time-live distinction
udt_copresent_causal_pair_functor_selector_audit_2026-08-10/AUDIT_REPORT.md	a9096d6251562959f16325bf165b475f3b81b430abdc415bcf4a1328a6815722	causal scope status
udt_factorized_whole_spacetime_skeleton_2026-08-04/WHOLE_SPACETIME_SKELETON.md	e47706635621068564dbbf40338eb7a59eb37e6fa3a0d96b5c59d7a390e50eb4	factorized coframe parent
udt_factorized_whole_spacetime_skeleton_2026-08-04/AUDIT_REPORT.md	8a56d5ca8a73069e17eaa69fac5c134bddf07e8db9ab37af40787de06f89761b	configuration versus law distinction
udt_full_coframe_first_jet_stratified_transition_atlas_2026-08-04/EXACT_DERIVATION.md	0fe738597c746b4072eb555de7a6034857d05f05fac3df0f3a570a107134e257	first-jet freedom and prior no-evolution result
udt_full_coframe_first_jet_stratified_transition_atlas_2026-08-04/AUDIT_REPORT.md	7b3cc8044e36ab451b6c1dc07e6830334bb6d288e77fb95a86926eadc337223a	first-jet status
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/EXACT_DERIVATION.md	c041ccf8a718d44728abe2f617767b8553e3d2795aa9988945d93035ff0b7ec2	conditional split and stationary control
udt_r17_intrinsic_pair_foliation_integrability_audit_2026-08-10/AUDIT_REPORT.md	7259611af38f9b4f374d22390f1b5580044d211d2b117701fb007affc64f8944	R17 conditional status
