path	git_blob	sha256	bytes	first_commit	first_date	last_commit	last_date	source_class	permitted_use
UDT_NATIVE_ACTION_COLD_PACKET.md	dbe0292e446291cdc620abfb261447cb9f7d969f	d38232792ac78188687db433a3f60a08c775c46e9ecf5fc42ad7953dc89fadb0	13221	50c02104ffe5d70f8c97aa1077f625b4a76a4f51	2026-07-17T18:55:34-04:00	c5732bedb7adb337e57cee72e1ea6fce481984e3	2026-07-17T21:46:56-04:00	CURRENT_FOUNDATION	exact C0/C1 and missing-law ledger
UDT_COMMON_SCALE_NEUTRALITY_POSTULATE_2026-07-15.md	db2959c45beb48f7417b211039dd8e8c71d2f1ef	4bb0da9098da0a9970602e2449615eef151796b0d7fe7a9978f4b66145748a34	2886	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_FOUNDATION	CSN statement and limits
UDT_GLOBAL_BOOTSTRAP_PRINCIPLE_2026-07-15.md	5e2a9692a18dac25f4c8f5ace643fd11e7427e65	ce14075bad1ff4b6ea9b41e35dc6b63dfc5a9ae13478bd57c80b1502f33fb540	2693	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	167e9ea275fb7e4ef048ea1bbb7cf902992e0bf5	2026-07-17T18:12:12-04:00	CURRENT_FOUNDATION	global complete-solution principle and limits
native_action_final_adjudication_2026-07-18/FINAL_ADJUDICATION_REPORT.md	3751d7098b31bd10cfbd6539aa5a57754e4b43b1	71ed06c21c3ef683d0579f2a883584b4f612de4f1b09e16300702b204d437eda	11945	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	CURRENT_ADJUDICATION	action, source, variation, boundary status
native_action_final_adjudication_2026-07-18/FINAL_STATUS_LEDGER.tsv	bc30820893a31b1458a1e086eabfef7dd3ed7959	70cab9d5e10b03e0e3418129b67155e01d9f805c4397c69ef8795c4d2aaa5dfd	8676	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	CURRENT_ADJUDICATION	machine-readable action statuses
native_action_final_adjudication_2026-07-18/PROVENANCE_FIREWALL.tsv	d21d0f6b55aa9bea134b84aaab692fe9b5b63e39	44ef90293f3ade58c1b58186602a8ae3ec2d18efe85d28da1acee4a64f479317	3811	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	ded310a8e997c0220d35b0620ae1ac4d45b1e106	2026-07-18T09:14:52-04:00	CURRENT_FIREWALL	July-1 affirmative-physics restriction
UDT_GR_TO_UDT_SELECTOR_AUDIT_2026-07-18.md	7c59d775e473df5ea0b59ec0c20312ac7fccfbee	db4a426b021e375fa4bca0d870aaf973de319de3b08072195d001a056630832d	11205	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	bfa0b9a9371fab0266315bc2bb6845b8a7446a18	2026-07-18T09:43:50-04:00	CURRENT_SELECTOR_AUDIT	conditional C2/EH routes and missing selector
reciprocity_offshell_constraint_selector_2026-07-18/STATUS_LEDGER.tsv	700d13babb1db42e0536e1d978859e2fac5b1bc6	3b2879d8a61c6feac8c14e7a2ec21d575e81e5ff0f941754588527ffb3eef076	5633	9e08bccaf6a2ad9d7b464850560bc5f01d8349bf	2026-07-18T22:05:12-04:00	9e08bccaf6a2ad9d7b464850560bc5f01d8349bf	2026-07-18T22:05:12-04:00	CURRENT_SELECTOR_AUDIT	reciprocity/off-shell status
reciprocal_line_realization_selector_2026-07-18/STATUS_LEDGER.tsv	d2aa2e58060007126b74d962337aba0cf50e34c9	b3a0edea452a7873b8bf8a7aeacaa4339a620f7901e673f942a8319dc6023faa	4473	b3cd93bd92960b89935b9946b88f2e6017195c99	2026-07-18T22:33:53-04:00	b3cd93bd92960b89935b9946b88f2e6017195c99	2026-07-18T22:33:53-04:00	CURRENT_SELECTOR_AUDIT	reciprocal line realization status
transverse_reciprocal_realization_selector_2026-07-19/AUDIT_REPORT.md	266ccc71080fcebffbf9e3bcdf63303997a929f6	567994f42ecf608b4d5015d46cb6746067f24d29219a1c5ac9c460c8fd156745	19493	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	CURRENT_SELECTOR_AUDIT	full transverse realization and freedoms
transverse_reciprocal_realization_selector_2026-07-19/STATUS_LEDGER.tsv	a7725b33d03034730e7dcf3a0ff43311c9eb8104	e3460c54543dbaac2dfb4d6b33e4f23318a8abe00a25645c285214e04138cada	7318	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	75c62d1a357821d4957588e640ba03f0bc0f285e	2026-07-19T15:33:23-04:00	CURRENT_SELECTOR_AUDIT	transverse machine-readable statuses
angular_toric_closure_selector_2026-07-19/AUDIT_REPORT.md	4104ed440be3efa52456bad89baef710e99ffa67	4e1178a7993a6f3f3e94713df27d0ab8c140b96ef613c5fa09099af72941cb8b	16110	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	CURRENT_SELECTOR_AUDIT	conditional Hopf-orbit compatibility and open selection
angular_toric_closure_selector_2026-07-19/STATUS_LEDGER.tsv	80b0ce7857cd2936b7f32f55aeee9dac5a0a5e83	d39b40f919c4f1b23b7785c2d5ce0b3cb325620eea7463eff4182082d2211f90	6049	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	671206e94b9a842a919b014c1dc47ef0713e2964	2026-07-19T13:55:29-04:00	CURRENT_SELECTOR_AUDIT	angular closure statuses
projective_transport_section_selector_2026-07-19/AUDIT_REPORT.md	daba994184a43c0c5702bc0b45fea309afc1b41a	e111efd8413a7289279bf868cd0fc79359a4378160815597d94388876d53508f	18923	e76d748881e6a091ce367a4c11db640700724bfb	2026-07-19T15:55:10-04:00	e76d748881e6a091ce367a4c11db640700724bfb	2026-07-19T15:55:10-04:00	CURRENT_SELECTOR_AUDIT	connection, transport, holonomy fixed-set limits
projective_transport_section_selector_2026-07-19/STATUS_LEDGER.tsv	0a77a24b7a24d8a07376de4792faece8b3cef232	788f1ccfbaf4fc6fdd76903fc0cd1b2961d2d64d68bfb9f15d81d95f175d9c2b	5865	e76d748881e6a091ce367a4c11db640700724bfb	2026-07-19T15:55:10-04:00	e76d748881e6a091ce367a4c11db640700724bfb	2026-07-19T15:55:10-04:00	CURRENT_SELECTOR_AUDIT	projective transport statuses
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290	2934c5378fdffd239f86dc270184c3190c41b881	2026-07-19T11:40:27-04:00	2934c5378fdffd239f86dc270184c3190c41b881	2026-07-19T11:40:27-04:00	CURRENT_PARTICLE_AUDIT	full 3D Hopf capability and conditional carrier
