path	bytes	sha256
ADVERSARIAL_REVIEW_REQUEST.md	1703	9ca54151704df17a2564bc810f063e6ffcea42950c5f950c316c3fde926ff84d
AUDIT_REPORT.md	4965	2b7416196476354244de2cff9a6da3741038c973e2556aa0ef479fe7b37559fc
CATCH_PROOFS.tsv	723	8f5f5e274b0a3f8e999bdce5ddbc3c6fe262b0d17ef9d2cf9ff775a1377ebd80
COMMANDS.md	397	23b700ce1f4d67d693245a937761ea00227c3fe7364e7a2a36cb22fbb5086592
COMPLETENESS_MAP.md	1349	13ca96978b52056efd8d998b826be84a2cee57e321903894889e9c6131631ff5
EXACT_DERIVATION.md	6678	beca8e6c5ae30ec8b834b57a1aca007a959bdcbbf01bb95c1963f9d7a15baaff
FAMILY_COMPATIBILITY_LEDGER.tsv	1138	b57d830691b6c622b3a53386a47a404347e0de92c7ab6b70772fafed72c6d5c3
FOUR_GATES.md	1162	c2a7c2ad25435497592e2f9fd677ab4bb858da4d4618e0875f44f03421f6187a
FRESH_ADVERSARIAL_REVIEW.md	8156	286c082c510cc930dddf9662463f5039fa34366cd4b9d1e74c811308a2cd2934
INDEPENDENT_RESULT.json	1618	2cebb9389dbebb07a366b9fdc69d9bac2164e4742907015a2b731458f47c4c43
JET_STRATUM_UNIVERSE.tsv	1478	8cc02452b9853f5101cc36a348b957c50bcfbe12b9d9e54062e77c79be9e0788
LAY_REPORT.md	2176	24bc644ab556e413b023fb41b88816911c762eff9329b653aa9074d0dae00706
OBSERVABLE_UNIVERSE.tsv	1321	8f796f6ba6009ec48a13533c7d25deda33b48d510137050fcc2ae75ee41353b3
OPERATION_UNIVERSE.tsv	1200	66dde278d9d9dcc0936d727c15e289208d71908b7624b5e6392df57f8c900ed5
OWNERSHIP_ARCHITECTURE_UNIVERSE.tsv	991	8905a0602cde87a1d368f5763695bc0ea7edd861d3d11c7454f8c69607bc8b84
PREMISE_LEDGER.tsv	1651	485a77e28cf4a09db83c1c5e2dc33cf230b180899900f4987f7b2997626bcc32
PREREGISTRATION.md	7799	c951b01d7f1503f545c4eaa84602d85220095eccc70222c02aa5cbcbd79d303f
REALIZATION_FAMILY_UNIVERSE.tsv	1321	05124a74c8e291d85f232f1c4ee6c6ed23622cbf5ac10ec9bae0f9907d39becb
REPOSITORY_GATES.json	408	92328c12080b47ece1672a689c8e81188e09977a0a91eb7d640c2a40fd60d97c
RESULT.json	8345	3490a7ae8d61129b235cd2f4583b3e69bf900eece2359683acfcd0639460de58
REVIEW_CLOSURE.md	1043	fa39fc1a40f7dde7cced6fd68d25643b2c65bf775b6020e3c8c75750a417a451
RIGHT_INVERSE_WITNESSES.json	24655	62ffdbfe452ab61ee5f98a86d626a07c1ed5b51d097e2347c32d2d1acc261174
RUN_ENVIRONMENT.json	451	4c3eedf7c5749846e8c532a1c14e7869ba11114cdd91762b868f975da70717b0
SOURCE_ADJUDICATION.tsv	5352	18e717b0d2bd055397cb05a5f9f8809f27103d9f9fbfd72a566f88b68a1ee4e1
STATUS_LEDGER.tsv	1868	db34443e046507a177aecc8037bebd63855d99c74ee9aa22c2ca148ae8004b46
VERIFICATION_RESULT.json	4162	368ae35c605de45f7aba90d69c9cffe95c63104cdd3d855acd4439dece4ce8e2
derive_same_solution.py	15017	6c787142ed1101bb8d70339a3f063085763900c264c234cfe65b89f55099b10f
independent_same_solution.py	8057	3e54d44b1760a9aa011e7e85126f6d2ba034472b9dc1c5fe21dd89ce96126da6
verify_audit.py	12818	c8f5c3d3b308e8f87dcb3c03e96e889bb9c0effe2e0ec56cfbd3513d383387fd
verify_package_manifest.py	1255	86286985fe93efd46fffc33fb34cb5d187319ea0b392b671bc8eaef428ad09c4
verify_repository_gates.py	6130	a7a724616a9329b05a7b307b291f0c3013bcacb9d2baa291c631e71668e72dfa
