path	git_blob	sha256	bytes
CURRENT_SCIENTIFIC_PREMISES.tsv	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290
udt_complete_coframe_native_selector_audit_2026-07-26/AUDIT_REPORT.md	fed10038348e7bb06d3074a852b586504ed8798a	260979d6e5449844c5ed4676f3cebc331934dfa17d9df3e92f6fabeb86ada507	5108
udt_complete_coframe_physical_comparison_functor_audit_2026-07-27/STATUS_LEDGER.tsv	60c1bb548023012144473a91c07ba0298a125dad	437187d97362adfae16139d4e7fbaba2fc6d70d0ba161a9d492206ff3bbfc3fa	2567
udt_complete_physical_comparison_map_audit_2026-07-27/AUDIT_REPORT.md	ad62ca1a6b85d04941719adc164db22f2ad4b457	9be7ec15352a672eea3bd9e463264c72098359ce7b038fd2d7b781000310ea45	5174
udt_complete_physical_comparison_map_audit_2026-07-27/AXIOM_LEDGER.tsv	e9ada5a9e446639406d19d14ffb2b8a0dc3c5bcb	f96df43bc6acd9b5e8ff4b153fcacaa853ff0f0669858d42dfa9e0c3560a6c81	1252
udt_factorized_whole_spacetime_skeleton_2026-08-04/WHOLE_SPACETIME_SKELETON.md	b526d0a245373983e0272ff1d42732ce1da961eb	e47706635621068564dbbf40338eb7a59eb37e6fa3a0d96b5c59d7a390e50eb4	9567
udt_founded_phi_complete_coframe_extension_audit_2026-07-25/EXTENSION_CLASS_LEDGER.tsv	aa7d624aa1282e46d6296f890661cf50bfde5c9f	7a4fba1c6f9d02eb7ca12ac953d04e1c04e2b7271598dc99e51db5baeddedb08	2002
udt_founding_reciprocity_object_audit_2026-07-27/AUDIT_REPORT.md	c77d47beee18489fcd9fe7b5ef2d1c31f8eeedbd	718878082fd4dc545df29ac626389f957514a6463cbc61ad9a5eff58dd786bb4	4340
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	3f508e2d21328aef5a8e51cc7ca069ba3889992f	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	4171
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETION_DESCENT_ATLAS.tsv	50e0c5b5e55cc8d9fadb83340f6331a8815b9e16	b92c3b85268d354817b03e7f0b166c171ab8589f0ac7a108b8026d67fd7d5064	2341
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	b4f9a0300cc3053f53b69ad28f1122e416273113	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	7384
udt_global_coframe_cocycle_audit_2026-07-20/AUDIT_REPORT.md	51bc7db847772cac5afa70bb3b417eb1a40c7914	cfb733d40271bcdb0259c91c631caaa4a80d96cd54350df61ca8c4e4f149819e	8500
udt_global_coframe_cocycle_audit_2026-07-20/COCYCLE_CLASSIFICATION.tsv	a631af2da39f38427b4157a427886b31d6dc4055	b78b2c5762ca1438e68c4d8e07849fa6809a5f4a862ea1b69753743a5543ef3a	2003
udt_global_coframe_cocycle_audit_2026-07-20/STATUS_LEDGER.tsv	52ec6dba8b8e7829a69ded274688e71948e6807d	f546e0ce571d59dbc5a0b6407ed7b027d19daac82104e2ebe6bb75ddef9f384c	4495
udt_global_coframe_cocycle_audit_2026-07-20/TANGENT_CLASSIFICATION.tsv	af524b99ac6bd600ff81343d0aa9dc3ccb432fe0	6e3ea3ce36c25bd7c43d9841f9d2347a864e28e1dbfae5a630b4044581806db1	474
udt_global_functional_dof_constraint_rank_audit_2026-07-26/LOCAL_PRESENTATION_RANK.tsv	f5fb6f470824f5cba2189113afd51a40d87247aa	d0d72f3230396a4ee768b1aa9d946b457ac9ae10402f183817ada0de4cccd5ff	2072
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/AUDIT_REPORT.md	b87950c680d61cfcb34dda1f37644b36277cc609	d97ea230affe133e40dcac6374f126b51f5741b5af79749de634a1a41d8aee88	4176
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/EXACT_DERIVATION.md	3242a778b76bd568043c19a8f20c75a81bbc4d8a	44859e5a05c723071b7e0a5aa5f3074ffe54a1726011cd6ce4e4b7e2fe99aa56	6374
udt_global_reciprocal_bundle_assembly_audit_2026-07-26/STATUS_LEDGER.tsv	82767e58f9137656163b7368054395c535d5591a	fbc7cdf83cb5744d6bd0b250646d0896ed3b0825a26732687fe70999b96efb4d	1206
udt_native_stability_configuration_space_audit_2026-08-01/AUDIT_REPORT.md	05bcfcc5887b9827ad5a69fec9e20fba96cc7dbe	657c68e73a374adb61da285f79135c39de4264c1ff31ca8b8bfabaee0bc10972	4423
udt_temporal_soldering_atlas_2026-07-22/STATUS_LEDGER.tsv	3495985e3be90756575016171ef20b5aea511bbd	3f2e80a40f7f093f1e839eea555f17e6680336636e5c92a0671fc6319f439ef5	3657
udt_time_live_characteristic_flux_audit_2026-07-21/AUDIT_REPORT.md	ebdd13d6949e0b066cf116f951c418611c2785ad	6949cfd631e13efe472713c887a586278f312d3798c0f60ea7218ff667761550	8882
