path	role	frozen_blob	frozen_sha256	frozen_size	current_at_freeze_sha256	unchanged_at_freeze
LIVE.md	current_authority	28d0cdf1ef6e8291ffc5ab0d8ddc2c3f15fc3cec	17a4448b8a3d03d646043722c19ec5f2b33af92e1d3a61484a8781f3773cdd1e	74914	17a4448b8a3d03d646043722c19ec5f2b33af92e1d3a61484a8781f3773cdd1e	YES
HANDOFF.md	current_handoff	0a7c0d90466f9cf74982e868abb450cac54a17dc	8b892a54e6651b07446bba67cc4d7a93093cd55fba33f4f296be3bc8734502e3	84319	8b892a54e6651b07446bba67cc4d7a93093cd55fba33f4f296be3bc8734502e3	YES
CURRENT_SCIENTIFIC_PREMISES.md	premise_prose	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	YES
CURRENT_SCIENTIFIC_PREMISES.tsv	premise_machine_ledger	f923b077483c2d2ab5fde2697a6e63649d027dc6	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	YES
udt_branchwise_projector_holonomy_census_2026-08-01/AUDIT_REPORT.md	parent_result	fd1ae85c26b1e9ef5990e6e16fb835d06615d2b3	4ce72343b7424654327e66b17cdc8f63347e3760ccaeca8320079b3a83f73c1b	8549	4ce72343b7424654327e66b17cdc8f63347e3760ccaeca8320079b3a83f73c1b	YES
udt_branchwise_projector_holonomy_census_2026-08-01/EXACT_DERIVATION.md	parent_projector_response_algebra	32430764ecf795c53dfad632fcaa77f1343becc7	f8a289c76030511479bbf79795bb36fa90e703730a641239e577de44ed3eb271	4397	f8a289c76030511479bbf79795bb36fa90e703730a641239e577de44ed3eb271	YES
udt_branchwise_projector_holonomy_census_2026-08-01/TWISTED_S3_RELATIVE_CURVATURE.tsv	parent_exact_centers	538a03605f7d724f4a39d220fc187db2723d22ba	a589f4dcff9af3f59ff7f2dc4b8d0aef6bee1596cc31ec674a8d61761bafce0b	1029	a589f4dcff9af3f59ff7f2dc4b8d0aef6bee1596cc31ec674a8d61761bafce0b	YES
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_clock_ruler_centers	056f2d9f6ab7029c9ac72fbc882e4a733b1b43c6	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	4879	150c98e46d666b58a573d194d4b2a60a228d29d3925e6fe27e1d5650e28efc25	YES
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	clock_certificate_and_global_coframe	7c97260e92963d78861122a5b8174595106427be	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18	6622	330e05e098b8de26b53803db200252d287d151f70d5fc87c5355a737f7151b18	YES
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	center_certificate_determinants	ed8e623c0e60cd51ee708453cccfaa82e1516ef6	03c25628018f17f5a0465c4cf80229fe4c7e62cc7697e365fc5d810205daa3a1	2181	03c25628018f17f5a0465c4cf80229fe4c7e62cc7697e365fc5d810205daa3a1	YES
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	registered_full_screen_family	3f508e2d21328aef5a8e51cc7ca069ba3889992f	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	4171	21fc7594ff288bb8297f3a8be36e8cfac336e340b376802a649ae95b3c10f932	YES
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	full_screen_and_Cartan_algebra	b4f9a0300cc3053f53b69ad28f1122e416273113	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	7384	3d6cab420d4cb20dc0042c4ccce88a4d0b13d0c75572cc78a47daa04be87297f	YES
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETE_S3_WITNESS_ATLAS.tsv	complete_screen_subfamilies	6cf2733bdb47f8e2778c4faae1064a971f2954c6	970e5bac91fd4caca27ff2c997a0f8af93fe8e964956c4e70579b371f58cbcdc	1264	970e5bac91fd4caca27ff2c997a0f8af93fe8e964956c4e70579b371f58cbcdc	YES
udt_reciprocal_closure_joint_selector_audit_2026-08-01/AUDIT_REPORT.md	conditional_response_theorem_scope_only	ca4c6c2276d25be31069cb837534c2c7ea18d1b9	10971f28345c27e88299bc49b0f38fece9d7899701c5d5c24a8c66eeeb4370a1	7238	10971f28345c27e88299bc49b0f38fece9d7899701c5d5c24a8c66eeeb4370a1	YES
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	carrier_firewall	776220ebee57c9a55e82db8cf1dc832d951be0d6	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	10290	df0171eb83d75ad175727a8db541df8500b7826edf6059ae63a52f1a1ba15bea	YES
