path	role
LIVE.md	current_authority
HANDOFF.md	current_handoff
CURRENT_SCIENTIFIC_PREMISES.md	premise_prose
CURRENT_SCIENTIFIC_PREMISES.tsv	premise_machine_ledger
udt_branchwise_projector_holonomy_census_2026-08-01/AUDIT_REPORT.md	parent_result
udt_branchwise_projector_holonomy_census_2026-08-01/EXACT_DERIVATION.md	parent_projector_response_algebra
udt_branchwise_projector_holonomy_census_2026-08-01/TWISTED_S3_RELATIVE_CURVATURE.tsv	parent_exact_centers
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/AUDIT_REPORT.md	intrinsic_clock_ruler_centers
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/EXACT_DERIVATION.md	clock_certificate_and_global_coframe
udt_twisted_s3_intrinsic_pair_witness_audit_2026-07-27/CANDIDATE_OUTCOMES.tsv	center_certificate_determinants
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	registered_full_screen_family
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	full_screen_and_Cartan_algebra
udt_general_screen_complete_cell_atlas_2026-07-28/COMPLETE_S3_WITNESS_ATLAS.tsv	complete_screen_subfamilies
udt_reciprocal_closure_joint_selector_audit_2026-08-01/AUDIT_REPORT.md	conditional_response_theorem_scope_only
native_hopfion_topology_audit_2026-07-19/AUDIT_REPORT.md	carrier_firewall

