path	sha256	role
CURRENT_SCIENTIFIC_PREMISES.tsv	448d60346d58ef042c8ecf6ae3b296e1e61803d3d913e4fb3fecd1c0ca1a1a27	current ownership registry
udt_complete_timelive_orchestra_compatibility_audit_2026-08-10/EXACT_DERIVATION.md	f6ce405e7bdb9c590d48fbeca728e879d9f0225aad3066424a2d3cf9e0e709d5	complete regular chart and identities
udt_complete_timelive_orchestra_compatibility_audit_2026-08-10/AUDIT_REPORT.md	6380857ad4d7b133aededa11f79e7c1929913e9cdda900f62e901e92fd6fad61	G60 status
udt_founding_phi_ownership_morphism_audit_2026-08-05/EXACT_DERIVATION.md	0d83baaaa9f0586cb3f3b0cd7af16b201996a124dba6a050c71624a2e638a4fd	founded reciprocal character
udt_founding_phi_ownership_morphism_audit_2026-08-05/AUDIT_REPORT.md	65905b6b2718fd9c1057143a7148104bb14d7e65eeee3bdc7a7010af8cbe90eb	founding ownership scope
udt_xmax_asymptotic_limit_frame_correction_2026-08-05/STATUS_AND_WORKFLOW.md	8860dbefd6e99f4f9de966497f56022b268d2e0d1299383354b457d60480c638	Xmax limiting semantics
udt_conceptual_object_type_dependency_audit_2026-08-05/AUDIT_REPORT.md	dd3c3adc245083bf25d9f41e7e8eaea73379fed5cb569f64f24698d44c3332df	boundary variation source type guards
udt_copresent_causal_pair_functor_selector_audit_2026-08-10/EXACT_DERIVATION.md	b126515633a6f2aff6d34df820c005c9c77f46d279bf890781e3e67597c9333b	observer composition and causal order
udt_copresent_causal_pair_functor_selector_audit_2026-08-10/AUDIT_REPORT.md	a9096d6251562959f16325bf165b475f3b81b430abdc415bcf4a1328a6815722	causal ownership status
udt_global_descent_pair_surface_reset_ownership_audit_2026-08-10/AUDIT_REPORT.md	e3be03f76e6475bb589659a3407778455918f5143bf99bd683d91ea62357ecd9	global descent ownership scope
