path	role
LIVE.md	inherited_parent_source:current_frontier_precedence
AGENTS.md	inherited_parent_source:binding_project_rules
CLAUDE.md	inherited_parent_source:binding_method_rules
.claude/skills/completeness-map/SKILL.md	inherited_parent_source:coverage_protocol
.claude/skills/no-shortcuts/SKILL.md	inherited_parent_source:anti_shortcut_protocol
.claude/skills/solution-space-not-imposition/SKILL.md	inherited_parent_source:anti_imposition_protocol
.claude/skills/verifier-before-record/SKILL.md	inherited_parent_source:independent_verification_protocol
CURRENT_SCIENTIFIC_PREMISES.md	inherited_parent_source:current_premise_precedence
CURRENT_SCIENTIFIC_PREMISES.tsv	inherited_parent_source:machine_premise_precedence
verify_current_scientific_premises.py	inherited_parent_source:premise_guard
UDT_RECIPROCAL_C_FOUNDING_POSTULATE_DERIVATION_RESULTS.md	inherited_parent_source:founded_pair_derivation
udt_reciprocal_pair_reduction_authority_audit_2026-08-02/EXACT_ADJUDICATION.md	inherited_parent_source:four_level_pair_authority
udt_reciprocal_pair_reduction_authority_audit_2026-08-02/STATUS_LEDGER.tsv	inherited_parent_source:pair_authority_status
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/AUDIT_REPORT.md	inherited_parent_source:intrinsic_witness_parent_report
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source:intrinsic_witness_parent_derivation
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/STATUS_LEDGER.tsv	inherited_parent_source:intrinsic_witness_parent_status
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/INVARIANT_CERTIFICATE.json	inherited_parent_source:parent_exact_Killing_certificate
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/COLD_REVIEW_RETURN.md	inherited_parent_source:parent_fresh_review
udt_twisted_s3_all_gate_reciprocal_reduction_audit_2026-08-02/derive_invariant_certificate.py	inherited_parent_source:parent_exact_curvature_code
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	inherited_parent_source:coframe_norm_and_twist_parent
udt_general_screen_complete_cell_atlas_2026-07-28/AUDIT_REPORT.md	inherited_parent_source:general_screen_parent_report
udt_general_screen_complete_cell_atlas_2026-07-28/EXACT_DERIVATION.md	inherited_parent_source:general_screen_exact_geometry
udt_general_screen_complete_cell_atlas_2026-07-28/STATUS_LEDGER.tsv	inherited_parent_source:general_screen_parent_status
udt_general_screen_complete_cell_atlas_2026-07-28/GENERAL_CARTAN_RESULT.json	inherited_parent_source:general_screen_parent_exact_result
udt_general_screen_complete_cell_atlas_2026-07-28/derive_general_screen.py	inherited_parent_source:general_screen_parent_code
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source:parent_contact_algebra
udt_complete_cell_cartan_alternating_production_audit_2026-08-02/OBJECT_PRODUCTION_LEDGER.tsv	inherited_parent_source:parent_object_census
udt_complete_cell_cartan_alternating_production_review_2026-08-02/CORRECTION_LAYER.md	inherited_parent_source:contact_correction_authority
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/AUDIT_REPORT.md	inherited_parent_source:full_screen_descent_parent_report
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source:full_screen_descent_exact_algebra
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/INVARIANT_OBJECT_ATLAS.tsv	inherited_parent_source:full_screen_parent_object_census
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/FRAME_DESCENT_ATLAS.tsv	inherited_parent_source:full_screen_parent_frame_classes
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/STATUS_LEDGER.tsv	inherited_parent_source:full_screen_parent_status
udt_complete_cell_full_gl2_screen_frame_descent_audit_2026-08-02/derive_full_gl2.py	inherited_parent_source:full_screen_parent_code
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/PREREGISTRATION.md	inherited_parent_source:intrinsic_contact_parent_preregistration
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/AUDIT_REPORT.md	inherited_parent_source:intrinsic_contact_parent_report
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source:intrinsic_contact_parent_derivation
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/DESCENT_ATLAS.tsv	inherited_parent_source:intrinsic_contact_parent_atlas
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/STATUS_LEDGER.tsv	inherited_parent_source:intrinsic_contact_parent_status
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/DERIVATION_RESULT.json	inherited_parent_source:intrinsic_contact_parent_exact_result
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/COLD_REVIEW_RETURN.md	inherited_parent_source:intrinsic_contact_parent_fresh_review
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/derive_intrinsic_descent.py	inherited_parent_source:intrinsic_contact_parent_production_code
udt_twisted_s3_intrinsic_contact_descent_audit_2026-08-02/derive_adjudication.py	inherited_parent_source:intrinsic_contact_parent_adjudication_code
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/PREREGISTRATION.md	inherited_parent_source:immediate_parent_preregistration
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/CANDIDATE_UNIVERSE.tsv	inherited_parent_source:immediate_parent_candidate_universe
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/PREMISE_LEDGER.tsv	inherited_parent_source:immediate_parent_premise_ledger
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/FALSIFICATION_CONTRACT.tsv	inherited_parent_source:immediate_parent_falsification_contract
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/COMPLETENESS_MAP.md	inherited_parent_source:immediate_parent_completeness_map
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/AUDIT_REPORT.md	inherited_parent_source:immediate_parent_report
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/EXACT_DERIVATION.md	inherited_parent_source:immediate_parent_derivation
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/RESULT_ATLAS.tsv	inherited_parent_source:immediate_parent_result_atlas
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/GEOMETRIC_ATLAS.tsv	inherited_parent_source:immediate_parent_geometric_atlas
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/STATUS_LEDGER.tsv	inherited_parent_source:immediate_parent_status
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/INVARIANT_CERTIFICATE.json	inherited_parent_source:immediate_parent_invariant_certificate
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/GEOMETRIC_RESULT.json	inherited_parent_source:immediate_parent_geometric_result
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/derive_geometry_atlas.py	inherited_parent_source:immediate_parent_geometry_code
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/derive_invariant_certificate.py	inherited_parent_source:immediate_parent_invariant_code
udt_intrinsic_general_screen_neighborhood_audit_2026-08-02/COLD_REVIEW_RETURN.md	inherited_parent_source:immediate_parent_fresh_review
udt_intrinsic_two_form_distribution_audit_2026-08-02/PREREGISTRATION.md	inherited_parent_source:current_preregistration
udt_intrinsic_two_form_distribution_audit_2026-08-02/CANDIDATE_BINDING.tsv	inherited_parent_source:current_candidate_binding
udt_intrinsic_two_form_distribution_audit_2026-08-02/OBJECT_UNIVERSE.tsv	inherited_parent_source:current_object_universe
udt_intrinsic_two_form_distribution_audit_2026-08-02/PREMISE_LEDGER.tsv	inherited_parent_source:current_premise_ledger
udt_intrinsic_two_form_distribution_audit_2026-08-02/FALSIFICATION_CONTRACT.tsv	inherited_parent_source:current_falsification_contract
udt_intrinsic_two_form_distribution_audit_2026-08-02/COMPLETENESS_MAP.md	inherited_parent_source:current_completeness_map
udt_intrinsic_two_form_distribution_audit_2026-08-02/SOURCE_MANIFEST.tsv	parent_source_boundary
udt_intrinsic_two_form_distribution_audit_2026-08-02/PACKAGE_MANIFEST.sha256	parent_corrected_package_identity
udt_intrinsic_two_form_distribution_audit_2026-08-02/PACKAGE_VERIFICATION.json	parent_corrected_package_verification
udt_intrinsic_two_form_distribution_audit_2026-08-02/CORRECTION_LAYER.md	parent_kernel_wording_correction
udt_intrinsic_two_form_distribution_audit_2026-08-02/AUDIT_REPORT.md	parent_report
udt_intrinsic_two_form_distribution_audit_2026-08-02/EXACT_DERIVATION.md	parent_exact_derivation
udt_intrinsic_two_form_distribution_audit_2026-08-02/CANDIDATE_ATLAS.tsv	parent_candidate_atlas
udt_intrinsic_two_form_distribution_audit_2026-08-02/LOCUS_ATLAS.tsv	parent_locus_atlas
udt_intrinsic_two_form_distribution_audit_2026-08-02/DISTRIBUTION_RESULT.json	parent_machine_result
udt_intrinsic_two_form_distribution_audit_2026-08-02/STATUS_LEDGER.tsv	parent_status_ledger
udt_intrinsic_two_form_distribution_audit_2026-08-02/COLD_REVIEW_RETURN.md	parent_fresh_review
udt_intrinsic_two_form_distribution_audit_2026-08-02/COLD_REVIEW_RESULT.json	parent_fresh_review_result
udt_intrinsic_two_form_distribution_audit_2026-08-02/derive_distribution_atlas.py	parent_production_code
udt_intrinsic_two_form_distribution_audit_2026-08-02/ADJUDICATION_RESULT.json	parent_adjudication
udt_intrinsic_two_form_distribution_audit_2026-08-02/NEXT_STEP.md	parent_authorized_next_boundary
udt_intrinsic_defect_transport_atlas_2026-08-02/PREREGISTRATION.md	current_preregistration
udt_intrinsic_defect_transport_atlas_2026-08-02/CANDIDATE_BINDING.tsv	current_candidate_binding
udt_intrinsic_defect_transport_atlas_2026-08-02/LOOP_UNIVERSE.tsv	current_loop_universe
udt_intrinsic_defect_transport_atlas_2026-08-02/OBJECT_UNIVERSE.tsv	current_object_universe
udt_intrinsic_defect_transport_atlas_2026-08-02/PREMISE_LEDGER.tsv	current_premise_ledger
udt_intrinsic_defect_transport_atlas_2026-08-02/FALSIFICATION_CONTRACT.tsv	current_falsification_contract
udt_intrinsic_defect_transport_atlas_2026-08-02/COMPLETENESS_MAP.md	current_completeness_map
