path	git_blob	sha256	bytes	role
CURRENT_SCIENTIFIC_PREMISES.md	1a25dc1d354e0065c527374767f11aa9d06d62de	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493	foundational_precedence
CURRENT_SCIENTIFIC_PREMISES.tsv	ed1de6dd9025b2709ee5127166288fa07411df2e	c05647b1498073b79f2cad56608befd43cb8f0052ea286a39cdb30a00c236ddf	5277	machine_premise_precedence
udt_complete_screen_response_branch_atlas_2026-07-28/AUDIT_REPORT.md	1e223d40abc8ffa97b8397b0f3632e1f94dd5fe2	c67c8d05ca12b17171987f43ba941ffb8cd93daab91c4ba7e4b284f78cde3bde	3407	parent_ruling
udt_complete_screen_response_branch_atlas_2026-07-28/EXACT_DERIVATION.md	6fdc6a65c21e4bd542311771a39879b0fafc3d72	71d049e4a8401088ec861edd4d80b2af1a41ed149e4c909c27a633fe55904164	5909	parent_screen_algebra
udt_complete_screen_response_branch_atlas_2026-07-28/BRANCH_PATH_RESPONSE_ATLAS.tsv	094f00718d4b9152aeff8472c2f8e1b94f184051	ed9ae755512d542edd25c95f34446f465fc5e077426c31a6d466d6decef7e613	22836	parent_branch_response_universe
udt_complete_screen_response_branch_atlas_2026-07-28/FROZEN_DOF_DIAGNOSTIC.tsv	1f4dd44e0fda83da271e6f5e0110ca3dd6ab3fdc	6947408af6629bbd1585777c0e6e03d42ee12b24a048d198174cf2f8f2eb4c8c	802	parent_missing_shear_diagnosis
udt_complete_screen_response_branch_atlas_2026-07-28/ROTATION_OWNERSHIP_ATLAS.tsv	4d5190f85e45cce0eeda8ab1099846ac33d65cc4	b8620719d9a7abc250329272c60f29f5329cb5adf325c911449bcded752f724d	733	rotation_ownership_guard
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/EXACT_DERIVATION.md	98d15cf3060d34d238b8528bfaa8a0cab81e7493	36e22610ec03dc4421e005f0a327be288cde000fb5fa63f4d8ea9cec3711875d	6108	complete_S3_coframe_existence
udt_complete_nonultrastatic_reciprocal_branch_audit_2026-07-27/WITNESS_UNIVERSE.tsv	5f85ee884c739bde17aba531f746d06f3c751913	7428ea40a43532ab8c9ff8b333c30873c48d9991a2e8f91a0adae1455ca5553f	857	complete_configuration_controls
udt_twisted_s3_intrinsic_screen_cocycle_audit_2026-07-27/EXACT_DERIVATION.md	906dd52749e3e1c268ba0af7247933451f762940	8bce36da89ba3a5e771b9478eb42634a518fa4626c0ae7f008ef234db0c031fa	7788	pair_screen_Cartan_owner
udt_complete_branch_founded_pair_pullback_audit_2026-07-26/EXACT_DERIVATION.md	99c4afaff78e845a4b7661256a2c92ae85e5d165	2d32ea44d12e5ce1d6c24fc2759cceaeb1ed97c9d0aad50bc9d9ddaefcd0685a	5551	homogeneous_control_geometry
udt_global_metric_assembly_atlas_2026-07-22/COMPLETION_CLASS_REGISTRY.tsv	ac18f8fd197d75bbde8cda6494b05a84289cd9bc	73d9f21e31d74c174dc173e03ddd27f8689c376170959d8419004f225bed73e6	2608	FC01_to_FC12_taxonomy
udt_global_metric_assembly_atlas_2026-07-22/BUNDLE_HOLONOMY_ATLAS.tsv	9f4beba8d1c4c12b77dc401f6c116fc33b37bd3b	8337c04d5b5b5aac858e980baa937771060bced8db4eecf8362b630d7815f4df	4019	completion_holonomy_inputs
udt_finite_cell_completion_atlas_2026-07-21/METRIC_REGULARITY_ATLAS.tsv	7670efac9a5ec32015910b46270ab866e5cb4312	a0d54b068dad7625f46994cd113a2068c75317f6c00c89226cbb7b327926aa98	1113	cap_seam_regularity_inputs
udt_finite_cell_completion_atlas_2026-07-21/GROUP_ACTION_QUOTIENT_ATLAS.tsv	925c6a0e90f39b6d836ea4885b44d3023af3cbd8	30d34a66aca888a03674c10df3b771b972e7ca2d6a64698e17bcab49c910a41c	724	quotient_descent_inputs
