path	role
LIVE.md	current authority and G317 next gate
CURRENT_SCIENTIFIC_PREMISES.tsv	exact premise ownership
startup_surface_g310_universal_reciprocity_refresh_2026-08-31/ADOPTION_RECORD.md	Universal Reciprocity owner adoption
startup_surface_g312_two_premise_adoption_refresh_2026-09-01/ADOPTION_RECORD.md	quiet-GR and Local Metric Sufficiency owner adoption
udt_g303_two_class_nonlinear_cauchy_data_classification_2026-08-30/AUDIT_REPORT.md	conditional PDE-method boundary
udt_g304_global_cell_constant_sector_discriminator_2026-08-30/AUDIT_REPORT.md	positive-sign result restricted to its static finite-ceiling branch
udt_g313_tracefree_ricci_solution_space_bootstrap_map_2026-09-01/AUDIT_REPORT.md	active multibranch Einstein arena
udt_g315_conditional_cauchy_characteristic_data_interface_2026-09-01/EXACT_DERIVATION.md	controlling physical constraints
udt_g315_conditional_cauchy_characteristic_data_interface_2026-09-01/AUDIT_REPORT.md	accepted bounded data-interface grade
udt_g316_lawful_constraint_data_construction_2026-09-01/EXACT_DERIVATION.md	controlling conformal construction
udt_g316_lawful_constraint_data_construction_2026-09-01/AUDIT_REPORT.md	externally accepted construction boundary
