path	sha256	size
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/.gitignore	7cc90f7f7737e380caee56c1f644b999562bf8fc33d056689101f5dfda461581	14
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/ARTIFACT_VERIFICATION.json	d03ee2db61d5e5f271aadb15516a5d396d97a958391de82c02af7544045ccce3	921
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/AUDIT_REPORT.md	1df20f407e5fb1e1fea18f6389963c0b808b0d16fdf562b3889af39d753c7f1a	2987
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/CATCH_PROOF_RESULT.json	cbf195914370c3b1aef5a8efe68fd0c15136412771d97f07bfd93418675a7f0b	363
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/COMPLETENESS_MAP.md	8b62d1451cd94e351cb43078c4d2d0e805081063e5debc4a801b02ac75d125b4	1558
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/DERIVATION_RESULT.json	0eb3350ed02a983c390888f7cc9c315676ef341119c6228670d8279aa307fb3d	830
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/EQUATION_VERIFICATION.json	9f14c0bc6fbd39fc182b040caa0c6affc88bcb8ee4a71623976fa22f2370009f	490
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/EXACT_DERIVATION.md	8f9ebf15ee5f7218d569b28e87879395a3f07f3756a5aad905628a7943e109c3	4914
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/FALSIFICATION_CONTRACT.tsv	1825ee4e2bb2dbcd5ade1ba207381f66f0da80540014252aa8bde5e0d4c140df	1565
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/FALSIFICATION_CONTRACT_CORRECTION.tsv	cd51c14f9a3086b9bb9c69019d043d8b512cb130b2922d9306e654ca827faf9d	241
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/INDEPENDENT_VERIFICATION.json	d2ad83e574bd1b365a22672df3629bb7a477d1a11a7fe2dea383232aacdfac1b	3812
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/INDEPENDENT_VERIFIER_DEVELOPMENT_NOTE.md	7f610c7a578520f66b8c2e23679f31e7d9e654f1b4149ac89da3ea3f0bc81ce6	1279
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/LAY_REPORT.md	4be1c587c641ce5435fab10b66e3db58990d114a10f302346ed35b92bd96224b	1673
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/MESH_CONVERGENCE_ATLAS.tsv	d062dc482511ab4b3c3734f76f69674a73a41dd77565a5f8437a6d0fd0adb82f	590382
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/OWNERSHIP_LEDGER.tsv	cd2b4c99fdcdb64f982ee36aec5b8e356de48dbfea166a8584c8b0f634a04b05	1300
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/PREMISE_LEDGER.tsv	e2785034b51f14070a0aa2c9d13130ec83104bfcd34cad9a2c3a00ef9f3c4bcd	1740
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/PREREGISTRATION.md	cf5044126abad59443da1e55955d24671e4bb38d2de5934931c8b4e984070829	6790
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/PREREGISTRATION_CORRECTION.md	39b7d5756604900a2c88c32d70b2599a53637645f73fba3532f3ac4b4dad3049	1146
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/PRODUCTION_TRANSCRIPT.txt	90bbdc373c84d22f0588e3384fc12d7034c69818411389bb32c2081892d76b2a	39664
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/REVIEW_DISPATCH.md	0d50956bebfa7cddab4c6ea4ba67d2457a427c0d874110c199f4a3a7676183e7	2522
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/RUN_RECORD.md	d2b24d751ec421fa652dc1d0187b7377599353a5c8da18d68289b14c576094eb	1421
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/SKY_ENDPOINTS.npz	27e016ddf5739f42c62a41e8788635c0323acc45936419b6a21383f5b04eb145	35365729
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/SOURCE_MANIFEST.tsv	d7159679e3d76836fd520c0b46a4f3c4d21ddfc203d23965fa497bd6e2470c66	1606
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/WHOLE_SKY_RELATION_ATLAS.tsv	ae75a2bd3023a23e5676c40981146eea2e07190d91ab60d8be11513a694d8c6c	236648
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/derive_equations.py	1a9bda1d90885215bad78b914bcefdfc37384a4b17797540b7a521da1f396a71	4671
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/run_catch_proofs.py	450a416c5993a56c3e52587a6d252579bba4e2a51fb1e31e09a57cf5dc06dc7b	3402
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/solve_complete_family.py	040a0438e8b3955848ce21c508452531f653affa9058e9dbd377320a8ca6c81b	28587
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/verify_artifacts_independent.py	a75cec4feba75dc2dde479de238b9599a969d620b9c7dc98c4291f3763ce1385	7444
udt_cmb_G76_complete_family_whole_sky_relation_atlas_2026-08-11/verify_complete_family_independent.py	f60f3616e5d30d44d68087ea2872e7d500c53d332d30bf0dff8911b188541eff	11451
CURRENT_SCIENTIFIC_PREMISES.tsv	9e4abedc9c29078b87c0ac62a8613036a723507d01f94333cce6239d235037ae	64285
udt_cmb_G75_center_regular_axial_profile_family_2026-08-11/PROFILE_ATLAS.tsv	c45f96312b7a89dcd8797a0ccac8c8506e69bd454bfb119acf34c43149af57c7	111480
udt_cmb_G75_center_regular_axial_profile_family_2026-08-11/SHAPE_ATLAS.tsv	28350686758d735635e963bea7ebc0435ff335b929db6116dfd3ef44b1bcd912	10164
udt_cmb_G75_center_regular_axial_profile_family_2026-08-11/PREMISE_LEDGER.tsv	9a1e658179d5847c8f16b59771e3e16ea2aa2e4b27e2c7c38157359895204054	1153
udt_cmb_G75_center_regular_axial_profile_family_2026-08-11/EXTERNAL_REVIEW_ADJUDICATION.md	8d7e331755c391513eb8091ddcffc4f668beaa382337c33b396683b6b36f5391	4177
udt_cmb_G74_symbolic_sky_relation_topology_atlas_2026-08-11/derive_topology_atlas.py	c3a1e19d90624c5cade3fa99b36a054fbd41ced7144727b238740c391bd535fe	22577
udt_cmb_G74_symbolic_sky_relation_topology_atlas_2026-08-11/EXACT_DERIVATION.md	e3cc2912aa0da66386aa7ee594a2b95726ad595bc5babfe46fd46584eb5c8b49	8938
udt_cmb_G74_symbolic_sky_relation_topology_atlas_2026-08-11/EXTERNAL_REVIEW_ADJUDICATION.md	ae645d292b541862a079dccd1a146a97c7d6b9a24e45d2c5a909d060f3ff7d70	4361
udt_cmb_G72_metric_screen_response_join_2026-08-11/EXACT_DERIVATION.md	df319903a8beebe455ad9adde150b484104ec78f5e54ec9be50f155b626960d0	9948
