sha256	path	role
b41d49db51888523b99c14a83c632fd5c45ea7592eb0e4fbc4ab1016be69e93f	udt_founding_pair_relation_functor_ownership_audit_2026-08-09/EXACT_DERIVATION.md	founding_ordered_depth_ownership
bc96d6889075ede38271a4d63d3c021f7df0952b27f7e831c0d7161b97f737da	udt_common_query_pair_immersion_reconstruction_2026-08-11/EXACT_DERIVATION.md	complete_query_channel_architecture
30a1cd9887e04cffc86b3646083c7fe890ca030f3430bf86365cfbe4a87a5c0b	udt_sne_native_observer_query_replay_2026-08-11/AUDIT_REPORT.md	low_z_compatibility_anchor
32fadafc5b336a35aae10bc7c24e98c27bbd64e03d43d42bbd9f1a6a8f3d932c	udt_xmax_asymptotic_limit_frame_correction_2026-08-05/AUDIT_REPORT.md	Xmax_frame_guard
5bc678191a489bf2a7f34416eafb32eed5671a560737630b124b6e88ab724235	udt_roadA_RA1_muon_modes_2026-08-08/DERIVATION_NOTES.md	conditional_radial_mode_problem
9346f0823a8b2f7855ce6d180c50b7f1a21e2ac56656650def3fec4b7eb2a733	udt_roadA_RA2_projection_2026-08-08/PHASE1_NOTES.md	projection_ownership
cc493cc32eeb161be501a1575433028f8aa4dde3909f28894b839751e576dfd7	udt_roadA_RA2_projection_2026-08-08/PHASE2_COMPARISON.md	attributed_TT_position_comparison
4d6017b2639be41acdcdaa65ee97c7ce5fbf35ac91e7aa0de4f3eac5dd37927e	udt_fd1_corrected_full_spectral_atlas_2026-08-09/FINAL_REPORT.md	corrected_scalar_spectral_atlas
f090e86dd74473570329f47c36831efcd6ff64da1189ad2dc54720f2c66ce803	udt_fd1_corrected_full_spectral_atlas_2026-08-09/ATTRIBUTED_READOUT_PROTOCOL.md	observational_readout_protocol
e8baaa58bf006beed6b5c708fc2e475485c25660c1b3b35977aef213c03082ba	udt_cmb_complete_angular_mode_ownership_2026-08-09/AUDIT_REPORT.md	mode_and_population_ownership
553799701372ebcfdbdd006892724778f01a66d9425280cd71afd238e6cfdfae	udt_cmb_complete_angular_family_atlas_map_2026-08-09/AUDIT_REPORT.md	family_atlas_status
b14fe464d3256fb7fbe3f07ca6d0934d29d31f5bc58f2edd1d91baf90d6361e9	udt_cmb_complete_angular_family_atlas_map_2026-08-09/FAMILY_UNIVERSE.tsv	frozen_F00_F17_universe
a81155f315c174b17968f10060148bacb03ccbbca3d6b7badfc5093f0074fc97	udt_cmb_N01_C1_harmonic_coupling_matrix_atlas_2026-08-09/AUDIT_REPORT.md	C1_coupling_status
39ad31b1cc8c7a18851ec4190a0e22d2f3b192162ac89f54af50fe0fce4589eb	udt_cmb_N01_C1_harmonic_coupling_matrix_atlas_2026-08-09/EXACT_DERIVATION.md	C1_exact_operator
9050e0f5a803dae0a456c2d6fc38dd87d9016dff919e77036ea2800f6c3a097c	udt_freedata_inventory_MAP_2026-08-09.md	background_source_freedom
664ac79ebe0e64eb4854ca067913084d7a6396e21a768a5fb9e92fdf8151d982	udt_cmb_N03_profile_role_regular_center_map_2026-08-09/AUDIT_REPORT.md	pair_profile_vs_centered_lapse_guard
