path	sha256	bytes	blob	base
AGENTS.md	16d71c4f01f721d474354a436dcc1adecc48ab000d4fadf4e0479d60ad660714	21248	c777d6f79bdea17c19c053518bd4107c1dca4af8	089e2044be1b2e801f9b4f07e83efb5296dc1375
CURRENT_SCIENTIFIC_PREMISES.md	63fe502793db25c9ddbf078c393fecc449d43648984d63504b49a4b9fbe72491	2493	1a25dc1d354e0065c527374767f11aa9d06d62de	089e2044be1b2e801f9b4f07e83efb5296dc1375
CURRENT_SCIENTIFIC_PREMISES.tsv	69342e40bc69cb89022efa8a3c68db63214040e3efe0f001278d995cd4c7ec0f	6798	f923b077483c2d2ab5fde2697a6e63649d027dc6	089e2044be1b2e801f9b4f07e83efb5296dc1375
HANDOFF.md	2556ec6806d6cc5450ba1e8e8c4395052b3a118aa22ccbde552ed6526adc6d76	74875	adf26e828648da3fc9392265dbaf3b309b691755	089e2044be1b2e801f9b4f07e83efb5296dc1375
LIVE.md	4b939d62f741d185a5128837fcc053ef77457479f35a1e8cceb1c6181455a0ad	63060	992b19758337325a5827fd81bcdc0a9bac399134	089e2044be1b2e801f9b4f07e83efb5296dc1375
P4_ARC_SUMMARY_2026-07-31.md	85f5b9e7ce6619ba0b286c71291a3eaee61779fcdb81980c0241d0e24a3b2bb8	14889	b98f755290501a712731c124c6b4226631ebfb14	089e2044be1b2e801f9b4f07e83efb5296dc1375
UDT_SCIENTIFIC_FRONTIER_2026-07-19.md	8f2f48b76e90cbd223a1229caff8594ec36ba7880132f64083ebd057034686ed	86527	5d70efd596ae635d41b3fc8d5947a7313e28c9e4	089e2044be1b2e801f9b4f07e83efb5296dc1375
bootstrap_csn_phi_angular_selector_2026-07-19/AUDIT_REPORT.md	9192fca92619508d9b14601a0e96d1ffdc0064893ea2c9e4f64609b3777b2fe0	11250	1b97a1a941f6ba4b4ee154e5b4377a649a08ba47	089e2044be1b2e801f9b4f07e83efb5296dc1375
bootstrap_csn_phi_angular_selector_2026-07-19/STATUS_LEDGER.tsv	487fc2b4fed1e47b11fbe1c61325787a8bdb743227a8133f06dadfb66fc0c2ee	7141	d169c0ab5ed6d85d0e1bf7732dd2f11d6e65dbef	089e2044be1b2e801f9b4f07e83efb5296dc1375
bootstrap_variation_selector_2026-07-18/STATUS_LEDGER.tsv	d271b483a02e0732bbab7f597b59827810586894ea29a8717f3cfff3c87949e6	3832	113f2c64e598e97ded7c465f8f7dfa705bbb6005	089e2044be1b2e801f9b4f07e83efb5296dc1375
