path	git_blob_oid	sha256	size_bytes
reorganization_r1c/build_r1c_lane_overlay.py	a44bdfe38d3139639a74cb67445d1586c768782d	104fad4f2e5f7f0b3d6be6c461d84979d90ceae40e76cf40a87a4a740104b000	25013
research/_registry/ROOT_OWNERSHIP.tsv	5bbae7457a2192ccf54ff89866acbad5d9036c9e	4e8a4e82d4698f24dea7510932a919773267dfad3ad4033999e195044a056edc	278597
research/_registry/MIGRATION_READINESS.tsv	0834235e68891c0b6b8f4ea6b65a4de957298861	4fbdb4e71aae4caf18df9142e7ab822bb5b348b3b364b72e97707679bd244062	352498
research/_registry/CURRENT_ARTIFACT_PATHS.tsv	bb2a67416d2109a8b96b3f044c1f9acc611e32cc	9c1f7c9a9f11dbf31706268d5dbd3c2ffd4247e3f981a603d86e2095925e729c	203899
reorganization_r1e/PROPOSED_BATCH_FILE_PLAN.tsv	84d23fc7df732f7cf2af1705df502381eb43c4de	c9089c1885f2f618c12567885f1e3d416abeeaa026cd6c442cf7ae64ae70f82c	13176
reorganization_r1e/COMPLETE_CANDIDATE_LEDGER.tsv	c814b48cf888ddaccef8aea835035bc8690f39dd	8aacd9d6c37946280c637bb91cf69d2d5ab3aed6ac44e4edb3190ff0434004ba	107114
reorganization_r1e/BATCH_RANKING.tsv	47303e6f78695738e7f8356e6b14b570189c9328	c057f4ffb8406ff77f349ed24102204ebad8caa647aaeedbdbf581a6e1f162fe	753
reorganization_r1e/ATOMIC_FAMILY_GRAPH.json	2b84e94c500f7182b9f3c41249cdd1e3225c0291	6871d9554425fd4d2b2a1bc569df73023ada0edc6c030ca2abfe142cd089e134	124494
native_field_equations_constrained_two_player_results.md	67b433a19bb5eb36cbea836bce3cf1e3fecc954c	fda17efae21864d6a1d98dbeb924fe10f0c808da53841fc4255af6ee4a095e6a	10499
PURSUIT_CHARTER_2026-07-04.md	4f4e8581273f23e8829b411fe32d4dc6877d8947	90c4c54e58e8f7db31cd39239a8c67ffd0e84773a3a9d2003ebc8784323054da	16134
branch_operator_contamination_ledger.md	855c3ea164d2ef1cbf42a829bb97d9d8ebe25e8c	bdd4988ab7cafea2ab33c1c89aae1d2dc8861fcaf0a963e2c7288434f00f8a30	13633
