batch_id	original_path	current_path	path_status	proposed_destination	r1e_atomic_family_id	git_blob_oid	sha256	introducing_commit	introducing_author_date	introducing_commit_date	introducing_subject	first_commit	first_commit_date	last_commit	last_commit_date
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv10_E2_period.py	cascade_bv10_E2_period.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_bv10_E2_period.py	F_SAFE_CASCADE_BV10_E2_PERIOD	40f28324cfba532d571d02a43fc18bdc4d4cd923	540361e0c65db785c613f20573535e18b28bb2aa5c26ef77b6819766c8cb6cbb	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	2026-07-02T20:49:47-04:00	theta0 DERIVED at second order (blind-verified) + the accumulation law DERIVED as the quantization closure	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv10_E2_symbolic.py	cascade_bv10_E2_symbolic.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_bv10_E2_symbolic.py	F_SAFE_CASCADE_BV10_E2_SYMBOLIC	df81795d831f33fd416c053d9e0a28de36acff12	05ad093aede87253d8fb617c8daba0667c8618ad09e993279011e8af27e55323	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	2026-07-02T20:49:47-04:00	theta0 DERIVED at second order (blind-verified) + the accumulation law DERIVED as the quantization closure	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv10_E3_bottom.py	cascade_bv10_E3_bottom.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_bv10_E3_bottom.py	F_SAFE_CASCADE_BV10_E3_BOTTOM	bc08f8d5e8a2be9e7e6a87da6b725e799208450e	75e44153d4203325a2318ec671cbe70426a63f23a59c7ebe2761ab918ce7229f	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	2026-07-02T20:49:47-04:00	theta0 DERIVED at second order (blind-verified) + the accumulation law DERIVED as the quantization closure	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv10_cas.py	cascade_bv10_cas.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_bv10_cas.py	F_SAFE_CASCADE_BV10_CAS	ceb68bad8537c1a0f9e832004fc6c2f392489dea	faa2c28e66e74cb0ab24933c2ace41c3237054147641c4deeefaa89ef36cee01	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	2026-07-02T20:49:47-04:00	theta0 DERIVED at second order (blind-verified) + the accumulation law DERIVED as the quantization closure	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00	add2f22217576fa96308c68bc459e8e271affddf	2026-07-02T20:49:47-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv11_v4_cas.py	cascade_bv11_v4_cas.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_bv11_v4_cas.py	F_SAFE_CASCADE_BV11_V4_CAS	63c3efa684066049b3742daa9b07766b9908ffb4	8dfcfded3cd4c51b0a1d0551a24655a7a37fdb1f815008dda2180b5a376a3e07	48b50d402960f92aaa345daee26ae7dd14dca0c0	2026-07-03T11:27:21-04:00	2026-07-03T11:27:21-04:00	Ponder 1 CLOSED: twin = broken inversion; TWIN FUNDAMENTAL EXISTS (blind-verified); inner-seal charge cap = exact bound	48b50d402960f92aaa345daee26ae7dd14dca0c0	2026-07-03T11:27:21-04:00	48b50d402960f92aaa345daee26ae7dd14dca0c0	2026-07-03T11:27:21-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv13_w1_classes.py	cascade_bv13_w1_classes.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_bv13_w1_classes.py	F_SAFE_CASCADE_BV13_W1_CLASSES	7cda722ad5042857db379a5166c1362de77bc538	d8921243fddf979d906fd3f68cb7cdf2a40cab26bed5612f0a8aa2dd8a9cebbf	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv13_w2_w3cas.py	cascade_bv13_w2_w3cas.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_bv13_w2_w3cas.py	F_SAFE_CASCADE_BV13_W2_W3CAS	66a5233b6a7682dba59610fb8c58117696d636c5	0646d2370cb9984dc85aa1b3230addfd4ec4f697209e5e51eecb3302b94f6b69	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv13_w5_homothety.py	cascade_bv13_w5_homothety.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_bv13_w5_homothety.py	F_SAFE_CASCADE_BV13_W5_HOMOTHETY	6ffafd44adc0ce37160e87d623006484af9dc586	4ba6b3678f5e2f3e2cf7ebab2de9ca35e2a818a9b9cdc47ed3eae6584e6cf62f	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	2026-07-03T13:59:49-04:00	Stability operator DERIVED + BLIND-VERIFIED; counting convention pinned by theorem (bv13 caught a +-1 mix)	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00	4ee798243b0911bdd8360710aa84ca75aefae039	2026-07-03T13:59:49-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_bv16_cas.py	cascade_bv16_cas.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_bv16_cas.py	F_SAFE_CASCADE_BV16_CAS	04f056bb1d5f48f9258d29634a12effe9b6a3630	e972965c24eefaf42324fd8565c8582e8e2ea79f81671ce5e5cd9c2e79e79d99	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	2026-07-03T17:48:03-04:00	Orientation chain complete (aim-blind): identities banked; the sign = an adjudicated CALL for Charles	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00	5a82fbbd657402126c8f74af6b70bab92d02e274	2026-07-03T17:48:03-04:00
B02_LEGACY_STANDALONE_ALGEBRA_A	cascade_lemD_cas.py	cascade_lemD_cas.py	ROOT_RETAINED	archive/pre_2026-07-01/cascade_lemD_cas.py	F_SAFE_CASCADE_LEMD_CAS	7081401c2511cec8d8dc7cfdebffcbee2465968b	cbb285c3b4db36a31f896455c3d6a08ed28388e16595e6c68bcf1805bae41405	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2026-07-02T19:16:27-04:00	Lemma D: sealing amplitude DERIVED at leading order (blind-verified) -- the ladder's amplitude belongs to (Z,N) alone	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00	2836cc8694db1967ba0d03ee43184ab87238ae05	2026-07-02T19:16:27-04:00
