path	sha256	size_bytes
reorganization_r1g/AFFECTED_CASCADE_FAMILY_SUMMARY.tsv	eed9fe2b4ea835f2a405855ed4aef748988a836956969ff5ac1b788ba6c059e1	7889
reorganization_r1g/AFFECTED_CASCADE_FILE_CENSUS.tsv	d44c2b8b55c3e16350dec8ce55349426e57cce4d1035859e29898c9fa0736c9d	74568
reorganization_r1g/AUDIT_SUMMARY.json	f66688dfd21f66f089a8e4390a72ab1a611f73a0f9e68af841f640c26c846a30	1140
reorganization_r1g/B02_B03_ADJUDICATION.tsv	cbae13c1d79f3d16a2c6542dfe003559fd3abadffb1d56e8490fdecc3070de11	31222
reorganization_r1g/CORRECTED_CLASSIFIER_RULES.json	120978d72b19aef424f26d1344184f5a64a6ce5d62274bc822db241e67c940d5	2406
reorganization_r1g/INDEPENDENT_VERIFY_RESULT.json	920b09b87248877a2a5c9a204ee1ba041f9f9f006fe885307d16ff916557b426	4206
reorganization_r1g/JULY1_NATIVE_BOUNDARY.json	3ca219707935dba8bdeccd17a21f2a79ddb11871a7b6399415d9fe2932671bb8	858
reorganization_r1g/JULY1_NATIVE_FIELD_EQUATION_BOUNDARY.md	5c7ef8c4f0cf873ef3e86f997aa529f35c9bfe5e2572db95af02485266823601	1420
reorganization_r1g/PREREGISTERED_AFFECTED_CASCADE_UNIVERSE.tsv	fdfa0757cc64364386ddc08e6d9f32ef3b86087d9c9e791e0b304c53851d946b	54501
reorganization_r1g/PREREGISTERED_B02_B03_UNIVERSE.tsv	9a55da9e028b2dbbe5f9fae27d5ece8e102f1c2aedf9119dddb89419ffb1966f	20419
reorganization_r1g/PREREGISTERED_INPUTS.json	ee55bbf4cb71cfc3c9625d6faf738ccf733a4889bf7582f59612d0b653caa829	480
reorganization_r1g/PREREGISTERED_INPUT_HASHES.tsv	43f79c25e3859c112fb7b10eea32b2049ccb9d302cd0f7cf8c9b4763f150c76e	1748
reorganization_r1g/PROVENANCE_CLASSIFICATION_CORRECTION_PROPOSAL.md	657abf64fe81b6d9530f598d8eee2c9587a38eaf96e22d48509225f34254c596	4156
reorganization_r1g/R1G_AUDIT_REPORT.md	cc0d1cca5dcf16efc60b5ab60cd8a75cb1c9bea0df2d177bbd382a2f64bda746	4660
reorganization_r1g/R1G_PROVENANCE_AUDIT_PREREGISTRATION.md	7cd055d5accf4b7c488f36e725498db6d339a2d29b919ea748a5c8b8f9c28c6c	4448
reorganization_r1g/R1G_READOUT_PROVENANCE_CORRECTION_PREREGISTRATION.md	c0a72e3e713be0bed894ed1c5d2f30dde2a15957e73c9eba2842013f61a12056	2917
reorganization_r1g/R1G_READOUT_PROVENANCE_CORRECTION_REPORT.md	bb2083dbac6dd0d6c8390ebe67e4f0bcc2c219b982e69f35af66e6ce9d3420c7	3212
reorganization_r1g/README.md	d52a87ed161db911fa02dc329df8d9d3e79e783bd51010cd762709cf78571066	1100
reorganization_r1g/READOUT_PROVENANCE_CORRECTION_AUDIT.tsv	16f2237db4a3188e9668fa3f57cac265e473f9bbaddabf9f767a4fef5281252c	2703
reorganization_r1g/build_r1g_audit.py	5c9115c85e21a0f4bb0270afd02a46e48015320f25cef150879e28a2d6e94e01	29600
reorganization_r1g/final_validation/TEST_BASELINE.json	14206762193dbda81ffdd899702d64f9e3534d30be07a80075e9c3ee186389aa	303
reorganization_r1g/final_validation/TEST_BASELINE.txt	81907d2fd06dc787e713231ca709a8f6fc9ad902054b3bf1402ba34f79a85abc	10770
reorganization_r1g/freeze_r1g_inputs.py	140f69a6872e5396d5f731d266ef75ca70c9f65f870397b88597c7a3f0c96ca8	7561
reorganization_r1g/hash_r1g_outputs.py	78dcec4b3ad54d5921db219af3a7a1a7e30f69405b981283c887fcf95015eb90	1108
reorganization_r1g/verify_r1g_audit.py	1aabb3cf6097dac84b4166b5209758b84f8f9d7d557ef8fe8b08f7b229ee599c	34266
